"Date","Symbol","Open","High","Low","Close","VolumeUSDT","DateTime"
2017-09-02,"BTC",4630.01,4675,4516.17,4580.33,206611.79,"2017-09-03 00:00:00"
2017-09-03,"BTC",4600.53,4609.98,4486.19,4560,124890.39,"2017-09-03 01:00:00"
2017-09-03,"BTC",4560,4569.95,4467.88,4568.91,110491.16,"2017-09-03 02:00:00"
2017-09-03,"BTC",4568.91,4618.4,4555,4569.54,119115.08,"2017-09-03 03:00:00"
2017-09-03,"BTC",4569.54,4714.75,4569.54,4690.79,142130.19,"2017-09-03 04:00:00"
2017-09-03,"BTC",4690.79,4714.76,4651.18,4675.12,182570.15,"2017-09-03 05:00:00"
2017-09-03,"BTC",4675.12,4714.33,4605.12,4605.12,102242.21,"2017-09-03 06:00:00"
2017-09-03,"BTC",4605.12,4658.56,4586.29,4620.87,124351.05,"2017-09-03 07:00:00"
2017-09-03,"BTC",4620.87,4674.86,4610.52,4621.44,136095.99,"2017-09-03 08:00:00"
2017-09-03,"BTC",4621.44,4645.84,4502.75,4523.47,165787.46,"2017-09-03 09:00:00"
2017-09-03,"BTC",4523.47,4554.17,4472.49,4510.09,83156.1,"2017-09-03 10:00:00"
2017-09-03,"BTC",4510.09,4557.19,4456.8,4486,71215.04,"2017-09-03 11:00:00"
2017-09-03,"BTC",4472.14,4618.38,4472.14,4600.53,132939.63,"2017-09-03 12:00:00"
2017-09-03,"BTC",4510.99,4557.25,4298.33,4303.1,253924.71,"2017-09-03 13:00:00"
2017-09-03,"BTC",4303.1,4400,4298.33,4399.93,228863.83,"2017-09-03 14:00:00"
2017-09-03,"BTC",4399.93,4469.14,4351.03,4384.15,120956.3,"2017-09-03 15:00:00"
2017-09-03,"BTC",4384.15,4475.7,4345.01,4459.11,97119.91,"2017-09-03 16:00:00"
2017-09-03,"BTC",4459.11,4529.44,4459.1,4476.13,97755.89,"2017-09-03 17:00:00"
2017-09-03,"BTC",4476.13,4522.45,4425.46,4482.04,167595.75,"2017-09-03 18:00:00"
2017-09-03,"BTC",4482.04,4530,4460.06,4529,103935.54,"2017-09-03 19:00:00"
2017-09-03,"BTC",4529,4550,4496.19,4505.18,123679.22,"2017-09-03 20:00:00"
2017-09-03,"BTC",4505.18,4549,4445.15,4549,82043.54,"2017-09-03 21:00:00"
2017-09-03,"BTC",4549,4583.84,4492.73,4521.19,87602.25,"2017-09-03 22:00:00"
2017-09-03,"BTC",4521.19,4574.99,4496.52,4509.08,56145.87,"2017-09-03 23:00:00"
2017-09-03,"BTC",4486,4511,4415.05,4510.99,96416.21,"2017-09-04 00:00:00"
2017-09-04,"BTC",4438.11,4460.13,4411.8,4411.81,66776.83,"2017-09-04 01:00:00"
2017-09-04,"BTC",4411.81,4448.03,4406,4408,118451.89,"2017-09-04 02:00:00"
2017-09-04,"BTC",4408,4426.67,4340.5,4340.51,83449.12,"2017-09-04 03:00:00"
2017-09-04,"BTC",4340.51,4460.12,4340.51,4409.65,179168.7,"2017-09-04 04:00:00"
2017-09-04,"BTC",4409.65,4467,4394.97,4402,168320.16,"2017-09-04 05:00:00"
2017-09-04,"BTC",4402,4466.89,4396.43,4459.77,119176.06,"2017-09-04 06:00:00"
2017-09-04,"BTC",4459.77,4493.15,4052,4186.96,607581.21,"2017-09-04 07:00:00"
2017-09-04,"BTC",4186.96,4390,4075,4351.95,739009.79,"2017-09-04 08:00:00"
2017-09-04,"BTC",4351.95,4384.14,4274.23,4336.42,355745.61,"2017-09-04 09:00:00"
2017-09-04,"BTC",4336.42,4437.68,4303.06,4349.23,320525.57,"2017-09-04 10:00:00"
2017-09-04,"BTC",4349.23,4352.58,4114.33,4153,439081.65,"2017-09-04 11:00:00"
2017-09-04,"BTC",4509.08,4527.49,4431.44,4438.11,80320.29,"2017-09-04 12:00:00"
2017-09-04,"BTC",4106.81,4311.14,4106.81,4275.19,233118.19,"2017-09-04 13:00:00"
2017-09-04,"BTC",4275.19,4275.19,4112.27,4120.01,285679.9,"2017-09-04 14:00:00"
2017-09-04,"BTC",4120.01,4171,4014.76,4015.03,332043.49,"2017-09-04 15:00:00"
2017-09-04,"BTC",4015.03,4115.05,4014.76,4014.83,200809.66,"2017-09-04 16:00:00"
2017-09-04,"BTC",4014.83,4046.37,3972.52,3972.53,146638.06,"2017-09-04 17:00:00"
2017-09-04,"BTC",3972.53,4149.98,3972.51,4115.03,114691.67,"2017-09-04 18:00:00"
2017-09-04,"BTC",4115.03,4224.99,4100.03,4203.67,135210.63,"2017-09-04 19:00:00"
2017-09-04,"BTC",4203.67,4210,4121.02,4197.24,91105.49,"2017-09-04 20:00:00"
2017-09-04,"BTC",4197.24,4300.95,4190.15,4258.4,173792.25,"2017-09-04 21:00:00"
2017-09-04,"BTC",4258.4,4258.4,4131.88,4131.88,140349.08,"2017-09-04 22:00:00"
2017-09-04,"BTC",4131.88,4174,4100.11,4100.11,173407.48,"2017-09-04 23:00:00"
2017-09-04,"BTC",4153,4200.01,4106.81,4106.81,246092.82,"2017-09-05 00:00:00"
2017-09-05,"BTC",3999.99,4121.33,3620,3620,351448.73,"2017-09-05 01:00:00"
2017-09-05,"BTC",3620,4054.15,3603,4054.11,194378.33,"2017-09-05 02:00:00"
2017-09-05,"BTC",4054.11,4071.83,3943.11,3988.04,228003.15,"2017-09-05 03:00:00"
2017-09-05,"BTC",3988.04,4070.38,3943.1,4038.01,145638.37,"2017-09-05 04:00:00"
2017-09-05,"BTC",4038.01,4044.46,3943.12,3960.01,208521.12,"2017-09-05 05:00:00"
2017-09-05,"BTC",3960.01,4058.27,3960.01,4013.46,222978.72,"2017-09-05 06:00:00"
2017-09-05,"BTC",4013.46,4190.4,4013.46,4190.4,251506.04,"2017-09-05 07:00:00"
2017-09-05,"BTC",4190.4,4217.23,4084.74,4086.8,357775.85,"2017-09-05 08:00:00"
2017-09-05,"BTC",4086.8,4123,4050,4120.05,267336.77,"2017-09-05 09:00:00"
2017-09-05,"BTC",4120.05,4188.63,4096.07,4169.76,82610.3,"2017-09-05 10:00:00"
2017-09-05,"BTC",4169.76,4248.6,4136.87,4246.82,186545.82,"2017-09-05 11:00:00"
2017-09-05,"BTC",4100.11,4116.08,3901.02,3999.99,288482.89,"2017-09-05 12:00:00"
2017-09-05,"BTC",4221.83,4277.02,4192.29,4261.04,168984.7,"2017-09-05 13:00:00"
2017-09-05,"BTC",4261.04,4298,4192.3,4229,302641.52,"2017-09-05 14:00:00"
2017-09-05,"BTC",4229,4242.06,4116.65,4151,226892.24,"2017-09-05 15:00:00"
2017-09-05,"BTC",4151,4219.68,4096.06,4142.69,125982.24,"2017-09-05 16:00:00"
2017-09-05,"BTC",4142.69,4337.7,4142.69,4322.47,101709.52,"2017-09-05 17:00:00"
2017-09-05,"BTC",4322.47,4430,4294,4390.14,142946.39,"2017-09-05 18:00:00"
2017-09-05,"BTC",4390.14,4459.55,4363.51,4442.48,132156.01,"2017-09-05 19:00:00"
2017-09-05,"BTC",4442.48,4444.02,4363.5,4431.61,177293.65,"2017-09-05 20:00:00"
2017-09-05,"BTC",4431.61,4445.72,4351.01,4374.43,126909.63,"2017-09-05 21:00:00"
2017-09-05,"BTC",4374.43,4430.89,4352.53,4423.46,150982.88,"2017-09-05 22:00:00"
2017-09-05,"BTC",4423.46,4484.99,4352.54,4366.47,135164.07,"2017-09-05 23:00:00"
2017-09-05,"BTC",4246.82,4297.63,4220.98,4221.83,286259.27,"2017-09-06 00:00:00"
2017-09-06,"BTC",4442.05,4521.18,4415.15,4502.83,197891.97,"2017-09-06 01:00:00"
2017-09-06,"BTC",4502.83,4522.81,4444.24,4446,274745.48,"2017-09-06 02:00:00"
2017-09-06,"BTC",4446,4479.95,4414.25,4430.02,152269.75,"2017-09-06 03:00:00"
2017-09-06,"BTC",4430.02,4466.09,4365.73,4388.48,145393.9,"2017-09-06 04:00:00"
2017-09-06,"BTC",4388.48,4437.29,4335.26,4416.17,200979.25,"2017-09-06 05:00:00"
2017-09-06,"BTC",4416.17,4422.36,4335.26,4385.51,132174.68,"2017-09-06 06:00:00"
2017-09-06,"BTC",4385.51,4505.96,4364.93,4461.29,240649.51,"2017-09-06 07:00:00"
2017-09-06,"BTC",4461.29,4574.46,4461.29,4513.52,191328.39,"2017-09-06 08:00:00"
2017-09-06,"BTC",4513.52,4574.46,4487.01,4492.66,152109.43,"2017-09-06 09:00:00"
2017-09-06,"BTC",4492.66,4538.95,4469.82,4525.39,100893.27,"2017-09-06 10:00:00"
2017-09-06,"BTC",4525.39,4597.79,4485.01,4548.13,312512.72,"2017-09-06 11:00:00"
2017-09-06,"BTC",4366.47,4457.18,4365.73,4442.05,185765.23,"2017-09-06 12:00:00"
2017-09-06,"BTC",4527.04,4547.77,4422.28,4502.77,209569.07,"2017-09-06 13:00:00"
2017-09-06,"BTC",4502.77,4546.57,4466.2,4517.97,193072.74,"2017-09-06 14:00:00"
2017-09-06,"BTC",4517.97,4619.47,4488.33,4619.43,198912.68,"2017-09-06 15:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 16:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 17:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 18:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 19:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 20:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 21:00:00"
2017-09-06,"BTC",4619.43,4619.43,4619.43,4619.43,0,"2017-09-06 22:00:00"
2017-09-06,"BTC",4619.43,4662.87,4610,4619.77,70697.27,"2017-09-06 23:00:00"
2017-09-06,"BTC",4548.13,4594.9,4490.04,4527.04,541770.61,"2017-09-07 00:00:00"
2017-09-07,"BTC",4599.78,4599.78,4451.93,4453.01,65825.33,"2017-09-07 01:00:00"
2017-09-07,"BTC",4453.01,4527.1,4438.19,4499.95,131476.63,"2017-09-07 02:00:00"
2017-09-07,"BTC",4499.95,4572.47,4484.03,4484.03,149866.98,"2017-09-07 03:00:00"
2017-09-07,"BTC",4484.03,4549.52,4482,4541.17,82970.63,"2017-09-07 04:00:00"
2017-09-07,"BTC",4541.17,4561.9,4511.97,4519.48,89133.18,"2017-09-07 05:00:00"
2017-09-07,"BTC",4519.48,4548.13,4498.39,4498.4,53840.77,"2017-09-07 06:00:00"
2017-09-07,"BTC",4498.4,4518.81,4452,4510.25,66319.24,"2017-09-07 07:00:00"
2017-09-07,"BTC",4510.25,4561.9,4458,4531.07,94506.5,"2017-09-07 08:00:00"
2017-09-07,"BTC",4531.07,4589.99,4511.9,4571.66,81492.5,"2017-09-07 09:00:00"
2017-09-07,"BTC",4571.66,4608.43,4557.89,4589.4,122007.98,"2017-09-07 10:00:00"
2017-09-07,"BTC",4589.4,4649.92,4574.01,4613.94,112357.69,"2017-09-07 11:00:00"
2017-09-07,"BTC",4619.77,4661.93,4538.1,4599.78,28779.6,"2017-09-07 12:00:00"
2017-09-07,"BTC",4674,4723.32,4665,4710,150343.47,"2017-09-07 13:00:00"
2017-09-07,"BTC",4710,4743.49,4642.84,4669.81,169282.43,"2017-09-07 14:00:00"
2017-09-07,"BTC",4669.81,4759.25,4642.98,4755,90879.18,"2017-09-07 15:00:00"
2017-09-07,"BTC",4755,4788.59,4672.35,4705.03,117720.22,"2017-09-07 16:00:00"
2017-09-07,"BTC",4705.03,4771.98,4680.01,4702.06,52129.68,"2017-09-07 17:00:00"
2017-09-07,"BTC",4702.06,4727.93,4688,4713.67,38059.34,"2017-09-07 18:00:00"
2017-09-07,"BTC",4713.67,4759.99,4680.01,4754.21,34329.5,"2017-09-07 19:00:00"
2017-09-07,"BTC",4754.21,4754.21,4620,4620,60191.51,"2017-09-07 20:00:00"
2017-09-07,"BTC",4620,4641.13,4586.13,4641.13,47275.6,"2017-09-07 21:00:00"
2017-09-07,"BTC",4641.13,4752.12,4609.04,4670.45,38103.92,"2017-09-07 22:00:00"
2017-09-07,"BTC",4670.45,4737.21,4670.45,4691.61,28767.92,"2017-09-07 23:00:00"
2017-09-07,"BTC",4613.94,4705.53,4587.65,4674,314005.12,"2017-09-08 00:00:00"
2017-09-08,"BTC",4614.49,4636.79,4587.03,4601.01,29070.18,"2017-09-08 01:00:00"
2017-09-08,"BTC",4601.01,4653.49,4601.01,4640.97,15960.01,"2017-09-08 02:00:00"
2017-09-08,"BTC",4640.97,4641.99,4605.02,4605.05,58109.43,"2017-09-08 03:00:00"
2017-09-08,"BTC",4605.05,4633.47,4605.03,4605.03,30418.02,"2017-09-08 04:00:00"
2017-09-08,"BTC",4605.03,4630.7,4605.02,4622,41120.49,"2017-09-08 05:00:00"
2017-09-08,"BTC",4622,4630.66,4587.08,4609.46,81773.96,"2017-09-08 06:00:00"
2017-09-08,"BTC",4609.46,4630.7,4609.46,4619.01,53561.02,"2017-09-08 07:00:00"
2017-09-08,"BTC",4619.01,4683.77,4619.01,4683.77,40677.57,"2017-09-08 08:00:00"
2017-09-08,"BTC",4683.77,4699.77,4646.91,4660.72,47529.66,"2017-09-08 09:00:00"
2017-09-08,"BTC",4660.72,4660.75,4611.48,4659.99,38382.68,"2017-09-08 10:00:00"
2017-09-08,"BTC",4659.99,4660,4626.23,4647.53,41261.68,"2017-09-08 11:00:00"
2017-09-08,"BTC",4691.61,4735.39,4586.13,4614.49,109109.05,"2017-09-08 12:00:00"
2017-09-08,"BTC",4647.01,4655.69,4298.39,4353.05,524479.06,"2017-09-08 13:00:00"
2017-09-08,"BTC",4353.05,4398.6,4028.93,4238.12,1095993.34,"2017-09-08 14:00:00"
2017-09-08,"BTC",4238.12,4375.6,4135.87,4348.65,407093.22,"2017-09-08 15:00:00"
2017-09-08,"BTC",4348.65,4396.49,4259.63,4267.01,343350.4,"2017-09-08 16:00:00"
2017-09-08,"BTC",4267.01,4332.23,4202.35,4238,204613.98,"2017-09-08 17:00:00"
2017-09-08,"BTC",4238,4301.39,4234.27,4277.17,196082.89,"2017-09-08 18:00:00"
2017-09-08,"BTC",4277.17,4284.6,4190,4190.01,167188.38,"2017-09-08 19:00:00"
2017-09-08,"BTC",4190.01,4216.8,4117.72,4183.75,533730.12,"2017-09-08 20:00:00"
2017-09-08,"BTC",4183.75,4206,4060,4158.32,304911.18,"2017-09-08 21:00:00"
2017-09-08,"BTC",4158.32,4286,4144.59,4285.99,192545.6,"2017-09-08 22:00:00"
2017-09-08,"BTC",4285.99,4334.15,4259.89,4282.8,160860.89,"2017-09-08 23:00:00"
2017-09-08,"BTC",4647.53,4690.83,4647,4647.01,46183.12,"2017-09-09 00:00:00"
2017-09-09,"BTC",4261.94,4280,4171.5,4180.1,164383.5,"2017-09-09 01:00:00"
2017-09-09,"BTC",4180.1,4270.65,4150.06,4230,270276.55,"2017-09-09 02:00:00"
2017-09-09,"BTC",4230,4306,4215,4242.01,150859.99,"2017-09-09 03:00:00"
2017-09-09,"BTC",4242.01,4267.06,4200.02,4250,102561.83,"2017-09-09 04:00:00"
2017-09-09,"BTC",4250,4426.62,4250,4385.26,247840.47,"2017-09-09 05:00:00"
2017-09-09,"BTC",4385.26,4400.6,4322.7,4342.99,88908.19,"2017-09-09 06:00:00"
2017-09-09,"BTC",4342.99,4361.99,4306,4321.52,76548.97,"2017-09-09 07:00:00"
2017-09-09,"BTC",4321.52,4345.38,4292.01,4292.02,25357.77,"2017-09-09 08:00:00"
2017-09-09,"BTC",4292.02,4337,4262.75,4311.71,79280.01,"2017-09-09 09:00:00"
2017-09-09,"BTC",4311.71,4336.79,4282.07,4282.07,76269.04,"2017-09-09 10:00:00"
2017-09-09,"BTC",4282.07,4337,4282.07,4327.63,76401.28,"2017-09-09 11:00:00"
2017-09-09,"BTC",4282.8,4338.28,4235.6,4261.94,277712.39,"2017-09-09 12:00:00"
2017-09-09,"BTC",4326.8,4400.6,4262.75,4300.16,185166.16,"2017-09-09 13:00:00"
2017-09-09,"BTC",4300.16,4309.99,4245.94,4286.77,106297.54,"2017-09-09 14:00:00"
2017-09-09,"BTC",4286.77,4305.6,4275.62,4276,128055.09,"2017-09-09 15:00:00"
2017-09-09,"BTC",4276,4281.32,4258.49,4258.49,95106.19,"2017-09-09 16:00:00"
2017-09-09,"BTC",4258.49,4269.23,4210.01,4220.38,68327.95,"2017-09-09 17:00:00"
2017-09-09,"BTC",4220.38,4233.74,4159.64,4191.78,131653.69,"2017-09-09 18:00:00"
2017-09-09,"BTC",4191.78,4276.31,4182.92,4253.7,129401.42,"2017-09-09 19:00:00"
2017-09-09,"BTC",4253.7,4275.44,4253.7,4267.86,47511.41,"2017-09-09 20:00:00"
2017-09-09,"BTC",4267.86,4273.2,4253.69,4256.5,38578.88,"2017-09-09 21:00:00"
2017-09-09,"BTC",4256.5,4300,4241.25,4273.03,77117.49,"2017-09-09 22:00:00"
2017-09-09,"BTC",4273.03,4299.98,4258.8,4258.81,52384.2,"2017-09-09 23:00:00"
2017-09-09,"BTC",4327.63,4382.32,4326.74,4326.8,118560.36,"2017-09-10 00:00:00"
2017-09-10,"BTC",4239,4260,4228.08,4230,58508.17,"2017-09-10 01:00:00"
2017-09-10,"BTC",4230,4249.39,4110.09,4130.01,102996.41,"2017-09-10 02:00:00"
2017-09-10,"BTC",4130.01,4166,4087.62,4144,206841.95,"2017-09-10 03:00:00"
2017-09-10,"BTC",4144,4149,4111.69,4119.11,89208.14,"2017-09-10 04:00:00"
2017-09-10,"BTC",4119.11,4125.99,4027.28,4054.97,305108.46,"2017-09-10 05:00:00"
2017-09-10,"BTC",4054.97,4054.97,3810.05,3810.05,233997.65,"2017-09-10 06:00:00"
2017-09-10,"BTC",3810.05,4009.84,3801,3988.95,196958.16,"2017-09-10 07:00:00"
2017-09-10,"BTC",3988.95,4100,3963,4006.2,148110.05,"2017-09-10 08:00:00"
2017-09-10,"BTC",4006.2,4082.99,4006.2,4007.01,54113.54,"2017-09-10 09:00:00"
2017-09-10,"BTC",4007.01,4018,3925,4002.67,67965.64,"2017-09-10 10:00:00"
2017-09-10,"BTC",4002.67,4098.79,3900.05,4098.79,156108.03,"2017-09-10 11:00:00"
2017-09-10,"BTC",4258.81,4279.7,4222.26,4239,36354.63,"2017-09-10 12:00:00"
2017-09-10,"BTC",4059.99,4108.31,4043.17,4108.31,84845.87,"2017-09-10 13:00:00"
2017-09-10,"BTC",4108.31,4132,4072.47,4111,116191.98,"2017-09-10 14:00:00"
2017-09-10,"BTC",4111,4135.48,4094.93,4094.93,52519.6,"2017-09-10 15:00:00"
2017-09-10,"BTC",4094.93,4129.88,4072.45,4129.88,83673.4,"2017-09-10 16:00:00"
2017-09-10,"BTC",4129.88,4283,4115.15,4247.07,229413.8,"2017-09-10 17:00:00"
2017-09-10,"BTC",4247.07,4282.57,4207.27,4237.66,73839.29,"2017-09-10 18:00:00"
2017-09-10,"BTC",4237.66,4277.86,4209.02,4274.32,50536.92,"2017-09-10 19:00:00"
2017-09-10,"BTC",4274.32,4274.32,4213.59,4234.01,41476.06,"2017-09-10 20:00:00"
2017-09-10,"BTC",4234.01,4241.47,4196.2,4196.2,54786.1,"2017-09-10 21:00:00"
2017-09-10,"BTC",4196.2,4266.05,4186.87,4239.74,56085.34,"2017-09-10 22:00:00"
2017-09-10,"BTC",4239.74,4239.74,4100,4130.37,78787.37,"2017-09-10 23:00:00"
2017-09-10,"BTC",4098.79,4100,4050.01,4059.99,74791.64,"2017-09-11 00:00:00"
2017-09-11,"BTC",4111.1,4288,4109.51,4260,143777.44,"2017-09-11 01:00:00"
2017-09-11,"BTC",4260,4291.98,4193.41,4272.41,228396.84,"2017-09-11 02:00:00"
2017-09-11,"BTC",4272.41,4334.43,4172.01,4312.05,507370.31,"2017-09-11 03:00:00"
2017-09-11,"BTC",4312.05,4325.99,4128.98,4169.02,352583.58,"2017-09-11 04:00:00"
2017-09-11,"BTC",4169.02,4228.38,4101.32,4162.01,169803.3,"2017-09-11 05:00:00"
2017-09-11,"BTC",4162.01,4244.99,4115.05,4165,175500.17,"2017-09-11 06:00:00"
2017-09-11,"BTC",4165,4201.01,4165,4178.73,71827.97,"2017-09-11 07:00:00"
2017-09-11,"BTC",4178.73,4190.96,4115.39,4166.62,75114.61,"2017-09-11 08:00:00"
2017-09-11,"BTC",4166.62,4198.04,4157.01,4159.7,43162.05,"2017-09-11 09:00:00"
2017-09-11,"BTC",4159.7,4221.63,4159.7,4176.24,80371.17,"2017-09-11 10:00:00"
2017-09-11,"BTC",4176.24,4220.33,4162.16,4191.53,89562.43,"2017-09-11 11:00:00"
2017-09-11,"BTC",4130.37,4176.9,4098.91,4111.1,101867.01,"2017-09-11 12:00:00"
2017-09-11,"BTC",4198.99,4307.54,4188.81,4260.41,84511.72,"2017-09-11 13:00:00"
2017-09-11,"BTC",4260.41,4313.18,4250,4256.02,130403.46,"2017-09-11 14:00:00"
2017-09-11,"BTC",4256.02,4269.23,4221.64,4251.29,112130.12,"2017-09-11 15:00:00"
2017-09-11,"BTC",4251.29,4280,4221.65,4251.03,89072.75,"2017-09-11 16:00:00"
2017-09-11,"BTC",4251.03,4261.22,4199.06,4200,48375.22,"2017-09-11 17:00:00"
2017-09-11,"BTC",4200,4233.86,4200,4202.68,36078.61,"2017-09-11 18:00:00"
2017-09-11,"BTC",4202.68,4233.79,4158.84,4182.27,191684.78,"2017-09-11 19:00:00"
2017-09-11,"BTC",4182.27,4188,4158.85,4164.52,39143.78,"2017-09-11 20:00:00"
2017-09-11,"BTC",4164.52,4188,4159.16,4171.51,22666.89,"2017-09-11 21:00:00"
2017-09-11,"BTC",4171.51,4211.57,4171.51,4211.07,31585.45,"2017-09-11 22:00:00"
2017-09-11,"BTC",4211.07,4225,4199.01,4208.47,32671.17,"2017-09-11 23:00:00"
2017-09-11,"BTC",4191.53,4206.77,4174.97,4198.99,38073.06,"2017-09-12 00:00:00"
2017-09-12,"BTC",4241.8,4278.89,4236.97,4236.97,105437.49,"2017-09-12 01:00:00"
2017-09-12,"BTC",4236.97,4305.01,4213.6,4269.13,165592.54,"2017-09-12 02:00:00"
2017-09-12,"BTC",4269.13,4299.61,4258.19,4294.25,72097.56,"2017-09-12 03:00:00"
2017-09-12,"BTC",4294.25,4329,4279.77,4296.18,134591.6,"2017-09-12 04:00:00"
2017-09-12,"BTC",4296.18,4329,4296.18,4325,94817.71,"2017-09-12 05:00:00"
2017-09-12,"BTC",4325,4378.51,4325,4366,140281.41,"2017-09-12 06:00:00"
2017-09-12,"BTC",4366,4394.59,4329.5,4361,292498.88,"2017-09-12 07:00:00"
2017-09-12,"BTC",4361,4373.67,4228.5,4293.15,208182.78,"2017-09-12 08:00:00"
2017-09-12,"BTC",4293.15,4329.79,4280.01,4322.36,84888.93,"2017-09-12 09:00:00"
2017-09-12,"BTC",4322.36,4330,4298.41,4330,74555.48,"2017-09-12 10:00:00"
2017-09-12,"BTC",4330,4361.99,4330,4340.1,53420.39,"2017-09-12 11:00:00"
2017-09-12,"BTC",4208.47,4245,4201.9,4241.8,41883.66,"2017-09-12 12:00:00"
2017-09-12,"BTC",4314.81,4314.81,4234,4259.44,334562.75,"2017-09-12 13:00:00"
2017-09-12,"BTC",4259.44,4282.7,4230,4273.01,329447.32,"2017-09-12 14:00:00"
2017-09-12,"BTC",4273.01,4279,4240.01,4258.72,81260.29,"2017-09-12 15:00:00"
2017-09-12,"BTC",4258.72,4279.99,4213.86,4279.99,178923.86,"2017-09-12 16:00:00"
2017-09-12,"BTC",4279.99,4280,4200,4201,89656.99,"2017-09-12 17:00:00"
2017-09-12,"BTC",4201,4202,4040.8,4094.25,636404.96,"2017-09-12 18:00:00"
2017-09-12,"BTC",4094.25,4180,4076.35,4165.5,272894.96,"2017-09-12 19:00:00"
2017-09-12,"BTC",4165.5,4165.5,4119.52,4150.12,38929.53,"2017-09-12 20:00:00"
2017-09-12,"BTC",4150.12,4202.53,4146.13,4186.22,79214.36,"2017-09-12 21:00:00"
2017-09-12,"BTC",4186.22,4193.47,4167.74,4178.52,42347.68,"2017-09-12 22:00:00"
2017-09-12,"BTC",4178.52,4179.5,4101.69,4163.72,88511.9,"2017-09-12 23:00:00"
2017-09-12,"BTC",4340.1,4345.92,4298,4314.81,60386.2,"2017-09-13 00:00:00"
2017-09-13,"BTC",4128.97,4129.99,4088.22,4094.18,55807.72,"2017-09-13 01:00:00"
2017-09-13,"BTC",4094.18,4094.18,4023,4023,191475.35,"2017-09-13 02:00:00"
2017-09-13,"BTC",4023,4059.98,3916,3936.84,360235.03,"2017-09-13 03:00:00"
2017-09-13,"BTC",3936.84,3957.94,3796.8,3944.93,413425.09,"2017-09-13 04:00:00"
2017-09-13,"BTC",3944.93,3957.98,3897.28,3939.9,106225.05,"2017-09-13 05:00:00"
2017-09-13,"BTC",3939.9,3977.96,3923.91,3949.82,98061.13,"2017-09-13 06:00:00"
2017-09-13,"BTC",3949.82,3991.01,3874.01,3933.76,131580.68,"2017-09-13 07:00:00"
2017-09-13,"BTC",3933.76,3945.01,3866.01,3938.24,77922.13,"2017-09-13 08:00:00"
2017-09-13,"BTC",3938.24,3970,3867.5,3965.91,96816.97,"2017-09-13 09:00:00"
2017-09-13,"BTC",3965.91,3965.91,3820.02,3820.02,211768.18,"2017-09-13 10:00:00"
