"date","symbol","exchange","price_usd","daily_open_usd","daily_high_usd","daily_low_usd","volume","change_percent","date_time_utc","pk_dummy","pkey"
"2020-02-12","EOS","HitBTC","53489","52537","54584","52516",958,1.96,"2020-02-12 00:00:00","2020-02-12 00","2020-02-12 00EOS"
"2020-02-11","EOS","HitBTC","52460","49019","52987","47988",1026,7.1,"2020-02-11 00:00:00","2020-02-11 00","2020-02-11 00EOS"
"2020-02-10","EOS","HitBTC","48984","50116","50306","47385",1077,-2.24,"2020-02-10 00:00:00","2020-02-10 00","2020-02-10 00EOS"
"2020-02-09","EOS","HitBTC","50104","47611","50439","47611",1157,5.23,"2020-02-09 00:00:00","2020-02-09 00","2020-02-09 00EOS"
"2020-02-08","EOS","HitBTC","47611","45919","48477","44305",1149,3.59,"2020-02-08 00:00:00","2020-02-08 00","2020-02-08 00EOS"
"2020-02-07","EOS","HitBTC","45964","46015","46990","45269",1037,-0.09,"2020-02-07 00:00:00","2020-02-07 00","2020-02-07 00EOS"
"2020-02-06","EOS","HitBTC","46003","45313","46667","44534",1259,1.52,"2020-02-06 00:00:00","2020-02-06 00","2020-02-06 00EOS"
"2020-02-05","EOS","HitBTC","45314","42255","45859","41769",1010,7.24,"2020-02-05 00:00:00","2020-02-05 00","2020-02-05 00EOS"
"2020-02-04","EOS","HitBTC","42255","42060","42734","40642",904,0.61,"2020-02-04 00:00:00","2020-02-04 00","2020-02-04 00EOS"
"2020-02-03","EOS","HitBTC","41999","42115","43700","41400",809,-0.27,"2020-02-03 00:00:00","2020-02-03 00","2020-02-03 00EOS"
"2020-02-02","EOS","HitBTC","42111","41526","43237","40459",771,1.41,"2020-02-02 00:00:00","2020-02-02 00","2020-02-02 00EOS"
"2020-02-01","EOS","HitBTC","41526","41448","42614","40687",924,0.12,"2020-02-01 00:00:00","2020-02-01 00","2020-02-01 00EOS"
"2020-01-31","EOS","HitBTC","41477","43229","43684","40249",1731,-4.09,"2020-01-31 00:00:00","2020-01-31 00","2020-01-31 00EOS"
"2020-01-30","EOS","HitBTC","43247","39665","43992","38929",1798,8.83,"2020-01-30 00:00:00","2020-01-30 00","2020-01-30 00EOS"
"2020-01-29","EOS","HitBTC","39737","40353","41104","39611",1392,-1.61,"2020-01-29 00:00:00","2020-01-29 00","2020-01-29 00EOS"
"2020-01-28","EOS","HitBTC","40387","39656","41261","38894",1918,1.88,"2020-01-28 00:00:00","2020-01-28 00","2020-01-28 00EOS"
"2020-01-27","EOS","HitBTC","39643","36504","40540","36466",1669,8.65,"2020-01-27 00:00:00","2020-01-27 00","2020-01-27 00EOS"
"2020-01-26","EOS","HitBTC","36488","34642","36632","34366",933,4.13,"2020-01-26 00:00:00","2020-01-26 00","2020-01-26 00EOS"
"2020-01-25","EOS","HitBTC","35042","36338","36338","35042",1187,-3.57,"2020-01-25 00:00:00","2020-01-25 00","2020-01-25 00EOS"
"2020-01-24","EOS","HitBTC","36338","35740","37020","33553",1347,1.72,"2020-01-24 00:00:00","2020-01-24 00","2020-01-24 00EOS"
"2020-01-23","EOS","HitBTC","35724","36551","36551","35001",1092,-2.22,"2020-01-23 00:00:00","2020-01-23 00","2020-01-23 00EOS"
"2020-01-22","EOS","HitBTC","36536","36570","37413","35923",927,-0.09,"2020-01-22 00:00:00","2020-01-22 00","2020-01-22 00EOS"
"2020-01-21","EOS","HitBTC","36570","36212","36851","35578",1126,1.1,"2020-01-21 00:00:00","2020-01-21 00","2020-01-21 00EOS"
"2020-01-20","EOS","HitBTC","36172","36126","36995","34922",1605,0.06,"2020-01-20 00:00:00","2020-01-20 00","2020-01-20 00EOS"
"2020-01-19","EOS","HitBTC","36150","38033","39417","34451",2149,-5.07,"2020-01-19 00:00:00","2020-01-19 00","2020-01-19 00EOS"
"2020-01-18","EOS","HitBTC","38082","38999","40054","37100",2682,-2.7,"2020-01-18 00:00:00","2020-01-18 00","2020-01-18 00EOS"
"2020-01-17","EOS","HitBTC","39140","38405","40663","37649",2844,2.01,"2020-01-17 00:00:00","2020-01-17 00","2020-01-17 00EOS"
"2020-01-16","EOS","HitBTC","38367","37796","39555","35402",2471,1.78,"2020-01-16 00:00:00","2020-01-16 00","2020-01-16 00EOS"
"2020-01-15","EOS","HitBTC","37698","37840","39475","35755",3862,-1.18,"2020-01-15 00:00:00","2020-01-15 00","2020-01-15 00EOS"
"2020-01-14","EOS","HitBTC","38150","31050","40223","31050",2859,22.87,"2020-01-14 00:00:00","2020-01-14 00","2020-01-14 00EOS"
"2020-01-13","EOS","HitBTC","31050","32014","32091","30661",1053,-3.32,"2020-01-13 00:00:00","2020-01-13 00","2020-01-13 00EOS"
"2020-01-12","EOS","HitBTC","32115","29887","32128","29353",1342,7.2,"2020-01-12 00:00:00","2020-01-12 00","2020-01-12 00EOS"
"2020-01-11","EOS","HitBTC","29958","29865","31296","29380",1847,0.32,"2020-01-11 00:00:00","2020-01-11 00","2020-01-11 00EOS"
"2020-01-10","EOS","HitBTC","29864","27425","30028","26547",1377,8.8,"2020-01-10 00:00:00","2020-01-10 00","2020-01-10 00EOS"
"2020-01-09","EOS","HitBTC","27449","27755","27983","26958",1363,-1.09,"2020-01-09 00:00:00","2020-01-09 00","2020-01-09 00EOS"
"2020-01-08","EOS","HitBTC","27751","28492","29643","27209",1465,-2.6,"2020-01-08 00:00:00","2020-01-08 00","2020-01-08 00EOS"
"2020-01-07","EOS","HitBTC","28492","28498","28834","27591",1362,0,"2020-01-07 00:00:00","2020-01-07 00","2020-01-07 00EOS"
"2020-01-06","EOS","HitBTC","28492","26853","28590","26803",1110,6.08,"2020-01-06 00:00:00","2020-01-06 00","2020-01-06 00EOS"
"2020-01-05","EOS","HitBTC","26859","26495","27723","26495",680,1.37,"2020-01-05 00:00:00","2020-01-05 00","2020-01-05 00EOS"
"2020-01-04","EOS","HitBTC","26495","26400","26605","26189",772,0.48,"2020-01-04 00:00:00","2020-01-04 00","2020-01-04 00EOS"
"2020-01-03","EOS","HitBTC","26367","24591","26594","24324",1045,7.24,"2020-01-03 00:00:00","2020-01-03 00","2020-01-03 00EOS"
"2020-01-02","EOS","HitBTC","24587","26036","26096","24288",649,-5.59,"2020-01-02 00:00:00","2020-01-02 00","2020-01-02 00EOS"
"2020-01-01","EOS","HitBTC","26043","25876","26381","25770",481,0.65,"2020-01-01 00:00:00","2020-01-01 00","2020-01-01 00EOS"
"2019-12-31","EOS","HitBTC","25876","26233","26502","25677",695,-1.45,"2019-12-31 00:00:00","2019-12-31 00","2019-12-31 00EOS"
"2019-12-30","EOS","HitBTC","26258","26852","27183","26038",628,-2.23,"2019-12-30 00:00:00","2019-12-30 00","2019-12-30 00EOS"
"2019-12-29","EOS","HitBTC","26856","26270","27130","26154",711,2.17,"2019-12-29 00:00:00","2019-12-29 00","2019-12-29 00EOS"
"2019-12-28","EOS","HitBTC","26285","25670","26661","25670",839,2.4,"2019-12-28 00:00:00","2019-12-28 00","2019-12-28 00EOS"
"2019-12-27","EOS","HitBTC","25670","25165","25889","25080",809,1.95,"2019-12-27 00:00:00","2019-12-27 00","2019-12-27 00EOS"
"2019-12-26","EOS","HitBTC","25179","24797","26300","24647",812,1.54,"2019-12-26 00:00:00","2019-12-26 00","2019-12-26 00EOS"
"2019-12-25","EOS","HitBTC","24797","25417","25470","24579",779,-2.46,"2019-12-25 00:00:00","2019-12-25 00","2019-12-25 00EOS"
"2019-12-24","EOS","HitBTC","25423","25130","25711","24792",1045,1.16,"2019-12-24 00:00:00","2019-12-24 00","2019-12-24 00EOS"
"2019-12-23","EOS","HitBTC","25132","25350","26005","24965",913,-0.83,"2019-12-23 00:00:00","2019-12-23 00","2019-12-23 00EOS"
"2019-12-22","EOS","HitBTC","25344","24400","25473","24363",529,3.87,"2019-12-22 00:00:00","2019-12-22 00","2019-12-22 00EOS"
"2019-12-21","EOS","HitBTC","24400","24867","24867","24304",535,-1.84,"2019-12-21 00:00:00","2019-12-21 00","2019-12-21 00EOS"
"2019-12-20","EOS","HitBTC","24858","24507","25431","24201",797,1.49,"2019-12-20 00:00:00","2019-12-20 00","2019-12-20 00EOS"
"2019-12-19","EOS","HitBTC","24494","24586","24968","24002",1580,-0.29,"2019-12-19 00:00:00","2019-12-19 00","2019-12-19 00EOS"
"2019-12-18","EOS","HitBTC","24565","21950","25100","21653",2236,11.91,"2019-12-18 00:00:00","2019-12-18 00","2019-12-18 00EOS"
"2019-12-17","EOS","HitBTC","21950","23711","23711","21645",1585,-7.43,"2019-12-17 00:00:00","2019-12-17 00","2019-12-17 00EOS"
"2019-12-16","EOS","HitBTC","23711","25623","25661","23006",1067,-7.46,"2019-12-16 00:00:00","2019-12-16 00","2019-12-16 00EOS"
"2019-12-15","EOS","HitBTC","25623","25689","25902","25392",511,-0.26,"2019-12-15 00:00:00","2019-12-15 00","2019-12-15 00EOS"
"2019-12-14","EOS","HitBTC","25689","26260","26299","25489",632,-2.15,"2019-12-14 00:00:00","2019-12-14 00","2019-12-14 00EOS"
"2019-12-13","EOS","HitBTC","26253","25826","26408","25712",672,1.66,"2019-12-13 00:00:00","2019-12-13 00","2019-12-13 00EOS"
"2019-12-12","EOS","HitBTC","25824","25754","26143","25131",709,0.25,"2019-12-12 00:00:00","2019-12-12 00","2019-12-12 00EOS"
"2019-12-11","EOS","HitBTC","25760","25966","26208","25478",712,-0.75,"2019-12-11 00:00:00","2019-12-11 00","2019-12-11 00EOS"
"2019-12-10","EOS","HitBTC","25954","26587","26657","25710",876,-2.38,"2019-12-10 00:00:00","2019-12-10 00","2019-12-10 00EOS"
"2019-12-09","EOS","HitBTC","26587","27399","27480","26115",737,-2.92,"2019-12-09 00:00:00","2019-12-09 00","2019-12-09 00EOS"
"2019-12-08","EOS","HitBTC","27387","27220","27610","26899",502,0.61,"2019-12-08 00:00:00","2019-12-08 00","2019-12-08 00EOS"
"2019-12-07","EOS","HitBTC","27220","27257","27543","27058",687,-0.32,"2019-12-07 00:00:00","2019-12-07 00","2019-12-07 00EOS"
"2019-12-06","EOS","HitBTC","27307","26818","27339","26615",764,1.82,"2019-12-06 00:00:00","2019-12-06 00","2019-12-06 00EOS"
"2019-12-05","EOS","HitBTC","26820","26230","27046","26167",1334,2.18,"2019-12-05 00:00:00","2019-12-05 00","2019-12-05 00EOS"
"2019-12-04","EOS","HitBTC","26246","26933","27390","25712",1358,-2.54,"2019-12-04 00:00:00","2019-12-04 00","2019-12-04 00EOS"
"2019-12-03","EOS","HitBTC","26931","26789","27388","26501",861,0.53,"2019-12-03 00:00:00","2019-12-03 00","2019-12-03 00EOS"
"2019-12-02","EOS","HitBTC","26789","27725","27912","26497",1218,-3.38,"2019-12-02 00:00:00","2019-12-02 00","2019-12-02 00EOS"
"2019-12-01","EOS","HitBTC","27725","27489","28509","26615",1078,0.86,"2019-12-01 00:00:00","2019-12-01 00","2019-12-01 00EOS"
"2019-11-30","EOS","HitBTC","27489","27908","28178","27145",1056,-1.55,"2019-11-30 00:00:00","2019-11-30 00","2019-11-30 00EOS"
"2019-11-29","EOS","HitBTC","27921","26234","28259","26185",957,6.43,"2019-11-29 00:00:00","2019-11-29 00","2019-11-29 00EOS"
"2019-11-28","EOS","HitBTC","26234","26772","26946","25954",1357,-2.01,"2019-11-28 00:00:00","2019-11-28 00","2019-11-28 00EOS"
"2019-11-27","EOS","HitBTC","26772","26082","27371","24848",1481,2.49,"2019-11-27 00:00:00","2019-11-27 00","2019-11-27 00EOS"
"2019-11-26","EOS","HitBTC","26123","25230","26340","25181",1953,3.54,"2019-11-26 00:00:00","2019-11-26 00","2019-11-26 00EOS"
"2019-11-25","EOS","HitBTC","25230","24112","26149","23351",2595,4.56,"2019-11-25 00:00:00","2019-11-25 00","2019-11-25 00EOS"
"2019-11-24","EOS","HitBTC","24129","26751","26818","23798",1338,-9.77,"2019-11-24 00:00:00","2019-11-24 00","2019-11-24 00EOS"
"2019-11-23","EOS","HitBTC","26741","26133","27055","25647",2097,2.25,"2019-11-23 00:00:00","2019-11-23 00","2019-11-23 00EOS"
"2019-11-22","EOS","HitBTC","26152","28036","28426","24562",2874,-6.81,"2019-11-22 00:00:00","2019-11-22 00","2019-11-22 00EOS"
"2019-11-21","EOS","HitBTC","28064","30792","31196","26984",1481,-8.86,"2019-11-21 00:00:00","2019-11-21 00","2019-11-21 00EOS"
"2019-11-20","EOS","HitBTC","30792","31192","31504","30505",996,-1.24,"2019-11-20 00:00:00","2019-11-20 00","2019-11-20 00EOS"
"2019-11-19","EOS","HitBTC","31178","31834","31949","30320",1132,-2.08,"2019-11-19 00:00:00","2019-11-19 00","2019-11-19 00EOS"
"2019-11-18","EOS","HitBTC","31841","33965","34030","30469",1126,-6.17,"2019-11-18 00:00:00","2019-11-18 00","2019-11-18 00EOS"
"2019-11-17","EOS","HitBTC","33933","33734","34366","33166",452,0.59,"2019-11-17 00:00:00","2019-11-17 00","2019-11-17 00EOS"
"2019-11-16","EOS","HitBTC","33734","33314","34005","33154",793,1.24,"2019-11-16 00:00:00","2019-11-16 00","2019-11-16 00EOS"
"2019-11-15","EOS","HitBTC","33322","33928","34950","32892",937,-1.79,"2019-11-15 00:00:00","2019-11-15 00","2019-11-15 00EOS"
"2019-11-14","EOS","HitBTC","33929","34675","34775","33398",581,-2.15,"2019-11-14 00:00:00","2019-11-14 00","2019-11-14 00EOS"
"2019-11-13","EOS","HitBTC","34676","34774","34900","34158",592,-0.28,"2019-11-13 00:00:00","2019-11-13 00","2019-11-13 00EOS"
"2019-11-12","EOS","HitBTC","34774","34350","35190","33953",870,1.15,"2019-11-12 00:00:00","2019-11-12 00","2019-11-12 00EOS"
"2019-11-11","EOS","HitBTC","34380","35859","35985","34107",865,-4.13,"2019-11-11 00:00:00","2019-11-11 00","2019-11-11 00EOS"
"2019-11-10","EOS","HitBTC","35863","34890","36572","34500",681,2.79,"2019-11-10 00:00:00","2019-11-10 00","2019-11-10 00EOS"
"2019-11-09","EOS","HitBTC","34890","34123","34984","34057",649,2.25,"2019-11-09 00:00:00","2019-11-09 00","2019-11-09 00EOS"
"2019-11-08","EOS","HitBTC","34123","34646","35468","33563",1392,-1.53,"2019-11-08 00:00:00","2019-11-08 00","2019-11-08 00EOS"
"2019-11-07","EOS","HitBTC","34655","36065","36341","34284",1060,-3.86,"2019-11-07 00:00:00","2019-11-07 00","2019-11-07 00EOS"
"2019-11-06","EOS","HitBTC","36047","36129","36735","35555",1240,-0.11,"2019-11-06 00:00:00","2019-11-06 00","2019-11-06 00EOS"
"2019-11-05","EOS","HitBTC","36087","34380","36815","34083",1636,4.94,"2019-11-05 00:00:00","2019-11-05 00","2019-11-05 00EOS"
"2019-11-04","EOS","HitBTC","34387","32699","34940","32384",916,5.26,"2019-11-04 00:00:00","2019-11-04 00","2019-11-04 00EOS"
"2019-11-03","EOS","HitBTC","32668","33203","33391","31900",673,-1.61,"2019-11-03 00:00:00","2019-11-03 00","2019-11-03 00EOS"
"2019-11-02","EOS","HitBTC","33203","33399","33774","32922",780,-0.59,"2019-11-02 00:00:00","2019-11-02 00","2019-11-02 00EOS"
"2019-11-01","EOS","HitBTC","33399","32540","33848","32033",752,2.68,"2019-11-01 00:00:00","2019-11-01 00","2019-11-01 00EOS"
"2019-10-31","EOS","HitBTC","32527","32698","33145","31696",1191,-0.52,"2019-10-31 00:00:00","2019-10-31 00","2019-10-31 00EOS"
"2019-10-30","EOS","HitBTC","32698","34002","34170","31943",1170,-3.78,"2019-10-30 00:00:00","2019-10-30 00","2019-10-30 00EOS"
"2019-10-29","EOS","HitBTC","33984","32791","34540","32772",1582,3.57,"2019-10-29 00:00:00","2019-10-29 00","2019-10-29 00EOS"
"2019-10-28","EOS","HitBTC","32812","33276","35402","32549",1751,-1.36,"2019-10-28 00:00:00","2019-10-28 00","2019-10-28 00EOS"
"2019-10-27","EOS","HitBTC","33265","31328","34770","30682",2502,6.17,"2019-10-27 00:00:00","2019-10-27 00","2019-10-27 00EOS"
"2019-10-26","EOS","HitBTC","31332","31783","35422","29970",3404,-1.42,"2019-10-26 00:00:00","2019-10-26 00","2019-10-26 00EOS"
"2019-10-25","EOS","HitBTC","31785","27206","33182","27168",1434,16.83,"2019-10-25 00:00:00","2019-10-25 00","2019-10-25 00EOS"
"2019-10-24","EOS","HitBTC","27206","27178","27771","26562",1036,0.16,"2019-10-24 00:00:00","2019-10-24 00","2019-10-24 00EOS"
"2019-10-23","EOS","HitBTC","27164","28952","29085","25411",1294,-6.18,"2019-10-23 00:00:00","2019-10-23 00","2019-10-23 00EOS"
"2019-10-22","EOS","HitBTC","28951","29238","30217","28565",915,-0.98,"2019-10-22 00:00:00","2019-10-22 00","2019-10-22 00EOS"
"2019-10-21","EOS","HitBTC","29239","29219","29645","28744",723,0.05,"2019-10-21 00:00:00","2019-10-21 00","2019-10-21 00EOS"
"2019-10-20","EOS","HitBTC","29224","28684","29370","28327",537,1.89,"2019-10-20 00:00:00","2019-10-20 00","2019-10-20 00EOS"
"2019-10-19","EOS","HitBTC","28682","28721","29164","28393",838,-0.34,"2019-10-19 00:00:00","2019-10-19 00","2019-10-19 00EOS"
"2019-10-18","EOS","HitBTC","28780","29492","29516","27349",695,-2.41,"2019-10-18 00:00:00","2019-10-18 00","2019-10-18 00EOS"
"2019-10-17","EOS","HitBTC","29492","29276","29599","28821",648,0.74,"2019-10-17 00:00:00","2019-10-17 00","2019-10-17 00EOS"
"2019-10-16","EOS","HitBTC","29276","29595","29842","28519",922,-1.16,"2019-10-16 00:00:00","2019-10-16 00","2019-10-16 00EOS"
"2019-10-15","EOS","HitBTC","29621","31601","31699","28400",702,-6.36,"2019-10-15 00:00:00","2019-10-15 00","2019-10-15 00EOS"
"2019-10-14","EOS","HitBTC","31633","31030","31944","30944",668,1.94,"2019-10-14 00:00:00","2019-10-14 00","2019-10-14 00EOS"
"2019-10-13","EOS","HitBTC","31032","30649","31354","30495",615,1.23,"2019-10-13 00:00:00","2019-10-13 00","2019-10-13 00EOS"
"2019-10-12","EOS","HitBTC","30654","30580","31388","30390",736,0.24,"2019-10-12 00:00:00","2019-10-12 00","2019-10-12 00EOS"
"2019-10-11","EOS","HitBTC","30581","31066","31893","30351",959,-1.55,"2019-10-11 00:00:00","2019-10-11 00","2019-10-11 00EOS"
"2019-10-10","EOS","HitBTC","31061","32349","32422","30355",1189,-4.14,"2019-10-10 00:00:00","2019-10-10 00","2019-10-10 00EOS"
"2019-10-09","EOS","HitBTC","32401","31608","33000","31129",1004,2.51,"2019-10-09 00:00:00","2019-10-09 00","2019-10-09 00EOS"
"2019-10-08","EOS","HitBTC","31608","31762","32436","31131",962,-0.63,"2019-10-08 00:00:00","2019-10-08 00","2019-10-08 00EOS"
"2019-10-07","EOS","HitBTC","31808","29021","32461","28958",1389,9.27,"2019-10-07 00:00:00","2019-10-07 00","2019-10-07 00EOS"
"2019-10-06","EOS","HitBTC","29109","29859","29945","28476",829,-2.51,"2019-10-06 00:00:00","2019-10-06 00","2019-10-06 00EOS"
"2019-10-05","EOS","HitBTC","29859","30038","30269","29230",846,-0.38,"2019-10-05 00:00:00","2019-10-05 00","2019-10-05 00EOS"
"2019-10-04","EOS","HitBTC","29974","29258","30780","28727",637,2.51,"2019-10-04 00:00:00","2019-10-04 00","2019-10-04 00EOS"
"2019-10-03","EOS","HitBTC","29240","30003","30097","28345",736,-2.67,"2019-10-03 00:00:00","2019-10-03 00","2019-10-03 00EOS"
"2019-10-02","EOS","HitBTC","30041","29380","30399","28845",1201,2.14,"2019-10-02 00:00:00","2019-10-02 00","2019-10-02 00EOS"
"2019-10-01","EOS","HitBTC","29411","29602","31036","28667",1851,-0.75,"2019-10-01 00:00:00","2019-10-01 00","2019-10-01 00EOS"
"2019-09-30","EOS","HitBTC","29634","27766","30126","27165",813,6.68,"2019-09-30 00:00:00","2019-09-30 00","2019-09-30 00EOS"
"2019-09-29","EOS","HitBTC","27778","28256","28379","26795",682,-1.85,"2019-09-29 00:00:00","2019-09-29 00","2019-09-29 00EOS"
"2019-09-28","EOS","HitBTC","28302","28239","28675","27753",973,0.15,"2019-09-28 00:00:00","2019-09-28 00","2019-09-28 00EOS"
"2019-09-27","EOS","HitBTC","28259","27781","28730","26952",1534,1.81,"2019-09-27 00:00:00","2019-09-27 00","2019-09-27 00EOS"
"2019-09-26","EOS","HitBTC","27757","28676","28685","25932",1874,-3.2,"2019-09-26 00:00:00","2019-09-26 00","2019-09-26 00EOS"
"2019-09-25","EOS","HitBTC","28676","27676","29438","26942",3838,4.11,"2019-09-25 00:00:00","2019-09-25 00","2019-09-25 00EOS"
"2019-09-24","EOS","HitBTC","27543","36919","37182","24448",1979,-25.33,"2019-09-24 00:00:00","2019-09-24 00","2019-09-24 00EOS"
"2019-09-23","EOS","HitBTC","36886","38128","38633","36669",721,-3.26,"2019-09-23 00:00:00","2019-09-23 00","2019-09-23 00EOS"
"2019-09-22","EOS","HitBTC","38128","40051","40067","37429",601,-4.8,"2019-09-22 00:00:00","2019-09-22 00","2019-09-22 00EOS"
"2019-09-21","EOS","HitBTC","40051","40182","40731","39706",516,-0.33,"2019-09-21 00:00:00","2019-09-21 00","2019-09-21 00EOS"
"2019-09-20","EOS","HitBTC","40182","39585","40323","38395",788,1.49,"2019-09-20 00:00:00","2019-09-20 00","2019-09-20 00EOS"
"2019-09-19","EOS","HitBTC","39591","40777","40847","38152",841,-2.92,"2019-09-19 00:00:00","2019-09-19 00","2019-09-19 00EOS"
"2019-09-18","EOS","HitBTC","40782","40625","41626","40510",686,0.42,"2019-09-18 00:00:00","2019-09-18 00","2019-09-18 00EOS"
"2019-09-17","EOS","HitBTC","40613","40846","42242","40210",804,-0.57,"2019-09-17 00:00:00","2019-09-17 00","2019-09-17 00EOS"
"2019-09-16","EOS","HitBTC","40846","40741","41443","39516",721,0.35,"2019-09-16 00:00:00","2019-09-16 00","2019-09-16 00EOS"
"2019-09-15","EOS","HitBTC","40705","40269","41445","40037",590,1.19,"2019-09-15 00:00:00","2019-09-15 00","2019-09-15 00EOS"
"2019-09-14","EOS","HitBTC","40225","37248","40960","36916",653,7.98,"2019-09-14 00:00:00","2019-09-14 00","2019-09-14 00EOS"
"2019-09-13","EOS","HitBTC","37251","37411","37477","36763",341,-0.43,"2019-09-13 00:00:00","2019-09-13 00","2019-09-13 00EOS"
"2019-09-12","EOS","HitBTC","37411","37559","37900","36701",452,-0.35,"2019-09-12 00:00:00","2019-09-12 00","2019-09-12 00EOS"
"2019-09-11","EOS","HitBTC","37541","37773","38100","36479",691,-0.61,"2019-09-11 00:00:00","2019-09-11 00","2019-09-11 00EOS"
"2019-09-10","EOS","HitBTC","37773","38731","39165","36685",867,-2.47,"2019-09-10 00:00:00","2019-09-10 00","2019-09-10 00EOS"
"2019-09-09","EOS","HitBTC","38731","37826","39458","36196",1047,2.2,"2019-09-09 00:00:00","2019-09-09 00","2019-09-09 00EOS"
"2019-09-08","EOS","HitBTC","37896","35658","37896","35194",774,6.37,"2019-09-08 00:00:00","2019-09-08 00","2019-09-08 00EOS"
"2019-09-07","EOS","HitBTC","35628","32108","36623","31962",786,10.96,"2019-09-07 00:00:00","2019-09-07 00","2019-09-07 00EOS"
"2019-09-06","EOS","HitBTC","32108","32654","33509","31123",553,-1.7,"2019-09-06 00:00:00","2019-09-06 00","2019-09-06 00EOS"
"2019-09-05","EOS","HitBTC","32663","33024","33300","32012",553,-1.09,"2019-09-05 00:00:00","2019-09-05 00","2019-09-05 00EOS"
"2019-09-04","EOS","HitBTC","33024","33480","33584","32824",342,-1.36,"2019-09-04 00:00:00","2019-09-04 00","2019-09-04 00EOS"
"2019-09-03","EOS","HitBTC","33480","33219","34566","33083",512,0.78,"2019-09-03 00:00:00","2019-09-03 00","2019-09-03 00EOS"
"2019-09-02","EOS","HitBTC","33222","32609","33673","32181",297,1.98,"2019-09-02 00:00:00","2019-09-02 00","2019-09-02 00EOS"
"2019-09-01","EOS","HitBTC","32577","33203","33408","31114",522,-2.06,"2019-09-01 00:00:00","2019-09-01 00","2019-09-01 00EOS"
"2019-08-31","EOS","HitBTC","33261","32141","33943","31878",519,3.56,"2019-08-31 00:00:00","2019-08-31 00","2019-08-31 00EOS"
"2019-08-30","EOS","HitBTC","32117","31956","32814","31645",559,0.53,"2019-08-30 00:00:00","2019-08-30 00","2019-08-30 00EOS"
"2019-08-29","EOS","HitBTC","31948","32548","32633","30668",598,-1.84,"2019-08-29 00:00:00","2019-08-29 00","2019-08-29 00EOS"
"2019-08-28","EOS","HitBTC","32548","35475","35553","31279",491,-8.38,"2019-08-28 00:00:00","2019-08-28 00","2019-08-28 00EOS"
"2019-08-27","EOS","HitBTC","35526","35834","35919","34901",563,-0.87,"2019-08-27 00:00:00","2019-08-27 00","2019-08-27 00EOS"
"2019-08-26","EOS","HitBTC","35837","35485","36927","35433",300,0.99,"2019-08-26 00:00:00","2019-08-26 00","2019-08-26 00EOS"
"2019-08-25","EOS","HitBTC","35485","36649","36929","34746",620,-3.08,"2019-08-25 00:00:00","2019-08-25 00","2019-08-25 00EOS"
"2019-08-24","EOS","HitBTC","36612","36742","36857","35598",530,-0.33,"2019-08-24 00:00:00","2019-08-24 00","2019-08-24 00EOS"
"2019-08-23","EOS","HitBTC","36734","36397","37669","35997",312,0.94,"2019-08-23 00:00:00","2019-08-23 00","2019-08-23 00EOS"
"2019-08-22","EOS","HitBTC","36393","35317","37093","34593",500,3.54,"2019-08-22 00:00:00","2019-08-22 00","2019-08-22 00EOS"
"2019-08-21","EOS","HitBTC","35148","36744","36826","33949",659,-4.26,"2019-08-21 00:00:00","2019-08-21 00","2019-08-21 00EOS"
"2019-08-20","EOS","HitBTC","36710","36896","37125","36010",603,-0.5,"2019-08-20 00:00:00","2019-08-20 00","2019-08-20 00EOS"
"2019-08-19","EOS","HitBTC","36896","36936","37827","36475",NA,-0.09,"2019-08-19 00:00:00","2019-08-19 00","2019-08-19 00EOS"
"2019-08-18","EOS","HitBTC","36928","35675","37563","35148",606,3.69,"2019-08-18 00:00:00","2019-08-18 00","2019-08-18 00EOS"
"2019-08-17","EOS","HitBTC","35615","35838","36129","35061",442,-0.53,"2019-08-17 00:00:00","2019-08-17 00","2019-08-17 00EOS"
"2019-08-16","EOS","HitBTC","35804","36202","36450","34855",672,-1.24,"2019-08-16 00:00:00","2019-08-16 00","2019-08-16 00EOS"
"2019-08-15","EOS","HitBTC","36254","36733","37159","33443",553,-1.3,"2019-08-15 00:00:00","2019-08-15 00","2019-08-15 00EOS"
"2019-08-14","EOS","HitBTC","36733","40814","41283","35823",578,-9.79,"2019-08-14 00:00:00","2019-08-14 00","2019-08-14 00EOS"
"2019-08-13","EOS","HitBTC","40720","41323","41406","39766",474,-1.39,"2019-08-13 00:00:00","2019-08-13 00","2019-08-13 00EOS"
"2019-08-12","EOS","HitBTC","41296","42048","42048","40893",582,-1.8,"2019-08-12 00:00:00","2019-08-12 00","2019-08-12 00EOS"
"2019-08-11","EOS","HitBTC","42054","40663","42480","40647",368,3.45,"2019-08-11 00:00:00","2019-08-11 00","2019-08-11 00EOS"
"2019-08-10","EOS","HitBTC","40652","39054","41361","38781",805,4.09,"2019-08-10 00:00:00","2019-08-10 00","2019-08-10 00EOS"
"2019-08-09","EOS","HitBTC","39054","41753","41777","38011",489,-6.36,"2019-08-09 00:00:00","2019-08-09 00","2019-08-09 00EOS"
"2019-08-08","EOS","HitBTC","41708","42320","42380","40974",523,-1.34,"2019-08-08 00:00:00","2019-08-08 00","2019-08-08 00EOS"
"2019-08-07","EOS","HitBTC","42274","41918","42893","41546",530,0.73,"2019-08-07 00:00:00","2019-08-07 00","2019-08-07 00EOS"
"2019-08-06","EOS","HitBTC","41967","44586","44963","40655",673,-5.86,"2019-08-06 00:00:00","2019-08-06 00","2019-08-06 00EOS"
