"blockNumber","buyer","category","createdAt","nftAddress","price","status","txHash","price_mana","nft_image","nft_owner_address","nft_owner_mana","parcel_x_coordinate","parcel_y_coordinate","estate_size","date_time_utc","date"
"11428156",NA,"estate","1607643050","0x959e104e1a4db6317fa58f8295f586e1a978c297","99999000000000000000000","cancelled","0xe309274471e216af0f67f569b540c6b426123a81f96dcacfb7fb0c85d1488b76",99999,"https://api.decentraland.org/v1/estates/571/map.png","0xbf75ac4a4d209d23d35531bdf2fc69efcda3545e","0",NA,NA,2,"2020-12-27 23:50:26",2020-12-27
"11428069",NA,"parcel","1607641913","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","15000000000000000000000","cancelled","0xe87c901ae733ddaf855b300d1367e70b04bdb3e56c76926ccdb845c54151b407",15000,"https://api.decentraland.org/v1/parcels/18/-60/map.png","0x20cb74086cd185948dfa5ab26c5bc1441c8ba429","0","18","-60",NA,"2020-12-27 23:50:26",2020-12-27
"11428056",NA,"wearable","1607641744","0x32b7495895264ac9d0b12d32afd435453458b1c6","400000000000000000000","open","0x581b1c639ca599fa2dd07d3863a0f86476f687410926b8e32c570a6ec160f22b",400,"https://wearable-api.decentraland.org/v2/collections/community_contest/wearables/cw_city_sneakers_feet/thumbnail","0x878440d5c29e6481a4b85c7d1404a8e9f67a2e74","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11428053",NA,"wearable","1607641705","0x32b7495895264ac9d0b12d32afd435453458b1c6","375000000000000000000","open","0x568343f6d4b7942d5a7db420adb274bd82fb7c223cc65ad89cb47cb3fd08a869",375,"https://wearable-api.decentraland.org/v2/collections/community_contest/wearables/cw_city_sneakers_feet/thumbnail","0x878440d5c29e6481a4b85c7d1404a8e9f67a2e74","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427919",NA,"ens","1607639764","0x2a187453064356c898cae034eaed119e1663acb8","200000000000000000000000","open","0xa11e00ead486ebe20b0cd89a9180999ca0b5d2b9c52b55102be112737d69fe09",2e+05,NA,"0xb39e59eed33f11fbcc3ca55ad05d41e2ddfe30cc","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427796",NA,"parcel","1607638018","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","17950000000000000000000","cancelled","0xeaf2daadc789b61556d843069dc212bb891ab441448d550c351d02008f6eb18e",17950,"https://api.decentraland.org/v1/parcels/24/-84/map.png","0xf293dfe0ac79c2536b9426957ac8898d6c743717","0","24","-84",NA,"2020-12-27 23:50:26",2020-12-27
"11431794",NA,"parcel","1607636425","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","18900000000000000000000","cancelled","0x6a20a3b5691d68b4bc13044aa2a490edbca753b6f6eeb2095cb26bb1605c35a6",18900,"https://api.decentraland.org/v1/parcels/39/-28/map.png","0x8b01d375e274213c860ef6ac013dbdd5286cd816","0","39","-28",NA,"2020-12-27 23:50:26",2020-12-27
"11427547",NA,"parcel","1607634714","0xf87e31492faf9a91b02ee0deaad50d51d56d5d4d","27000000000000000000000","open","0xbcfae0b78b05bd91e6469f73fb2d5886124035eb79b92c8a94e3e54274228762",27000,"https://api.decentraland.org/v1/parcels/88/-149/map.png","0x01ad29930499f0385b22137c0fbaebfd572fae67","0","88","-149",NA,"2020-12-27 23:50:26",2020-12-27
"11427358",NA,"wearable","1607632460","0xc1f4b0eea2bd6690930e6c66efd3e197d620b9c2","19999000000000000000000","open","0xa392b7f86e6ab04d7d1319b33a76742c6768fcf482777ff1433e688f3d188325",19999,"https://wearable-api.decentraland.org/v2/collections/halloween_2019/wearables/muzzle_mask/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
"11427353",NA,"wearable","1607632393","0xc3af02c0fd486c8e9da5788b915d6fff3f049866","29999000000000000000000","open","0x4152a2e5fb61205670a983eb79c608fd219d4a86e2d431ec8f75459ddbe7e0f9",29999,"https://wearable-api.decentraland.org/v2/collections/xmas_2019/wearables/xmas_tree_eyewear/thumbnail","0xf6c530eed1279561d1369a56198f281faf2f5f2c","0",NA,NA,NA,"2020-12-27 23:50:26",2020-12-27
