"date","symbol","active_addresses","block_count","block_size_block_bytes","block_mean_size_bytes","cap_mrkt_cur","fees_daily_mean_native_units","fees_daily_mean_usd","fees_daily_median_native_units","fees_daily_median_usd","fees_daily_total_native_units","fees_daily_total_usd","supply_issued_daily","annual_inflation_rate","supply_issued_usd_equivalent_scheduled_daily","supply_issued_native_units_total","supply_issued_usd_equivalent_total","adjusted_nvt","adjusted_nvt_90_day_ma","price_btc","price_usd","roi_1_year","roi_30_days","supply_current","transactions_count_daily","transactions_successful_transfers_daily_count","transactions_native_units_transferred_adjusted","transactions_usd_equivalent_adjusted","transactions_mean_native_units_per_transaction","transactions_mean_usd_equivalent_per_transaction","transactions_median_native_units_per_transaction","transactions_median_usd_equivalent_per_transaction","transactions_sum_native_units_transferred_daily","transactions_sum_usd_equivalent_units_transferred_daily","volatility_180_days","volatility_60_days","volatility_30_days","date_time_utc","pk_dummy","pkey"
"2018-04-24","ADA",7520,4320,4700433,1088.06319444,"9285637647.524176335287457088","0.17834606423065444","0.05558541061553597152848429077",0.171246,"0.053372521941148439478",624.746263,"194.715693386227961483259",0,0,"0",0,"0",34.47524508,"32.56041534278742","0.000032290171813840727","0.311671641621693",NA,"72.08741118283416","29793014209.470755",3503,8171,"864185711.929355","269342179.503033556728051498","388161.00925947","120978.7789694321920198176827","121014.866231","37716.902018845350302749083","3171663606.659133","988517602.9592315723619893722",NA,"0.07767022062162193","0.08003380694222727","2018-04-24 00:00:01","2018-04-24 00","2018-04-24 00ADA"
"2018-04-25","ADA",6070,4320,4126538,955.21712963,"8010579854.630687808364101758","0.17806476459580461","0.04787645560797495459160128232",0.171246,"0.046043087388196551618",475.789051,"127.925889384511789447933",0,0,"0",0,"0",30.79819117,"28.20096229238473","0.000030362006971833614","0.268871024071783",NA,"62.695110933229714","29793392137.681704",2672,6435,"967374738.772443","260099036.6749203132649342759","408421.56033347","109812.723179855585238697477","200140.239003","53811.911018708015848352349","2628192740.745852","706644873.6623633105014074941",NA,"0.07955414689561804","0.08327649849811974","2018-04-25 00:00:01","2018-04-25 00","2018-04-25 00ADA"
"2018-04-26","ADA",5676,4319,4181461,968.15489697,"8702910122.394186949863265394","0.17665628517397441","0.05159663958586285598962999695",0.171246,"0.050016438044188975998",467.079218,"136.421515065024796803234",0,0,"0",0,"0",39.90758122,"30.907685364450636","0.000031525332607942274","0.292073613656313",NA,"90.46889452409454","29796974856.602486",2644,6038,"746649482.309211","218076612.432666601632148199","618427.84586288","180626.4557268606989872443614","355492.188987","103829.888264026045061624931","3734067333.320083","1090622539.678788861003182634",NA,"0.0795563318562364","0.08229953713557943","2018-04-26 00:00:01","2018-04-26 00","2018-04-26 00ADA"
"2018-04-27","ADA",5798,4320,4197600,971.66666667,"8549614597.328069630471720155","0.1775335199226265","0.05093420011621690903447421639",0.171246,"0.049130316556011875124",458.924149,"131.664907300423721577006",0,0,"0",0,"0",43.4604075,"30.668899734566224","0.00003194393653296299","0.286899060743094",NA,"82.35339600351395","29800078728.678337",2585,6026,"685683371.137126","196721915.1463997794933315078","325286.68868457","93324.44545583435614557185958","199989.657948","57376.845023613843763211112","1960177586.013231","562373108.3168613245637758767",NA,"0.07958115815408039","0.08260647999955932","2018-04-27 00:00:01","2018-04-27 00","2018-04-27 00ADA"
"2018-04-28","ADA",8187,4320,4804958,1112.2587963,"10666543314.10507572615759437","0.17890107476634956","0.06403527065944370212360452347",0.171246,"0.061295238017260408002",689.12694,"246.66386258018483438778",0,0,"0",0,"0",37.09980262,"38.42914823150943","0.00003831550792581241","0.357936757747687",NA,"150.29045614987766","29800078039.551397",3852,9439,"803240878.286517","287509435.6642803743687800362","429794.19849827","153839.1419092365688029660015","62766.988762","22466.612451055786360493494","4056827439.625162","1452087660.4812809197306525",NA,"0.08462732546517206","0.08743374662433001","2018-04-28 00:00:01","2018-04-28 00","2018-04-28 00ADA"
"2018-04-29","ADA",7963,4319,4810127,1113.71312804,"10808439352.24728601060157973","0.17909205813629542","0.06495545633785362749395846469",0.171246,"0.062109745076282547954",643.835949,"233.514865534590306658851",0,0,"0",0,"0",45.56429988,"39.268379416452575","0.00003859670170576586","0.362693114445199",NA,"155.49258443721396","29800508809.715448",3595,8806,"654031970.005907","237212892.1481713872390577905","572863.47888663","207773.6393093033356026687894","99988.657948","36265.197760355820601791652","5044635795.075664","1829654667.757725253109586537",NA,"0.08385657730275224","0.08720620763829724","2018-04-29 00:00:01","2018-04-29 00","2018-04-29 00ADA"
"2018-04-30","ADA",6129,4319,4176503,967.00694605,"10030891173.83156309487642125","0.1777679913451098","0.0598306905523982497126334881",0.171246,"0.057635608957550615454",492.95064,"165.91050490180388867736",0,0,"0",0,"0",45.1465248,"36.81976581628728","0.000036469404795803606","0.336566161881449",NA,"122.45859396357719","29803623506.764808",2773,6830,"660153215.349566","222185233.9439010931527856011","1077908.719547","362787.600596481012002983603","310433.452118","104481.395498963834933958982","7362116554.506041","2477839312.073975745531396333",NA,"0.08444943977463533","0.08907472050371106","2018-04-30 00:00:01","2018-04-30 00","2018-04-30 00ADA"
"2018-05-01","ADA",5958,4320,4327865,1001.82060185,"10566862059.69755346834492678","0.1777436955128166","0.06301698567614853380632094594",0.171246,"0.06071330236475022378",499.104297,"176.95169577862897831371",0,0,"0",0,"0",41.86886234,"39.23549736958889","0.00003907979706475543","0.35453851397843",NA,"140.9838219700782","29804553364.660511",2808,6633,"711854865.41723","252379966.1533400047491703489","596822.4265466","211596.536216832256011789838","147119.962463","52159.69286819442239167309","3958723155.283612","1403519824.726253388573100489",NA,"0.08453031907563316","0.08857920627771569","2018-05-01 00:00:01","2018-05-01 00","2018-05-01 00ADA"
"2018-05-02","ADA",6299,4320,4331089,1002.56689815,"11066872728.51352182570448519","0.177257180282657","0.06581636127372501460692506374",0.171246,"0.063584383914421647954",514.22308,"190.93326405508073899292",0,0,"0",0,"0",46.95683963,"41.41502629261493","0.000040341068680851586","0.371304345295199",NA,"144.3950793282427","29805395139.437431",2901,6835,"634740228.995127","235681805.1595603197859474953","430610.18872952","159887.4342036565028671655745","335377.790112","124527.230784086824903272288","2943220639.966266","1092830612.781991008923171757",NA,"0.08471087489492646","0.08863185259300539","2018-05-02 00:00:01","2018-05-02 00","2018-05-02 00ADA"
"2018-05-03","ADA",5646,4320,4002305,926.45949074,"10899824079.97756487460757874","0.1787180428329059","0.06535623427430286297114069451",0.171246,"0.062623748095771879614",421.417145,"154.110000418809035412305",0,0,"0",0,"0",50.7981552,"41.191717647192235","0.000037504451634195176","0.365694662040409",NA,"115.79691088856924","29805805803.020286",2358,5745,"586749768.521598","214571258.3017939917060652536","481944.05983574","176244.3700840135923337824177","99999.829018","36569.403676836195006788362","2768768623.7563","1012523906.132648470187968327",NA,"0.084684407612435","0.0876930161590737","2018-05-03 00:00:01","2018-05-03 00","2018-05-03 00ADA"
"2018-05-04","ADA",5322,4320,4020940,930.77314815,"10683720022.12683951614685366","0.17781618515205336","0.06373456129092634246403076485",0.171246,"0.061379613298378862442",397.59699,"142.51047904651441544073",0,0,"0",0,"0",64.76898081,"40.720783543257596","0.00003696428495457949","0.358429471627827",NA,"136.2443146127628","29807035603.423296",2236,5488,"460205413.588618","164951183.2328339455581792731","408127.58605817","146284.9550275703663002126966","516780.949262","185229.522591305533434313674","2239804192.287262","802811833.1913151453295368397",NA,"0.08470567644156894","0.08433673898620346","2018-05-04 00:00:01","2018-05-04 00","2018-05-04 00ADA"
"2018-05-05","ADA",4963,4320,3821493,884.60486111,"10821771565.99313639636292115","0.17661802251237801","0.06412311323573422546530065518",0.171246,"0.062172741450533273628",392.268628,"142.417434496568778916904",0,0,"0",0,"0",42.49855858,"41.08013428391304","0.00003706244754453195","0.363060985077218",NA,"145.87266820162213","29807035211.154668",2221,5172,"701365792.357793","254638555.4728838627603890599","824183.294005","299228.79860564168052147809","275698.748762","100095.459310088156551904116","4262675996.593838","1547611346.388370784315412983",NA,"0.08429601643756279","0.08373915962715056","2018-05-05 00:00:01","2018-05-05 00","2018-05-05 00ADA"
"2018-05-06","ADA",3775,4320,3708518,858.45324074,"10224658294.50769952438197375","0.17716659950859714","0.06077086856501838973218861658",0.171246,"0.058740011871030707808",288.427224,"98.934974023851261178752",0,0,"0",0,"0",86.67872656,"38.885815733952185","0.00003574906481662867","0.343015380628048",NA,"140.344319245552","29808162758.727444",1628,3877,"343892485.985808","117960411.9755475937654547428","818611.76157376","280796.4249828201640616768205","383452.756765","131530.19331462078268074472","3173757799.621449","1088647739.658387423422271802",NA,"0.0826997390139837","0.08443889673244759","2018-05-06 00:00:01","2018-05-06 00","2018-05-06 00ADA"
"2018-05-07","ADA",4781,4320,4056991,939.11828704,"9824239448.251167648907766924","0.1810161131405349","0.05964360922117834697036060643",0.171246,"0.056424421713001354428",356.782759,"117.557553774944403977662",0,0,"0",0,"0",56.17411026,"38.53585424686324","0.000035279510439459606","0.329493370432018",NA,"124.12821460841543","29816197622.944685",1971,4588,"530781840.290944","174889097.521572228120093045","1835602.07484798","604818.7144136663050642746236","222563.33583","73333.14365721981431860494","8421742319.402534","2774908261.729901587543223934",NA,"0.08108152610948816","0.08538518305311657","2018-05-07 00:00:01","2018-05-07 00","2018-05-07 00ADA"
"2018-05-08","ADA",5058,4319,3898750,902.69738365,"9661079658.71128354818055026","0.17752948894783013","0.05751959292878358550244177328",0.171246,"0.055483741146672558978",401.571704,"130.109319204911142092872",0,0,"0",0,"0",48.12346968,"38.12679489058928","0.00003517012774856079","0.324000216919943",NA,"108.30228230403156","29818127131.372981",2262,5339,"619617150.065837","200756091.0286480621038082873","1267570.37742445","410693.0772468158194001808064","281011.869163","91047.906565890641161417709","6767558245.069145","2192690339.420751749578964459",NA,"0.08114057774446862","0.08555887242469727","2018-05-08 00:00:01","2018-05-08 00","2018-05-08 00ADA"
"2018-05-09","ADA",4670,4320,3959861,916.63449074,"9475717959.770324444586222776","0.17678368831754265","0.05615820649142549721563485394",0.171246,"0.054399069961458355044",391.929437,"124.502743791492851169318",0,0,"0",0,"0",24.99346876,"37.366025727598036","0.000034183232281277865","0.317666222635614",NA,"110.77590699885123","29829164338.443544",2217,4998,"1193478369.168288","379127765.3310028913084682088","673545.71728734","213962.7237830644737773553268","228541.890541","72600.039082161431316327174","3366381495.002109","1069385693.46775105562646851",NA,"0.08074116077802544","0.0853192026240989","2018-05-09 00:00:01","2018-05-09 00","2018-05-09 00ADA"
"2018-05-10","ADA",4808,4320,3795529,878.59467593,"8788810987.380381731855692699","0.1767825690298472","0.05208621383406627465302047368",0.171246,"0.050454950525821209612",379.021828,"111.672842460240333019816",0,0,"0",0,"0",53.68254831,"35.56193142133448","0.00003260119896695085","0.294634330295722",NA,"90.11183336672222","29829555091.421716",2144,4944,"555665780.252332","163718215.0328956656253401237","343691.65954824","101263.3619392209800241246293","342801.546561","101001.104095337998082112042","1699211564.806491","500646061.4275062978037351315",NA,"0.08082979692323974","0.08724943243396845","2018-05-10 00:00:01","2018-05-10 00","2018-05-10 00ADA"
"2018-05-11","ADA",5786,4319,4248905,983.77054874,"7704328304.206076559373898432","0.1773489357593723","0.04580240828654013341229909217",0.171246,"0.04422625473252861039",477.600684,"123.34588551565526419206",0,0,"0",0,"0",47.42146409,"31.606531439171828","0.000030673270711251764","0.258261534473965",NA,"55.4023341891491","29831497438.821032",2693,6362,"629071624.204191","162465002.9610038292549333873","307865.01202778","79509.6904171401538402667477","404464.315368","104457.57472690138374539412","1958637206.520706","505840650.4338378179115904193",NA,"0.08272394057831729","0.09107133292768661","2018-05-11 00:00:01","2018-05-11 00","2018-05-11 00ADA"
"2018-05-12","ADA",4396,4320,3880047,898.15902778,"7917778417.478780840475955856","0.17683780833333015","0.04693510519975127577159768065",0.171246,"0.04545096493101989826",360.749129,"95.74761460749432616799",0,0,"0",0,"0",75.49385519,"32.838564652207786","0.0000312774361301584","0.26541329392231",NA,"22.34767478398209","29831883326.071903",2040,4728,"395156443.541994","104879773.2951059507694584861","1000742.6656004","265610.407245594954027104924","282021.283219","74852.19773535147989271589","4731511322.958703","1255806005.457176074517020364",NA,"0.0827830062616986","0.07776838879603888","2018-05-12 00:00:01","2018-05-12 00","2018-05-12 00ADA"
"2018-05-13","ADA",4142,4318,3646336,844.45020843,"8310680051.030151473248860444","0.17702993304061204","0.04931697210341425865414506065",0.171246,"0.04770568490744360703",322.548538,"89.85552317242213403509",0,0,"0",0,"0",76.6508608,"35.05364114780585","0.00003203601615793142","0.278579849499805",NA,"37.37314165454679","29832308639.523365",1822,4219,"389197307.462143","108422527.3385331304125233821","721240.86271872","200923.1709892905364644098496","286690.442406","79866.18029849599326073083","3042915199.810266","847694858.4038129623710039981",NA,"0.08151647941380977","0.07683030301766654","2018-05-13 00:00:01","2018-05-13 00","2018-05-13 00ADA"
"2018-05-14","ADA",4371,4320,3813598,882.77731481,"7938117143.421291641673464756","0.17622546704138617","0.04689037000680284194765217899",0.171246,"0.04556542500352222671",344.873239,"91.764454103315094857515",0,0,"0",0,"0",65.82898181,"33.9409615954568","0.000030686127711219486","0.266081689519885",NA,"30.059912827802705","29833383716.650126",1957,4388,"453195278.08521","120586965.2753467898670194008","833625.55591351","221812.4963444201008544851464","151127.998561","40212.393190869629060885485","3657948939.348475","973313233.9593135719074569254",NA,"0.08127667357155896","0.07752011521976208","2018-05-14 00:00:01","2018-05-14 00","2018-05-14 00ADA"
"2018-05-15","ADA",4342,4319,3681613,852.42255152,"7624803768.627181222389895706","0.17716072006386005","0.04527809027607719934509631968",0.171246,"0.043766427708253781184",332.884993,"85.077531628750837927072",0,0,"0",0,"0",78.0769808,"33.18358748312593","0.000030108670763739105","0.255576350444704",NA,"13.140833422842368","29833761047.765133",1879,4486,"382107001.87041","97657513.01740707296327880864","570310.99847223","145758.0036080077020250945699","223910.393516","57226.201201456794238139264","2558415139.146443","653870404.1855274634620297879",NA,"0.081392420839616","0.07608344120044185","2018-05-15 00:00:01","2018-05-15 00","2018-05-15 00ADA"
"2018-05-16","ADA",3683,4320,3667407,848.93680556,"7484773152.537652788999791107","0.17678504079030996","0.04435094949173867380235913495",0.171246,"0.042961342558790630784",277.375729,"69.586639752538900599616",0,0,"0",0,"0",100.15549595,"33.17647953040398","0.00003012516305914534","0.250875013482304",NA,"-1.308363194627212","29834669657.389404",1569,3762,"297883499.793561","74731527.02686551667572664454","397313.02631959","99675.91083462214525071353536","221507.700514","55570.747352883906670704256","1494691605.014307","374980776.5598508736758113233",NA,"0.07873990089059923","0.07305625373997518","2018-05-16 00:00:01","2018-05-16 00","2018-05-16 00ADA"
"2018-05-17","ADA",3810,4319,3703603,857.51400787,"7148866877.38853954079681191","0.17700416132930247","0.04241186858475758028741394222",0.171246,"0.041032158753338038008",292.941887,"70.191642507774852568476",0,0,"0",0,"0",67.63798202,"32.24761686824502","0.000029763239564818103","0.239609443451748",NA,"-1.4743127221224652","29835497192.447517",1655,3908,"441105667.259884","105693083.4355527444579300772","420867.59947465","100843.8512769940754474241882","250380.183489","59993.456417145833757788772","1644750578.746914","394097770.7904884859566629057",NA,"0.07902433240753029","0.07309170130013923","2018-05-17 00:00:01","2018-05-17 00","2018-05-17 00ADA"
"2018-05-18","ADA",4001,4320,3611503,835.99606481,"7250465484.867945384886564694","0.17708375930232279","0.04303096380168496502432442777",0.171246,"0.041612401138395567432",304.584066,"74.013257738899306522872",0,0,"0",0,"0",79.45162708,"33.35377214169372","0.0000295147877550562","0.242997799296892",NA,"-7.363151854946315","29837576742.863451",1720,4065,"375543935.840228","91256349.94846860985764897138","288455.73546625","70094.108912865188997795895","212245.090615","51575.08993101442582786858","1172572564.670307","284932552.7307971755243897858",NA,"0.07573090583723152","0.07173051524621746","2018-05-18 00:00:01","2018-05-18 00","2018-05-18 00ADA"
"2018-05-19","ADA",3134,4320,3521489,815.15949074,"7197764266.942879874130986076","0.1761313592946347","0.04248731907659159540682843777",0.171246,"0.041308847395079626266",239.71478,"57.82524126324168560338",0,0,"0",0,"0",101.89801983,"33.651280569685426","0.000029312313200459423","0.241225181289371",NA,"-10.504814120547296","29838361934.148671",1361,3151,"292825728.935824","70636939.5487363557920323267","232560.37930735","56099.41965914038790089717685","229364.910294","55328.592067090466670685074","732797755.19747","176769271.3459538107113170914",NA,"0.07509429018125034","0.07151367209807721","2018-05-19 00:00:01","2018-05-19 00","2018-05-19 00ADA"
"2018-05-20","ADA",3746,4320,3663330,847.99305556,"7596426049.484910202224346304","0.17863334608695355","0.0454762348778045178645798699",0.171246,"0.04359557433410961531",308.142522,"78.44650516421409835017",0,0,"0",0,"0",73.62294388,"36.71301450643729","0.000029910142007811018","0.254578643203985",NA,"-15.265011516415713","29839211781.006149",1725,4043,"405297726.603894","103180145.3324789897971373176","339826.70027187","86512.62027969994512736740195","200254.768248","50980.58719570429636506828","1373919349.199162","349770523.7908247371435570606",NA,"0.0753478782946359","0.06921506486651964","2018-05-20 00:00:01","2018-05-20 00","2018-05-20 00ADA"
"2018-05-21","ADA",3559,4320,3704215,857.45717593,"7354660699.149029506299974204","0.17738684086687065","0.04372166561134135193748864925",0.171246,"0.042208093411499995056",286.479748,"70.610489962317244698528",0,0,"0",0,"0",61.60383822,"36.003747232773634","0.000029347236071949802","0.246476375573736",NA,"-13.75208853822167","29839211494.526401",1615,3812,"484372603.315019","119386403.692300866111670741","344185.92503746","84833.69932672673589479215056","179523.190819","44248.225404499318532729784","1312036746.242802","323386061.8334834214451102483",NA,"0.07534050321068997","0.06889723458634928","2018-05-21 00:00:01","2018-05-21 00","2018-05-21 00ADA"
"2018-05-22","ADA",3816,4320,3720292,861.1787037,"6601802502.175073953118245105","0.1775673942011083","0.03927574425665121410500412243",0.171246,"0.037877528874231315072",287.836746,"63.665981440032380211072",0,0,"0",0,"0",85.18178611,"32.80420920770369","0.000027622489404600593","0.221187816791232",NA,"-21.73947703580795","29847044009.689655",1621,3877,"350392324.163035","77502513.20202735901372650912","272121.08425563","60189.86852936569514183063616","195000.11647","43131.65003603526167479104","1055013443.659092","233356120.2883540050763426813",NA,"0.07589620790248539","0.07143385182364363","2018-05-22 00:00:01","2018-05-22 00","2018-05-22 00ADA"
"2018-05-23","ADA",4864,4320,3829374,886.42916667,"5961569142.798050628494111998","0.17719586416861483","0.0353810809627041334592096743",0.171246,"0.034193058731742041412",378.31317,"75.53860785537479011974",0,0,"0",0,"0",71.16001694,"30.00606042716384","0.00002654908564246761","0.199672160119022",NA,"-30.493774185816736","29856786941.376485",2135,5266,"419572510.28936","83776949.45603709553726020592","340210.83914891","67930.63314876799584278156602","323290.321448","64552.076829095148319383856","1791550278.95814","357722714.1614082606845557391",NA,"0.07705333312090042","0.07329216821627574","2018-05-23 00:00:01","2018-05-23 00","2018-05-23 00ADA"
"2018-05-24","ADA",4224,4320,3835412,887.82685185,"6182174388.382418805458086031","0.17700386816555647","0.03664822187522517387834130942",0.171246,"0.035456069227678281384",346.39657,"71.72057020981690512428",0,0,"0",0,"0",78.39953677,"31.46406055627095","0.000027330760196307156","0.207047576163404",NA,"-33.56868302611941","29858714131.979915",1957,4865,"380853195.862731","78854731.07746461790680969632","350381.34121961","72545.60743240284684600915244","274903.848213","56918.175450493970101397052","1704605225.033403","352934380.1586399223724861838",NA,"0.07703641073591151","0.07174793292739762","2018-05-24 00:00:01","2018-05-24 00","2018-05-24 00ADA"
"2018-05-25","ADA",4491,4320,3857873,893.02615741,"5866235310.319528472863557721","0.17476473973694084","0.03433496276780908237481478521",0.17107,"0.03360907978079717921",438.484732,"86.146421584436019595796",0,0,"0",0,"0",116.29776097,"30.064589969744645","0.000026458446144289792","0.196463902383803",NA,"-26.93005761329223","29859100013.495183",2509,5688,"256746989.480507","50441515.47863362296190102812","280881.21568251","55183.01973929256097661438553","67060.6539","13174.9977616035979487817","1597652354.802106","313881016.2770939493077246891",NA,"0.07639166746883437","0.06759725657840149","2018-05-25 00:00:01","2018-05-25 00","2018-05-25 00ADA"
"2018-05-26","ADA",3110,4320,3560046,824.08472222,"5820830001.424806462787292038","0.17629356259097304","0.03436124487616910604581251157",0.171246,"0.033377428271256408564",242.227355,"47.21235045985694482357",0,0,"0",0,"0",130.7943869,"30.693478260854477","0.000026604037302259976","0.194909243259734",NA,"-33.26708263037881","29864309686.267828",1374,3231,"228330208.926416","44503668.23518470374838173334","376813.87489922","73444.50720637504647353400748","341754.601835","66611.13082419155065801189","1217485629.79937","237299202.7837958611472195676",NA,"0.07572338899037397","0.06527183806050726","2018-05-26 00:00:01","2018-05-26 00","2018-05-26 00ADA"
"2018-05-27","ADA",3578,4320,3618823,837.69050926,"5726413254.85189824825147331","0.17636404672290476","0.03381740393914211812790909336",0.17107,"0.03280228254774851307",271.776996,"52.112619470218725934596",0,0,"0",0,"0",116.39509195,"30.981345907490052","0.0000261301003325944","0.191747720510601",NA,"-33.165441527080155","29864309414.490832",1541,3681,"256577050.747162","49198064.61610110865919166436","392706.35702732","75300.54879001084631490661932","118898.337616","22798.485210367845605067216","1445552100.217547","277181320.0960264891660197157",NA,"0.0757138940913408","0.06526889729953415","2018-05-27 00:00:01","2018-05-27 00","2018-05-27 00ADA"
"2018-05-28","ADA",4345,4320,3722820,861.76388889,"5175376800.192318796541515461","0.1763199037512303","0.03055433446415999567648915286",0.171246,"0.029675081759526161076",357.224125,"61.90308162438943569475",0,0,"0",0,"0",66.34009453,"28.988956149876092","0.000024369777606057192","0.173289196591606",NA,"-51.586644053539985","29865547893.266707",2026,4715,"450188503.746183","78012804.1289532600861323399","321962.40619886","55792.60670290075679824276916","227736.326973","39464.245135874461163188638","1518052745.227616","263062140.6041755260298649913",NA,"0.07584496970104988","0.05007496556365979","2018-05-28 00:00:01","2018-05-28 00","2018-05-28 00ADA"
"2018-05-29","ADA",5284,4319,4117345,953.30979393,"6012845160.814978292827141211","0.17805966915732238","0.03584838085435879716537807136",0.171246,"0.034476599090845136616",428.945743,"86.358749478152433479828",0,0,"0",0,"0",85.05389967,"34.34343733041141","0.000027010705965324502","0.201327908919596",NA,"-44.490837873346074","29865929632.320964",2409,5750,"351141214.557774","70694526.4624038408992627393","325763.60214126","65585.30482121510175877413096","201714.488941","40610.756257276502600187836","1873140712.312269","377115502.7219916669827653233",NA,"0.07815811842091731","0.05902248038971227","2018-05-29 00:00:01","2018-05-29 00","2018-05-29 00ADA"
"2018-05-30","ADA",4699,4320,3784637,876.07337963,"6263122143.775664390333691583","0.1769865628259805","0.03711548538038581933595911904",0.171246,"0.035911643844391036194",373.264661,"78.276558667235187253379",0,0,"0",0,"0",74.27351323,"36.4703489337274","0.000028436249361101758","0.209707928035639",NA,"-37.691915650894856","29865929259.056303",2109,5272,"402107399.528131","84325109.60284323533435106071","234201.3312378","49113.8759170674145223839542","152477.232498","31975.684499763980232996222","1234709418.285679","258928353.8347788641213953139","0.11140483188446022","0.07792624859313517","0.05907000082880982","2018-05-30 00:00:01","2018-05-30 00","2018-05-30 00ADA"
"2018-05-31","ADA",5437,4303,4218641,980.3953056,"6631019288.818168089024932214","0.17907255469702707","0.03975620640211439074846868479",0.171246,"0.038018619509031372816",440.339412,"97.760511542801603513952",0,0,"0",0,"0",24.13688179,"38.72298288575164","0.000029685704748392403","0.222011722954296",NA,"-37.38008306544572","29867879049.716891",2459,5819,"1237437350.653734","274725598.2666348250494037413","392673.42146057","87178.10285681957620767610872","153466.964184","34071.465135055074900934464","2284966639.479071","507289380.523836259858581539","0.11146442817296785","0.07808088090264421","0.05927424140174803","2018-05-31 00:00:01","2018-05-31 00","2018-05-31 00ADA"
"2018-06-01","ADA",3846,4320,3764298,871.36527778,"6575456006.503581820023956373","0.17622392612710153","0.03879382783748562939028182078",0.17107,"0.03765924567684480526",324.428248,"71.419437048812382874864",0,0,"0",0,"0",56.33828949,"38.79718093641646","0.0000292744946874606","0.220139391341818",NA,"-40.711873122088015","29869511160.288643",1841,4357,"530181363.893957","116713802.7483906160036915938","430326.81650926","94731.88346441069402622223468","59418.33185","13080.3154080051587063033","1874933939.530861","412746816.2544407355882108453","0.11146289124702942","0.07803395690000234","0.058137961865141266","2018-06-01 00:00:01","2018-06-01 00","2018-06-01 00ADA"
"2018-06-02","ADA",3461,4320,3517168,814.15925926,"6784311938.470513990850063596","0.17592300504095554","0.03994113543155285679410026558",0.171246,"0.03887927946955759782",279.189809,"63.38658192987519153653",0,0,"0",0,"0",73.28199102,"40.480290932584346","0.000029726891026719116","0.22703759194117",NA,"-37.916077124450204","29881888195.098834",1587,3755,"407765779.523315","92578160.65898748464812337855","555168.87199004","126044.2038173143448445059468","147508.459314","33489.96539360260922655738","2084659114.322607","473295985.3340169087467450302","0.11145805141825388","0.0769279817501036","0.058803001264139454","2018-06-02 00:00:01","2018-06-02 00","2018-06-02 00ADA"
"2018-06-03","ADA",4022,4320,3772744,873.32037037,"6757519990.126128420276656905","0.1763441381543414","0.0398731585605265044778183414",0.171246,"0.038720418962153185464",326.765688,"73.884962812656830580192",0,0,"0",0,"0",80.71446676,"41.115520831196484","0.00002935669712818565","0.226109917674884",NA,"-36.916482718903254","29885995535.333146",1853,4356,"370268140.703156","83721298.8120229686683607339","363104.96973546","82101.63481422610695176618664","102727.950384","23227.808404235808194955456","1581685248.167672","357634721.25077078502761515","0.11136558713746643","0.07543264541864507","0.05883617378206693","2018-06-03 00:00:01","2018-06-03 00","2018-06-03 00ADA"
"2018-06-04","ADA",3884,4320,3711264,859.08888889,"6323455832.889297169442878886","0.1782202665222069","0.03770831963741033702332812107",0.171246,"0.036232685713234274316",328.994612,"69.609558050660764886152",0,0,"0",0,"0",109.47586343,"38.961420750908914","0.00002826131560108972","0.211582668869546",NA,"-41.722554180657745","29886454626.338534",1846,4263,"272995833.886063","57761187.1238804529283745374","372084.90371961","78726.71697506314740925199706","94801.419517","20058.337354028326491329282","1586197944.556677","335611994.4646898747717162586","0.11138106513789388","0.07589987495555456","0.05930365283311489","2018-06-04 00:00:01","2018-06-04 00","2018-06-04 00ADA"
"2018-06-05","ADA",3682,4282,3666355,856.22489491,"6521253981.104035889252388805","0.17637526997578443","0.03848075447487615194550407428",0.171246,"0.037361673672898563048",291.371946,"63.570206392496302254648",0,0,"0",0,"0",109.65570291,"40.71327821896226","0.000028665242112541537","0.218175453282988",NA,"-36.3948482766233","29889952709.966588",1652,3916,"272580011.050786","59470267.46688711372329782857","367335.4661411","80143.5818322521833106376068","99996.48657","21816.77878411597195147116","1438485685.408563","313842266.4551029097464374262","0.11099998040983504","0.07578095482132087","0.05948063747165925","2018-06-05 00:00:01","2018-06-05 00","2018-06-05 00ADA"
"2018-06-06","ADA",3802,4320,3680015,851.85532407,"6401121844.553689349907197664","0.17716900127226215","0.03793852687328645943631393656",0.171246,"0.036670190192915905248",278.50967,"59.63936424480714941296",0,0,"0",0,"0",84.31439043,"40.409078118948194","0.000027988991525423768","0.214137499228688",NA,"-35.01007351136691","29892577748.456918",1572,3657,"354537079.587052","75919683.60661364371955174778","302397.79046106","64754.70662161219119389888928","99711.815148","21352.038739345930434565824","1105868719.716106","236807962.1152378346333308489","0.1108724953797339","0.07579385820904767","0.05929647423307947","2018-06-06 00:00:01","2018-06-06 00","2018-06-06 00ADA"
"2018-06-07","ADA",3286,4319,3480555,805.87057189,"6249699121.626795131645123516","0.17630281389252722","0.03685893858674408469239109737",0.171246,"0.035801730317664067536",269.038094,"56.246740283372197085904",0,0,"0",0,"0",134.65262345,"39.91556154991243","0.000027272045813489954","0.209066082230616",NA,"-35.473474611199414","29893414823.418824",1526,3502,"222003954.003794","46413496.9032790885716469571","354881.30041008","74193.64313364172488193100928","140373.585017","29347.355468170488076280472","1242794314.036102","259826138.2540137052181136988","0.11085154385036122","0.07560262011959884","0.05932104679483102","2018-06-07 00:00:01","2018-06-07 00","2018-06-07 00ADA"
