"symbol","model","eval_set","rmse","rsq","last_refreshed"
"DOT","xgb","test",1.89453651394781,0.138975751046461,"2021-01-31 03:21:50"
"ELF","lm","holdout",0.772416057116645,0.628609437518183,"2021-01-31 03:21:50"
"ELF","lm","test",1.26754627167823,0.567684201545277,"2021-01-31 03:21:50"
"ELF","nnet","holdout",1.34493171300787,0.0313653508036494,"2021-01-31 03:21:50"
"ELF","nnet","test",2.08651605423931,0.211003315637327,"2021-01-31 03:21:50"
"ELF","pcr","holdout",1.15602258203007,0.159728953152898,"2021-01-31 03:21:50"
"ELF","pcr","test",1.69451047749026,0.325097049353209,"2021-01-31 03:21:50"
"ELF","rf","holdout",3.64958050658742,0.0243102223383518,"2021-01-31 03:21:50"
"ELF","rf","test",2.70371682681935,0.21350858686866,"2021-01-31 03:21:50"
"ELF","xgb","holdout",4.9741889372173,0.000286140322937449,"2021-01-31 03:21:50"
"ELF","xgb","test",2.64429305625958,0.149189113763229,"2021-01-31 03:21:50"
"ENJ","lm","holdout",1.21614016494508,0.84230469048778,"2021-01-31 03:21:50"
"ENJ","lm","test",2.00617352701785,0.513721560527649,"2021-01-31 03:21:50"
"ENJ","nnet","holdout",2.52360757229278,0.413895060245275,"2021-01-31 03:21:50"
"ENJ","nnet","test",2.8829462144196,0.0855453254913408,"2021-01-31 03:21:50"
"ENJ","pcr","holdout",1.80244387619009,0.637256856859381,"2021-01-31 03:21:50"
"ENJ","pcr","test",2.65233102050457,0.11573998322876,"2021-01-31 03:21:50"
"ENJ","rf","holdout",3.37005997430357,0.063710358935124,"2021-01-31 03:21:50"
"ENJ","rf","test",3.11139831844138,0.0758844814197071,"2021-01-31 03:21:50"
"ENJ","xgb","holdout",3.35053096924088,0.0433293027596272,"2021-01-31 03:21:50"
"ENJ","xgb","test",4.0736795084326,0.00607699549562918,"2021-01-31 03:21:50"
"EOS","lm","holdout",1.18762846158965,0.472934899164093,"2021-01-31 03:21:50"
"EOS","lm","test",1.07340392878141,0.579011093141875,"2021-01-31 03:21:50"
"EOS","nnet","holdout",1.53815388742325,0.143142574718673,"2021-01-31 03:21:50"
"EOS","nnet","test",1.99620709304815,0.0995103502103621,"2021-01-31 03:21:50"
"EOS","pcr","holdout",1.50524103790544,0.118236723003764,"2021-01-31 03:21:50"
"EOS","pcr","test",1.4484216614176,0.114579461860882,"2021-01-31 03:21:50"
"EOS","rf","holdout",2.40199926329571,0.088353100617695,"2021-01-31 03:21:50"
"EOS","rf","test",2.93185962300065,0.0920040575093288,"2021-01-31 03:21:50"
"EOS","xgb","holdout",1.81412895928573,0.139180486490054,"2021-01-31 03:21:50"
"EOS","xgb","test",2.92593313962699,0.033943953691831,"2021-01-31 03:21:50"
