"index","bitex","rank","name","symbol","price","performance15min","performance1h","performance3h","performance1d","performance7d","performance1m","performance3m","performance6m","volatility","date","pk_dummy","date_time","pkey"
48.55,70.03,2,"Ethereum","ETH",203.02,-0.47,0.5,-0.1,2.46,7.85,19.24,-23.61,9.65,138.17,2020-05-17,"2020-05-17 20","2020-05-17 14:00:37","2020-05-17 20ETH"
48.27,70.27,2,"Ethereum","ETH",204.48,-0.07,1.16,4.7,3.17,8.63,20.09,-23.06,10.44,134.69,2020-05-17,"2020-05-17 21","2020-05-17 15:00:56","2020-05-17 21ETH"
48.27,70.27,2,"Ethereum","ETH",204.48,-0.07,1.16,4.7,3.17,8.63,20.09,-23.06,10.44,134.69,2020-05-17,"2020-05-17 21","2020-05-17 15:00:56","2020-05-17 21ETH"
48.27,70.27,2,"Ethereum","ETH",204.49,-0.06,1.17,4.71,3.18,8.63,20.1,-23.06,10.44,134.69,2020-05-17,"2020-05-17 21","2020-05-17 15:00:59","2020-05-17 21ETH"
47.74,69.97,2,"Ethereum","ETH",206.51,-0.63,-0.15,2.23,5.02,9.71,21.29,-22.3,11.53,132.03,2020-05-17,"2020-05-17 22","2020-05-17 16:00:52","2020-05-17 22ETH"
47.74,69.97,2,"Ethereum","ETH",206.51,-0.63,-0.15,2.23,5.02,9.71,21.29,-22.3,11.53,132.03,2020-05-17,"2020-05-17 22","2020-05-17 16:00:43","2020-05-17 22ETH"
46.97,69.59,2,"Ethereum","ETH",204.88,-0.55,-0.9,1.36,2.47,8.84,20.33,-22.91,10.65,129.34,2020-05-17,"2020-05-17 23","2020-05-17 17:00:46","2020-05-17 23ETH"
46.97,69.59,2,"Ethereum","ETH",204.88,-0.55,-0.9,1.36,2.47,8.84,20.33,-22.91,10.65,129.34,2020-05-17,"2020-05-17 23","2020-05-17 17:00:46","2020-05-17 23ETH"
46.97,69.59,2,"Ethereum","ETH",205.69,-0.15,-0.51,1.76,2.88,9.27,20.8,-22.61,11.09,129.34,2020-05-17,"2020-05-17 23","2020-05-17 17:00:39","2020-05-17 23ETH"
46.17,69.75,2,"Ethereum","ETH",205.78,0.12,0.02,-0.51,8.44,9.32,20.85,-22.58,11.14,126.41,2020-05-18,"2020-05-18 00","2020-05-17 18:00:52","2020-05-18 00ETH"
46.17,69.75,2,"Ethereum","ETH",205.78,0.12,0.02,-0.51,8.44,9.32,20.85,-22.58,11.14,126.41,2020-05-18,"2020-05-18 00","2020-05-17 18:00:52","2020-05-18 00ETH"
46.17,69.75,2,"Ethereum","ETH",205.78,0.12,0.02,-0.51,8.44,9.32,20.86,-22.57,11.14,126.41,2020-05-18,"2020-05-18 00","2020-05-17 18:00:52","2020-05-18 00ETH"
45.58,70.17,2,"Ethereum","ETH",206.48,-0.45,0.3,-0.12,2.69,10.41,11.1,-26.45,14.36,123.71,2020-05-18,"2020-05-18 01","2020-05-17 19:01:24","2020-05-18 01ETH"
45.57,70.22,2,"Ethereum","ETH",206.51,-0.44,0.32,-0.11,2.71,10.42,11.12,-26.44,14.38,123.71,2020-05-18,"2020-05-18 01","2020-05-17 19:02:21","2020-05-18 01ETH"
50.69,71.06,2,"Ethereum","ETH",213.23,0.15,2.96,3.64,6.33,14.01,14.73,-24.05,18.1,121.88,2020-05-18,"2020-05-18 02","2020-05-17 20:00:43","2020-05-18 02ETH"
50.69,71.06,2,"Ethereum","ETH",213.23,0.15,2.96,3.64,6.33,14.01,14.73,-24.05,18.1,121.88,2020-05-18,"2020-05-18 02","2020-05-17 20:00:43","2020-05-18 02ETH"
50.69,71.06,2,"Ethereum","ETH",213.03,0.06,2.87,3.54,6.23,13.91,14.62,-24.12,17.99,121.88,2020-05-18,"2020-05-18 02","2020-05-17 20:00:44","2020-05-18 02ETH"
51.16,71.2,2,"Ethereum","ETH",212.55,0.41,-0.23,3.25,5.79,13.65,14.36,-24.29,17.72,119.97,2020-05-18,"2020-05-18 03","2020-05-17 21:01:03","2020-05-18 03ETH"
51.16,71.2,2,"Ethereum","ETH",212.55,0.41,-0.23,3.25,5.79,13.65,14.36,-24.29,17.72,119.97,2020-05-18,"2020-05-18 03","2020-05-17 21:01:03","2020-05-18 03ETH"
51.16,71.24,2,"Ethereum","ETH",212.53,0.4,-0.24,3.24,5.78,13.64,14.36,-24.29,17.72,119.97,2020-05-18,"2020-05-18 03","2020-05-17 21:00:53","2020-05-18 03ETH"
50.77,71.29,2,"Ethereum","ETH",210.88,1.26,-0.81,1.83,4.87,12.76,13.47,-24.88,16.8,117.74,2020-05-18,"2020-05-18 04","2020-05-17 22:01:35","2020-05-18 04ETH"
50.77,71.29,2,"Ethereum","ETH",210.88,1.26,-0.81,1.83,4.87,12.76,13.47,-24.88,16.8,117.74,2020-05-18,"2020-05-18 04","2020-05-17 22:01:35","2020-05-18 04ETH"
50.77,71.29,2,"Ethereum","ETH",211.96,1.78,-0.31,2.35,5.41,13.33,14.05,-24.5,17.4,117.74,2020-05-18,"2020-05-18 04","2020-05-17 22:00:40","2020-05-18 04ETH"
50.74,71.54,2,"Ethereum","ETH",212.72,2.11,1.14,-0.15,6.55,13.74,14.46,-24.22,17.82,115.51,2020-05-18,"2020-05-18 05","2020-05-17 23:00:54","2020-05-18 05ETH"
50.74,71.54,2,"Ethereum","ETH",212.72,2.11,1.14,-0.15,6.55,13.74,14.46,-24.22,17.82,115.51,2020-05-18,"2020-05-18 05","2020-05-17 23:00:54","2020-05-18 05ETH"
50.74,71.54,2,"Ethereum","ETH",211.67,1.61,0.64,-0.64,6.03,13.18,13.89,-24.6,17.24,115.51,2020-05-18,"2020-05-18 05","2020-05-17 23:01:27","2020-05-18 05ETH"
50.22,71.39,2,"Ethereum","ETH",213.66,-0.62,0.34,0.5,6.44,14.25,14.96,-23.89,18.34,113.42,2020-05-18,"2020-05-18 06","2020-05-18 00:01:17","2020-05-18 06ETH"
50.22,71.39,2,"Ethereum","ETH",213.66,-0.62,0.34,0.5,6.44,14.25,14.96,-23.89,18.34,113.42,2020-05-18,"2020-05-18 06","2020-05-18 00:01:17","2020-05-18 06ETH"
50.22,71.39,2,"Ethereum","ETH",213.62,-0.65,0.32,0.48,6.42,14.22,14.94,-23.91,18.32,113.42,2020-05-18,"2020-05-18 06","2020-05-18 00:01:02","2020-05-18 06ETH"
49.44,70.45,2,"Ethereum","ETH",211.38,0.05,-0.27,-0.73,6.3,13.02,13.73,-24.7,17.08,111.32,2020-05-18,"2020-05-18 07","2020-05-18 01:00:59","2020-05-18 07ETH"
49.44,70.45,2,"Ethereum","ETH",211.38,0.05,-0.27,-0.73,6.3,13.02,13.73,-24.7,17.08,111.32,2020-05-18,"2020-05-18 07","2020-05-18 01:00:59","2020-05-18 07ETH"
49.44,70.45,2,"Ethereum","ETH",212.19,0.43,0.11,-0.35,6.71,13.46,14.17,-24.41,17.53,111.32,2020-05-18,"2020-05-18 07","2020-05-18 01:01:06","2020-05-18 07ETH"
48.68,70.15,2,"Ethereum","ETH",212.78,0.48,0.11,0.02,7.26,13.77,14.49,-24.2,17.85,109.35,2020-05-18,"2020-05-18 08","2020-05-18 02:01:08","2020-05-18 08ETH"
48.68,70.15,2,"Ethereum","ETH",212.78,0.48,0.11,0.02,7.26,13.77,14.49,-24.2,17.85,109.35,2020-05-18,"2020-05-18 08","2020-05-18 02:01:08","2020-05-18 08ETH"
48.68,70.15,2,"Ethereum","ETH",212.87,0.52,0.15,0.06,7.31,13.82,14.54,-24.17,17.9,109.35,2020-05-18,"2020-05-18 08","2020-05-18 02:01:12","2020-05-18 08ETH"
47.8,69.37,2,"Ethereum","ETH",210.59,-0.32,0.2,-1.01,6.16,12.6,13.31,-24.98,16.64,107.65,2020-05-18,"2020-05-18 09","2020-05-18 03:01:21","2020-05-18 09ETH"
47.8,69.37,2,"Ethereum","ETH",210.59,-0.32,0.2,-1.01,6.16,12.6,13.31,-24.98,16.64,107.65,2020-05-18,"2020-05-18 09","2020-05-18 03:01:21","2020-05-18 09ETH"
47.8,69.37,2,"Ethereum","ETH",210.6,-0.32,0.2,-0.48,6.02,12.61,13.31,-24.98,16.64,107.65,2020-05-18,"2020-05-18 09","2020-05-18 03:01:29","2020-05-18 09ETH"
46.67,69.17,2,"Ethereum","ETH",208.74,-0.39,-0.68,-1.36,5.08,11.61,12.31,-25.64,15.61,105.71,2020-05-18,"2020-05-18 10","2020-05-18 04:00:37","2020-05-18 10ETH"
46.67,69.17,2,"Ethereum","ETH",208.74,-0.39,-0.68,-1.36,5.08,11.61,12.31,-25.64,15.61,105.71,2020-05-18,"2020-05-18 10","2020-05-18 04:00:37","2020-05-18 10ETH"
46.67,69.11,2,"Ethereum","ETH",209.23,0.37,0.21,-1.65,4.77,11.88,12.58,-25.47,15.89,105.4,2020-05-18,"2020-05-18 10","2020-05-18 04:06:31","2020-05-18 10ETH"
45.56,69.56,2,"Ethereum","ETH",209.03,0.53,-0.21,-0.54,6.23,11.77,12.47,-25.54,15.78,103.33,2020-05-18,"2020-05-18 11","2020-05-18 05:01:51","2020-05-18 11ETH"
45.56,69.56,2,"Ethereum","ETH",209.03,0.53,-0.21,-0.54,6.23,11.77,12.47,-25.54,15.78,103.33,2020-05-18,"2020-05-18 11","2020-05-18 05:01:51","2020-05-18 11ETH"
45.54,69.46,2,"Ethereum","ETH",208.1,-0.18,-0.66,-0.98,5.75,11.27,11.97,-25.87,15.26,103.28,2020-05-18,"2020-05-18 11","2020-05-18 05:04:01","2020-05-18 11ETH"
44.5,69.79,2,"Ethereum","ETH",210.67,0.35,0.57,0.24,7.06,12.65,13.36,-24.95,16.69,101.24,2020-05-18,"2020-05-18 12","2020-05-18 06:01:20","2020-05-18 12ETH"
44.5,69.79,2,"Ethereum","ETH",210.67,0.35,0.57,0.24,7.06,12.65,13.36,-24.95,16.69,101.24,2020-05-18,"2020-05-18 12","2020-05-18 06:01:20","2020-05-18 12ETH"
44.49,70.05,2,"Ethereum","ETH",210.72,0.37,0.59,0.26,7.09,12.67,13.38,-24.94,16.71,101.24,2020-05-18,"2020-05-18 12","2020-05-18 06:00:52","2020-05-18 12ETH"
43.58,69.56,2,"Ethereum","ETH",210.93,-0.15,0.02,1.02,3.11,12.78,13.49,-24.87,16.82,99.38,2020-05-18,"2020-05-18 13","2020-05-18 07:00:52","2020-05-18 13ETH"
43.58,69.56,2,"Ethereum","ETH",210.93,-0.15,0.02,1.02,3.11,12.78,13.49,-24.87,16.82,99.38,2020-05-18,"2020-05-18 13","2020-05-18 07:00:52","2020-05-18 13ETH"
43.58,69.56,2,"Ethereum","ETH",210.96,-0.13,0.04,1.04,3.13,12.8,13.51,-24.85,16.85,99.38,2020-05-18,"2020-05-18 13","2020-05-18 07:00:55","2020-05-18 13ETH"
42.71,69.67,2,"Ethereum","ETH",211.88,0.45,-0.25,0.47,4.2,13.29,14.01,-24.52,17.35,97.62,2020-05-18,"2020-05-18 14","2020-05-18 08:00:51","2020-05-18 14ETH"
42.71,69.67,2,"Ethereum","ETH",211.88,0.45,-0.25,0.47,4.2,13.29,14.01,-24.52,17.35,97.62,2020-05-18,"2020-05-18 14","2020-05-18 08:00:51","2020-05-18 14ETH"
42.71,69.67,2,"Ethereum","ETH",211.98,0.5,-0.21,0.52,4.25,13.35,14.06,-24.49,17.41,97.62,2020-05-18,"2020-05-18 14","2020-05-18 08:00:46","2020-05-18 14ETH"
41.85,69.77,2,"Ethereum","ETH",215.26,1.08,1.39,2.07,5.86,15.1,15.82,-23.32,19.22,96.22,2020-05-18,"2020-05-18 15","2020-05-18 09:00:58","2020-05-18 15ETH"
41.85,69.77,2,"Ethereum","ETH",215.27,1.09,1.4,2.08,5.87,15.11,15.83,-23.32,19.23,96.22,2020-05-18,"2020-05-18 15","2020-05-18 09:00:54","2020-05-18 15ETH"
41.07,69.58,2,"Ethereum","ETH",210,-0.45,-3.11,-0.55,2.27,12.29,12.99,-25.19,16.31,94.71,2020-05-18,"2020-05-18 16","2020-05-18 10:00:37","2020-05-18 16ETH"
41.07,69.58,2,"Ethereum","ETH",210,-0.45,-3.11,-0.55,2.27,12.29,12.99,-25.19,16.31,94.71,2020-05-18,"2020-05-18 16","2020-05-18 10:00:37","2020-05-18 16ETH"
40.2,69.57,2,"Ethereum","ETH",210.12,0.74,-0.14,-3.06,7.59,12.35,13.06,-25.15,16.38,92.76,2020-05-18,"2020-05-18 17","2020-05-18 11:00:41","2020-05-18 17ETH"
40.2,69.57,2,"Ethereum","ETH",210.12,0.74,-0.14,-3.06,7.59,12.35,13.06,-25.15,16.38,92.76,2020-05-18,"2020-05-18 17","2020-05-18 11:00:41","2020-05-18 17ETH"
41.06,69.58,2,"Ethereum","ETH",209.76,-0.56,-3.22,-0.66,2.16,12.16,12.87,-25.28,16.18,94.71,2020-05-18,"2020-05-18 16","2020-05-18 10:05:06","2020-05-18 16ETH"
39.36,69.61,2,"Ethereum","ETH",210.45,0.63,0.12,-2.9,7.76,12.53,13.24,-25.03,16.56,90.9,2020-05-18,"2020-05-18 18","2020-05-18 12:00:39","2020-05-18 18ETH"
40.18,69.59,2,"Ethereum","ETH",210.03,0.69,-0.18,-3.1,7.54,12.3,13.01,-25.18,16.33,92.76,2020-05-18,"2020-05-18 17","2020-05-18 11:01:52","2020-05-18 17ETH"
53.89,69.81,2,"Ethereum","ETH",210.2,0.19,-0.16,0.04,4.05,12.4,13.1,-25.12,16.42,89,2020-05-18,"2020-05-18 19","2020-05-18 13:00:41","2020-05-18 19ETH"
39.36,69.61,2,"Ethereum","ETH",210.39,0.6,0.09,-2.93,7.73,12.5,13.2,-25.06,16.53,90.9,2020-05-18,"2020-05-18 18","2020-05-18 12:00:48","2020-05-18 18ETH"
52.64,69.92,2,"Ethereum","ETH",211.86,0.5,0.61,0.79,4.81,13.28,13.99,-24.53,17.34,87.22,2020-05-18,"2020-05-18 20","2020-05-18 14:00:45","2020-05-18 20ETH"
52.64,69.92,2,"Ethereum","ETH",211.86,0.5,0.61,0.79,4.81,13.28,13.99,-24.53,17.34,87.22,2020-05-18,"2020-05-18 20","2020-05-18 14:00:45","2020-05-18 20ETH"
53.94,69.36,2,"Ethereum","ETH",210.19,0.18,-0.17,0.04,4.05,12.39,13.1,-25.13,16.42,89,2020-05-18,"2020-05-18 19","2020-05-18 13:00:37","2020-05-18 19ETH"
51.71,69.21,2,"Ethereum","ETH",210.8,0.29,-0.25,0.12,1.92,12.71,13.42,-24.91,16.75,85.3,2020-05-18,"2020-05-18 21","2020-05-18 15:02:14","2020-05-18 21ETH"
51.71,69.21,2,"Ethereum","ETH",210.8,0.29,-0.25,0.12,1.92,12.71,13.42,-24.91,16.75,85.3,2020-05-18,"2020-05-18 21","2020-05-18 15:02:14","2020-05-18 21ETH"
52.64,69.92,2,"Ethereum","ETH",211.79,0.47,0.57,0.75,4.78,13.24,13.95,-24.56,17.3,87.22,2020-05-18,"2020-05-18 20","2020-05-18 14:01:04","2020-05-18 20ETH"
50.57,70.18,2,"Ethereum","ETH",211.51,-0.02,0.55,0.44,2.31,13.1,13.81,-24.66,17.15,83.64,2020-05-18,"2020-05-18 22","2020-05-18 16:00:37","2020-05-18 22ETH"
51.71,69.21,2,"Ethereum","ETH",211.74,0.41,0.65,0.55,2.42,13.22,13.93,-24.58,17.27,85.13,2020-05-18,"2020-05-18 21","2020-05-18 15:04:08","2020-05-18 21ETH"
50.57,70.18,2,"Ethereum","ETH",211.51,-0.02,0.55,0.44,2.31,13.1,13.81,-24.66,17.15,83.64,2020-05-18,"2020-05-18 22","2020-05-18 16:00:37","2020-05-18 22ETH"
49.78,68.96,2,"Ethereum","ETH",211.62,-1.02,0,0.14,2.86,13.16,13.87,-24.62,17.21,82.37,2020-05-18,"2020-05-18 23","2020-05-18 17:00:48","2020-05-18 23ETH"
48.79,70.54,2,"Ethereum","ETH",213.41,-0.06,0.73,1.45,3.66,14.11,14.83,-23.98,18.2,80.99,2020-05-19,"2020-05-19 00","2020-05-18 18:00:48","2020-05-19 00ETH"
50.57,70.18,2,"Ethereum","ETH",211.51,-0.02,0.55,0.44,2.31,13.1,13.81,-24.66,17.15,83.64,2020-05-18,"2020-05-18 22","2020-05-18 16:00:40","2020-05-18 22ETH"
47.84,69.66,2,"Ethereum","ETH",210.64,-0.06,-1.2,-0.47,1.71,10.9,17.34,-18.76,19.29,79.59,2020-05-19,"2020-05-19 01","2020-05-18 19:01:09","2020-05-19 01ETH"
46.72,69.93,2,"Ethereum","ETH",211.34,-0.08,0.22,-0.24,-0.8,11.27,17.73,-18.49,19.68,78.27,2020-05-19,"2020-05-19 02","2020-05-18 20:01:06","2020-05-19 02ETH"
46.72,69.93,2,"Ethereum","ETH",211.34,-0.08,0.22,-0.24,-0.8,11.27,17.73,-18.49,19.68,78.27,2020-05-19,"2020-05-19 02","2020-05-18 20:01:06","2020-05-19 02ETH"
49.78,68.96,2,"Ethereum","ETH",211.9,-0.89,0.13,0.27,2.99,13.3,14.01,-24.52,17.36,82.37,2020-05-18,"2020-05-18 23","2020-05-18 17:00:39","2020-05-18 23ETH"
45.58,69.61,2,"Ethereum","ETH",211.14,0.5,0.05,0.12,0.39,11.17,17.62,-18.57,19.57,76.51,2020-05-19,"2020-05-19 03","2020-05-18 21:00:58","2020-05-19 03ETH"
44.46,68.82,2,"Ethereum","ETH",209.37,-0.6,-0.94,-0.71,-0.45,10.24,16.63,-19.25,18.57,75.01,2020-05-19,"2020-05-19 04","2020-05-18 22:00:54","2020-05-19 04ETH"
44.46,68.82,2,"Ethereum","ETH",209.37,-0.6,-0.94,-0.71,-0.45,10.24,16.63,-19.25,18.57,75.01,2020-05-19,"2020-05-19 04","2020-05-18 22:00:54","2020-05-19 04ETH"
48.79,70.54,2,"Ethereum","ETH",213.46,-0.04,0.75,1.47,3.69,14.14,14.85,-23.96,18.23,80.99,2020-05-19,"2020-05-19 00","2020-05-18 18:00:41","2020-05-19 00ETH"
47.84,69.66,2,"Ethereum","ETH",210.64,-0.06,-1.2,-0.47,1.71,10.9,17.34,-18.76,19.29,79.59,2020-05-19,"2020-05-19 01","2020-05-18 19:01:14","2020-05-19 01ETH"
43.33,69.3,2,"Ethereum","ETH",210.79,0.38,0.47,-0.28,-0.92,10.98,17.42,-18.7,19.37,73.2,2020-05-19,"2020-05-19 05","2020-05-18 23:06:24","2020-05-19 05ETH"
43.33,69.3,2,"Ethereum","ETH",210.79,0.38,0.47,-0.28,-0.92,10.98,17.42,-18.7,19.37,73.2,2020-05-19,"2020-05-19 05","2020-05-18 23:06:24","2020-05-19 05ETH"
42.76,69.71,2,"Ethereum","ETH",211.55,0.59,0.83,0.08,-0.56,11.38,17.84,-18.41,19.8,71.77,2020-05-19,"2020-05-19 06","2020-05-19 00:00:48","2020-05-19 06ETH"
46.72,69.93,2,"Ethereum","ETH",211.37,-0.06,0.24,-0.23,-0.78,11.29,17.75,-18.48,19.7,78.27,2020-05-19,"2020-05-19 02","2020-05-18 20:00:54","2020-05-19 02ETH"
45.58,69.61,2,"Ethereum","ETH",211.13,0.5,0.04,0.12,0.38,11.16,17.61,-18.57,19.56,76.51,2020-05-19,"2020-05-19 03","2020-05-18 21:00:58","2020-05-19 03ETH"
44.68,68.39,2,"Ethereum","ETH",208.92,-0.91,-1.26,-0.24,-1.27,10,16.38,-19.43,18.31,70.34,2020-05-19,"2020-05-19 07","2020-05-19 01:02:20","2020-05-19 07ETH"
44.46,68.82,2,"Ethereum","ETH",209.34,-0.61,-0.96,-0.73,-0.47,10.22,16.61,-19.26,18.55,75.01,2020-05-19,"2020-05-19 04","2020-05-18 22:00:53","2020-05-19 04ETH"
43.64,69.15,2,"Ethereum","ETH",210.26,0.24,0.74,0.22,-1.17,10.7,17.13,-18.91,19.07,68.69,2020-05-19,"2020-05-19 08","2020-05-19 02:00:59","2020-05-19 08ETH"
43.42,69.12,2,"Ethereum","ETH",210.02,-0.08,0.17,-0.64,-1.28,10.58,16.99,-19,18.94,73.34,2020-05-19,"2020-05-19 05","2020-05-18 23:02:18","2020-05-19 05ETH"
42.75,70.53,2,"Ethereum","ETH",211.38,-0.88,0.76,-0.1,0.58,11.29,17.75,-18.47,19.71,67.54,2020-05-19,"2020-05-19 09","2020-05-19 03:00:33","2020-05-19 09ETH"
42.76,69.71,2,"Ethereum","ETH",211.56,0.6,0.84,0.09,-0.56,11.39,17.85,-18.41,19.81,71.77,2020-05-19,"2020-05-19 06","2020-05-19 00:00:50","2020-05-19 06ETH"
42.41,68.58,2,"Ethereum","ETH",208.77,-1.01,-1.09,0.03,-0.01,9.92,16.3,-19.48,18.23,66.21,2020-05-19,"2020-05-19 10","2020-05-19 04:00:35","2020-05-19 10ETH"
44.68,68.75,2,"Ethereum","ETH",208.55,-1.09,-1.44,-0.42,-1.45,9.8,16.17,-19.57,18.1,70.34,2020-05-19,"2020-05-19 07","2020-05-19 01:00:59","2020-05-19 07ETH"
41.62,70.13,2,"Ethereum","ETH",211.67,-0.44,1.6,0.9,1.05,11.45,17.91,-18.36,19.87,64.81,2020-05-19,"2020-05-19 11","2020-05-19 05:00:47","2020-05-19 11ETH"
43.64,69.15,2,"Ethereum","ETH",210.28,0.25,0.75,0.23,-1.16,10.71,17.14,-18.9,19.08,68.69,2020-05-19,"2020-05-19 08","2020-05-19 02:00:50","2020-05-19 08ETH"
40.97,69.35,2,"Ethereum","ETH",210.33,0.08,-0.56,-0.36,-0.26,10.74,17.16,-18.88,19.11,63.69,2020-05-19,"2020-05-19 12","2020-05-19 06:01:06","2020-05-19 12ETH"
42.75,70.53,2,"Ethereum","ETH",211.38,-0.88,0.76,-0.1,0.58,11.29,17.75,-18.47,19.71,67.54,2020-05-19,"2020-05-19 09","2020-05-19 03:00:31","2020-05-19 09ETH"
39.97,69.2,2,"Ethereum","ETH",207.45,-0.29,-1.47,-0.43,-1.75,9.22,15.56,-19.99,17.48,62.22,2020-05-19,"2020-05-19 13","2020-05-19 07:00:35","2020-05-19 13ETH"
39.04,69.46,2,"Ethereum","ETH",210.2,0.05,1.64,-0.62,-0.99,10.67,17.09,-18.93,19.04,60.72,2020-05-19,"2020-05-19 14","2020-05-19 08:00:55","2020-05-19 14ETH"
39.04,69.46,2,"Ethereum","ETH",210.2,0.05,1.64,-0.62,-0.99,10.67,17.09,-18.93,19.04,60.72,2020-05-19,"2020-05-19 14","2020-05-19 08:00:55","2020-05-19 14ETH"
42.41,68.58,2,"Ethereum","ETH",208.77,-1.01,-1.09,0.03,-0.01,9.92,16.3,-19.48,18.23,66.21,2020-05-19,"2020-05-19 10","2020-05-19 04:00:38","2020-05-19 10ETH"
38.14,69.7,2,"Ethereum","ETH",209.99,0.49,-0.09,-0.26,-3.11,10.56,16.98,-19.01,18.92,59.35,2020-05-19,"2020-05-19 15","2020-05-19 09:00:58","2020-05-19 15ETH"
38.14,69.7,2,"Ethereum","ETH",209.99,0.49,-0.09,-0.26,-3.11,10.56,16.98,-19.01,18.92,59.35,2020-05-19,"2020-05-19 15","2020-05-19 09:00:58","2020-05-19 15ETH"
41.62,70.13,2,"Ethereum","ETH",211.73,-0.41,1.62,0.92,1.07,11.48,17.94,-18.34,19.9,64.81,2020-05-19,"2020-05-19 11","2020-05-19 05:00:40","2020-05-19 11ETH"
37.46,69.21,2,"Ethereum","ETH",210.12,0.36,-0.02,1.6,0,10.63,17.05,-18.96,18.99,58.04,2020-05-19,"2020-05-19 16","2020-05-19 10:01:04","2020-05-19 16ETH"
37.46,69.21,2,"Ethereum","ETH",210.12,0.36,-0.02,1.6,0,10.63,17.05,-18.96,18.99,58.04,2020-05-19,"2020-05-19 16","2020-05-19 10:01:04","2020-05-19 16ETH"
41.01,68.86,2,"Ethereum","ETH",210.54,0.18,-0.46,-0.26,-0.16,10.85,17.28,-18.8,19.23,63.69,2020-05-19,"2020-05-19 12","2020-05-19 06:00:33","2020-05-19 12ETH"
36.84,69.86,2,"Ethereum","ETH",211.07,-0.41,0.42,0.42,0.41,11.13,17.58,-18.6,19.53,57.12,2020-05-19,"2020-05-19 17","2020-05-19 11:00:56","2020-05-19 17ETH"
36.84,69.86,2,"Ethereum","ETH",211.07,-0.41,0.42,0.42,0.41,11.13,17.58,-18.6,19.53,57.12,2020-05-19,"2020-05-19 17","2020-05-19 11:00:56","2020-05-19 17ETH"
39.97,69.2,2,"Ethereum","ETH",207.45,-0.29,-1.47,-0.43,-1.75,9.22,15.56,-19.99,17.48,62.22,2020-05-19,"2020-05-19 13","2020-05-19 07:00:34","2020-05-19 13ETH"
36.1,69.28,2,"Ethereum","ETH",209.92,-0.53,-0.55,-0.12,-0.3,10.52,16.93,-19.04,18.88,55.95,2020-05-19,"2020-05-19 18","2020-05-19 12:01:10","2020-05-19 18ETH"
39.04,69.46,2,"Ethereum","ETH",210.14,0.02,1.61,-0.65,-1.02,10.64,17.06,-18.95,19,60.72,2020-05-19,"2020-05-19 14","2020-05-19 08:01:06","2020-05-19 14ETH"
35.44,70.22,2,"Ethereum","ETH",211.95,0.21,1,0.84,0.65,11.59,18.07,-18.26,20.03,54.76,2020-05-19,"2020-05-19 19","2020-05-19 13:00:37","2020-05-19 19ETH"
38.14,69.7,2,"Ethereum","ETH",210,0.49,-0.09,-0.26,-3.11,10.57,16.98,-19.01,18.92,59.35,2020-05-19,"2020-05-19 15","2020-05-19 09:00:59","2020-05-19 15ETH"
34.72,69.91,2,"Ethereum","ETH",210.68,-0.18,-0.51,-0.19,-0.3,10.92,17.36,-18.75,19.31,53.68,2020-05-19,"2020-05-19 20","2020-05-19 14:00:44","2020-05-19 20ETH"
37.12,69.85,2,"Ethereum","ETH",211.15,0.16,0.23,0.61,0.37,11.17,17.62,-18.56,19.58,52.51,2020-05-19,"2020-05-19 21","2020-05-19 15:00:43","2020-05-19 21ETH"
37.46,69.21,2,"Ethereum","ETH",210.12,0.36,-0.02,1.6,0,10.63,17.05,-18.96,18.99,58.04,2020-05-19,"2020-05-19 16","2020-05-19 10:00:59","2020-05-19 16ETH"
36.59,69.91,2,"Ethereum","ETH",210.97,0.24,-0.02,-0.37,-0.31,11.08,17.52,-18.64,19.47,51.41,2020-05-19,"2020-05-19 22","2020-05-19 16:00:54","2020-05-19 22ETH"
36.84,69.86,2,"Ethereum","ETH",211.15,-0.37,0.46,0.45,0.45,11.17,17.62,-18.57,19.57,57.12,2020-05-19,"2020-05-19 17","2020-05-19 11:00:56","2020-05-19 17ETH"
35.84,70.52,2,"Ethereum","ETH",212.27,-0.32,0.4,0.76,0.2,11.76,18.25,-18.13,20.21,50.6,2020-05-19,"2020-05-19 23","2020-05-19 17:01:18","2020-05-19 23ETH"
35.5,70.45,2,"Ethereum","ETH",213.88,0.92,0.79,1.37,0.32,12.61,19.14,-17.51,21.12,49.65,2020-05-20,"2020-05-20 00","2020-05-19 18:00:54","2020-05-20 00ETH"
36.1,69.28,2,"Ethereum","ETH",209.92,-0.53,-0.55,-0.12,-0.3,10.52,16.93,-19.04,18.88,55.95,2020-05-19,"2020-05-19 18","2020-05-19 12:01:07","2020-05-19 18ETH"
35.44,70.22,2,"Ethereum","ETH",211.96,0.22,1,0.85,0.66,11.6,18.07,-18.25,20.04,54.76,2020-05-19,"2020-05-19 19","2020-05-19 13:00:32","2020-05-19 19ETH"
35.31,70.71,2,"Ethereum","ETH",213.05,-0.05,-0.18,0.4,0.72,7.29,24.48,-17.3,20.46,48.98,2020-05-20,"2020-05-20 01","2020-05-19 19:01:27","2020-05-20 01ETH"
35.01,70.74,2,"Ethereum","ETH",213.87,0.66,0.33,0.79,1.1,7.71,24.96,-16.98,20.92,48.14,2020-05-20,"2020-05-20 02","2020-05-19 20:00:41","2020-05-20 02ETH"
