"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"BNBUSD","BNB","USD","21.20488","6.31","21.21035","36.00","21.21959","278.68","21.22053","140.00","21.22909","220.00","21.14667","36.00","21.14038","6.31","21.13614","140.00","21.12935","278.64","21.12019","220.00","2020-08-13 17:00:23","2020-08-13","2020-08-13 17","2020-08-13 17BNB"
"NEOUSD","NEO","USD","14.56443","118.88","14.56444","14.99","14.56445","7.92","14.56597","31.69","14.57750","16.18","14.52165","64.03","14.52164","31.68","14.52163","12.96","14.52162","7.92","14.50874","0.37","2020-08-13 17:00:30","2020-08-13","2020-08-13 17","2020-08-13 17NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125873","82.4","1.125872","10.7","1.125871","0.5","1.125789","50.0","1.117890","50.0","2020-08-13 17:00:45","2020-08-13","2020-08-13 17","2020-08-13 17LEO"
"LINKUSD","LINK","USD","17.53542","6.59","17.54076","320.35","17.54557","386.31","17.55864","110.00","17.55865","869.89","17.46961","6.59","17.45437","320.35","17.45141","386.31","17.43245","320.00","17.43244","869.89","2020-08-13 17:01:13","2020-08-13","2020-08-13 17","2020-08-13 17LINK"
"LTCUSD","LTC","USD","54.3113","60.000","54.3117","3.750","54.3142","42.452","54.3280","1.000","54.3281","1.090","54.3030","3.750","54.2913","60.000","54.2877","8.335","54.2695","31.136","54.2694","10.000","2020-08-13 17:02:20","2020-08-13","2020-08-13 17","2020-08-13 17LTC"
"XMRUSD","XMR","USD","89.0573","2.250","89.0704","0.750","89.0705","12.000","89.1444","5.785","89.1445","25.874","89.0342","2.250","89.0219","12.000","89.0208","16.842","89.0150","19.407","88.9988","8.600","2020-08-13 17:02:50","2020-08-13","2020-08-13 17","2020-08-13 17XMR"
"BTCUSD","BTC","USD","11530.08","0.20000","11530.09","0.13012","11530.80","2.00000","11531.70","0.00365","11532.11","0.09300","11529.19","0.20000","11529.18","0.18173","11529.17","0.08772","11529.16","0.45600","11527.75","0.01621","2020-08-13 17:03:54","2020-08-13","2020-08-13 17","2020-08-13 17BTC"
"XRPUSDT","XRP","USD","0.281234","1860.0","0.281355","10000.0","0.281392","3039.9","0.281448","6500.0","0.281497","409.8","0.281184","10000.0","0.281167","1860.0","0.281046","3039.9","0.281029","409.8","0.280961","1639.4","2020-08-13 17:04:27","2020-08-13","2020-08-13 17","2020-08-13 17XRP"
"XTZUSD","XTZ","USD","3.790581","20.9","3.800719","9.7","3.804951","30.5","3.808585","6.0","3.817390","20.7","3.764933","30.4","3.750001","32.4","3.750000","4449.5","3.737527","189.8","3.711279","21.2","2020-08-13 18:00:04","2020-08-13","2020-08-13 18","2020-08-13 18XTZ"
"EOSUSD","EOS","USD","3.04541","105.00","3.04570","600.00","3.04585","345.33","3.04705","37.85","3.04710","200.00","3.04503","105.00","3.04496","600.00","3.04420","200.00","3.04419","600.00","3.04291","190.00","2020-08-13 18:00:09","2020-08-13","2020-08-13 18","2020-08-13 18EOS"
"BCHUSD","BCH","USD","282.980","6.0000","282.981","0.3600","283.014","1.9743","283.037","18.0000","283.119","4.0780","282.854","6.0000","282.853","18.0000","282.705","3.0000","282.704","0.6200","282.653","8.1549","2020-08-13 18:00:13","2020-08-13","2020-08-13 18","2020-08-13 18BCH"
"BNBUSD","BNB","USD","21.50601","6.23","21.52116","275.10","21.52793","36.00","21.53771","140.00","21.54670","100.00","21.45413","36.00","21.44741","140.00","21.43340","6.23","21.43215","220.00","21.41649","275.14","2020-08-13 18:00:23","2020-08-13","2020-08-13 18","2020-08-13 18BNB"
"NEOUSD","NEO","USD","14.73962","58.81","14.73963","95.37","14.73964","14.81","14.73965","7.83","14.74666","156.82","14.70834","14.99","14.70820","25.53","14.70410","24.00","14.70170","156.78","14.70169","25.22","2020-08-13 18:00:31","2020-08-13","2020-08-13 18","2020-08-13 18NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125880","42.7","1.125879","10.7","1.125876","0.5","1.125789","50.0","1.117890","50.0","2020-08-13 18:00:47","2020-08-13","2020-08-13 18","2020-08-13 18LEO"
"LINKUSD","LINK","USD","18.02257","0.01","18.12521","6.38","18.14798","310.28","18.15743","374.16","18.17830","320.00","18.02256","1533.36","17.87229","320.00","17.87228","786.08","17.81363","1481.36","17.80000","10.00","2020-08-13 18:01:15","2020-08-13","2020-08-13 18","2020-08-13 18LINK"
"LTCUSD","LTC","USD","54.2270","1.090","54.2271","8.335","54.2321","60.000","54.2374","42.325","54.2376","60.000","54.2037","3.750","54.1861","43.830","54.1860","8.335","54.1856","27.668","54.1855","4.251","2020-08-13 18:02:24","2020-08-13","2020-08-13 18","2020-08-13 18LTC"
"XMRUSD","XMR","USD","89.4159","2.250","89.4521","12.000","89.4687","0.750","89.5197","8.600","89.5435","25.750","89.3869","2.250","89.3506","0.750","89.3505","12.000","89.2966","21.000","89.2965","5.152","2020-08-13 18:02:54","2020-08-13","2020-08-13 18","2020-08-13 18XMR"
"BTCUSD","BTC","USD","11530.05","0.09300","11531.11","0.07563","11532.30","0.20000","11532.31","0.45600","11532.74","0.10000","11529.41","0.09300","11529.33","2.00000","11527.83","0.13010","11527.82","0.01178","11527.30","0.45600","2020-08-13 18:03:58","2020-08-13","2020-08-13 18","2020-08-13 18BTC"
"XRPUSDT","XRP","USD","0.280698","1860.0","0.280787","3039.9","0.280871","410.9","0.280996","4107.2","0.280997","8218.5","0.280579","1860.0","0.280546","10000.0","0.280457","8217.2","0.280456","3039.9","0.280409","411.0","2020-08-13 18:04:32","2020-08-13","2020-08-13 18","2020-08-13 18XRP"
"XTZUSD","XTZ","USD","3.839286","30.0","3.871578","16.6","3.884385","102.6","3.884386","380.0","3.898960","0.5","3.825974","1.8","3.817390","0.1","3.805597","6.6","3.805596","30.0","3.790581","20.7","2020-08-13 19:00:04","2020-08-13","2020-08-13 19","2020-08-13 19XTZ"
"EOSUSD","EOS","USD","3.02999","10.00","3.03060","105.00","3.03093","37.93","3.03154","200.00","3.03155","420.00","3.02944","105.00","3.02938","600.00","3.02920","420.00","3.02890","600.00","3.02858","569.13","2020-08-13 19:00:09","2020-08-13","2020-08-13 19","2020-08-13 19EOS"
"BCHUSD","BCH","USD","280.953","18.0000","280.962","0.3600","281.048","0.6200","281.166","3.0000","281.167","0.8800","280.927","0.3600","280.848","6.0000","280.847","0.6200","280.814","8.1804","280.744","0.7200","2020-08-13 19:00:13","2020-08-13","2020-08-13 19","2020-08-13 19BCH"
"BNBUSD","BNB","USD","21.33326","6.26","21.34413","276.37","21.34893","36.00","21.35463","140.00","21.36764","600.18","21.29443","36.00","21.28795","140.00","21.26807","220.00","21.26538","6.26","21.24977","276.37","2020-08-13 19:00:23","2020-08-13","2020-08-13 19","2020-08-13 19BNB"
"NEOUSD","NEO","USD","14.53728","24.00","14.53841","15.76","14.54384","7.91","14.54493","85.00","14.54494","69.33","14.51375","26.49","14.51374","103.22","14.51373","14.99","14.50894","24.00","14.50853","7.91","2020-08-13 19:00:31","2020-08-13","2020-08-13 19","2020-08-13 19NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125882","98.3","1.125881","0.5","1.125789","50.0","1.117890","50.0","1.100002","0.1","2020-08-13 19:00:46","2020-08-13","2020-08-13 19","2020-08-13 19LEO"
"LINKUSD","LINK","USD","18.01745","6.38","18.02660","310.11","18.03155","373.96","18.04538","210.00","18.05187","110.00","17.95116","6.38","17.94093","310.11","17.93525","110.00","17.93524","373.98","17.93118","842.06","2020-08-13 19:01:14","2020-08-13","2020-08-13 19","2020-08-13 19LINK"
"LTCUSD","LTC","USD","54.1458","3.750","54.1469","1.090","54.1507","60.000","54.1534","29.410","54.1536","60.000","54.1357","3.750","54.1047","8.335","54.0917","42.497","54.0916","5.500","54.0913","27.718","2020-08-13 19:02:21","2020-08-13","2020-08-13 19","2020-08-13 19LTC"
"XMRUSD","XMR","USD","89.1281","0.750","89.1328","2.250","89.1345","9.018","89.1487","12.000","89.1991","5.159","89.0732","2.250","89.0539","12.000","89.0495","16.839","89.0375","0.702","89.0374","5.159","2020-08-13 19:02:50","2020-08-13","2020-08-13 19","2020-08-13 19XMR"
"BTCUSD","BTC","USD","11498.82","1.95500","11499.39","0.04069","11499.53","0.45600","11501.07","0.04408","11501.08","0.20000","11497.33","0.00250","11497.32","0.40000","11497.30","0.10000","11497.29","0.45600","11496.59","0.01440","2020-08-13 19:03:54","2020-08-13","2020-08-13 19","2020-08-13 19BTC"
"XRPUSDT","XRP","USD","0.279732","1860.0","0.279757","10000.0","0.279796","3039.9","0.279803","411.3","0.279910","1644.8","0.279678","343.2","0.279671","10000.0","0.279643","1860.0","0.279601","10000.0","0.279584","3039.9","2020-08-13 19:04:26","2020-08-13","2020-08-13 19","2020-08-13 19XRP"
"XTZUSD","XTZ","USD","3.964394","29.1","3.982273","19.9","4.000000","723.6","4.004084","12.5","4.004085","8.0","3.926536","5.0","3.926535","20.0","3.898960","20.2","3.874302","29.1","3.871578","20.3","2020-08-13 20:00:04","2020-08-13","2020-08-13 20","2020-08-13 20XTZ"
"EOSUSD","EOS","USD","3.04033","600.00","3.04054","105.00","3.04108","103.46","3.04120","757.47","3.04128","420.00","3.03984","105.00","3.03957","420.00","3.03949","600.00","3.03835","200.00","3.03834","37.87","2020-08-13 20:00:09","2020-08-13","2020-08-13 20","2020-08-13 20EOS"
"BCHUSD","BCH","USD","281.572","18.0000","281.586","6.0000","281.587","18.3600","281.701","0.6200","281.762","0.8800","281.563","0.3600","281.467","6.0000","281.466","0.6200","281.331","0.8800","281.284","1.4400","2020-08-13 20:00:12","2020-08-13","2020-08-13 20","2020-08-13 20BCH"
"BNBUSD","BNB","USD","21.45045","6.23","21.45618","36.00","21.46546","275.47","21.46946","140.00","21.47633","598.20","21.38336","36.00","21.38315","6.23","21.37934","140.00","21.37522","275.46","21.36022","220.00","2020-08-13 20:00:22","2020-08-13","2020-08-13 20","2020-08-13 20BNB"
"NEOUSD","NEO","USD","14.49995","24.00","14.50094","24.84","14.50366","148.43","14.50457","17.23","14.50458","69.33","14.47852","24.00","14.47844","103.49","14.47843","14.99","14.47842","7.94","14.47666","31.79","2020-08-13 20:00:29","2020-08-13","2020-08-13 20","2020-08-13 20NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125889","42.8","1.125888","10.7","1.125887","0.5","1.125789","50.0","1.117890","50.0","2020-08-13 20:00:44","2020-08-13","2020-08-13 20","2020-08-13 20LEO"
"LINKUSD","LINK","USD","18.12307","6.37","18.13100","309.41","18.13947","110.00","18.13948","373.11","18.16255","210.00","18.06994","6.37","18.05554","309.42","18.05221","372.98","18.03037","110.00","18.03036","1476.65","2020-08-13 20:01:12","2020-08-13","2020-08-13 20","2020-08-13 20LINK"
"LTCUSD","LTC","USD","54.1239","1.090","54.1241","60.000","54.1269","10.000","54.1271","6.569","54.1272","4.260","54.0723","14.999","54.0722","27.729","54.0721","1.000","54.0720","60.000","54.0705","8.335","2020-08-13 20:02:21","2020-08-13","2020-08-13 20","2020-08-13 20LTC"
"XMRUSD","XMR","USD","88.9876","0.750","88.9898","2.250","89.0048","0.619","89.0235","12.000","89.1016","25.904","88.9397","2.250","88.9142","0.717","88.9141","36.292","88.9007","12.000","88.8930","5.179","2020-08-13 20:02:51","2020-08-13","2020-08-13 20","2020-08-13 20XMR"
"BTCUSD","BTC","USD","11524.24","0.10000","11524.25","2.00000","11524.76","0.09300","11525.06","0.07349","11525.21","0.20000","11523.89","0.09300","11523.36","0.06593","11522.69","0.45600","11522.02","0.00952","11522.00","2.00000","2020-08-13 20:03:55","2020-08-13","2020-08-13 20","2020-08-13 20BTC"
"XRPUSDT","XRP","USD","0.279636","1860.0","0.279659","10000.0","0.279707","3039.9","0.279741","412.1","0.279870","455.6","0.279566","1860.0","0.279466","10000.0","0.279460","3039.9","0.279400","2346.9","0.279354","720.0","2020-08-13 20:04:28","2020-08-13","2020-08-13 20","2020-08-13 20XRP"
"XTZUSD","XTZ","USD","3.914550","20.3","3.914551","9.1","3.930572","29.9","3.954306","20.0","3.956841","0.5","3.898960","0.1","3.871578","20.3","3.858887","29.9","3.856668","6.2","3.850745","1.8","2020-08-13 21:00:04","2020-08-13","2020-08-13 21","2020-08-13 21XTZ"
"EOSUSD","EOS","USD","3.07953","200.00","3.07954","37.77","3.08025","0.20","3.08054","610.00","3.08055","65.00","3.07775","105.00","3.07415","200.00","3.07414","157.65","3.07413","111.40","3.07315","123.70","2020-08-13 21:00:09","2020-08-13","2020-08-13 21","2020-08-13 21EOS"
"BCHUSD","BCH","USD","286.407","6.0000","286.408","0.3600","286.506","0.0010","286.686","0.0010","286.757","6.4000","286.292","6.0000","286.291","0.7000","285.971","13.0000","285.969","9.7444","285.915","6.4000","2020-08-13 21:00:13","2020-08-13","2020-08-13 21","2020-08-13 21BCH"
"BNBUSD","BNB","USD","21.43033","6.31","21.44803","36.00","21.46415","140.00","21.46557","278.67","21.46965","200.00","21.32352","6.31","21.30601","278.76","21.29363","36.00","21.29067","100.00","21.28868","200.00","2020-08-13 21:00:23","2020-08-13","2020-08-13 21","2020-08-13 21BNB"
"NEOUSD","NEO","USD","14.32888","162.69","14.32891","14.99","14.32892","4.13","14.32935","8.13","14.33022","32.55","14.26694","8.13","14.26059","32.55","14.24147","50.00","14.23831","90.00","14.23669","482.38","2020-08-13 21:00:31","2020-08-13","2020-08-13 21","2020-08-13 21NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125895","83.9","1.125894","0.5","1.125789","50.0","1.117890","50.0","1.100002","0.1","2020-08-13 21:00:47","2020-08-13","2020-08-13 21","2020-08-13 21LEO"
"LINKUSD","LINK","USD","17.59540","6.64","17.61096","110.00","17.61097","322.89","17.61690","389.36","17.64989","210.00","17.56821","0.01","17.53327","6.64","17.48933","110.00","17.48932","322.89","17.48734","0.03","2020-08-13 21:01:16","2020-08-13","2020-08-13 21","2020-08-13 21LINK"
"LTCUSD","LTC","USD","54.9309","12.400","54.9310","10.000","54.9311","42.552","54.9544","8.335","54.9753","0.001","54.8299","0.005","54.8298","8.927","54.8296","1.000","54.8291","2.910","54.8252","0.055","2020-08-13 21:02:25","2020-08-13","2020-08-13 21","2020-08-13 21LTC"
"XMRUSD","XMR","USD","89.7682","2.250","89.8610","2.638","89.8611","12.000","89.9607","8.600","89.9978","21.000","89.7200","3.750","89.7113","2.250","89.6115","12.000","89.5479","5.204","89.4987","2.531","2020-08-13 21:02:55","2020-08-13","2020-08-13 21","2020-08-13 21XMR"
"BTCUSD","BTC","USD","11695.03","0.00050","11695.61","0.00005","11697.34","0.01440","11697.35","0.03877","11697.36","0.98813","11693.36","0.10000","11693.35","0.01000","11690.92","0.03278","11690.91","0.01620","11690.90","0.04860","2020-08-13 21:04:00","2020-08-13","2020-08-13 21","2020-08-13 21BTC"
"XRPUSDT","XRP","USD","0.286619","4.3","0.286687","62.5","0.286705","1860.0","0.286788","3039.9","0.286815","63.9","0.286524","996.5","0.286521","8158.4","0.286519","710.0","0.286488","710.0","0.286409","1631.6","2020-08-13 21:04:34","2020-08-13","2020-08-13 21","2020-08-13 21XRP"
"XTZUSD","XTZ","USD","3.820762","21.8","3.844389","20.6","3.854461","5.3","3.871578","20.4","3.877257","30.6","3.790581","20.7","3.787940","30.6","3.784346","1132.7","3.781302","38.7","3.780082","380.0","2020-08-13 22:00:04","2020-08-13","2020-08-13 22","2020-08-13 22XTZ"
"EOSUSD","EOS","USD","3.12102","200.00","3.12103","420.00","3.12251","200.00","3.12264","37.46","3.12282","735.00","3.11870","1.10","3.11869","561.90","3.11868","749.30","3.11867","749.26","3.11866","106.10","2020-08-13 22:00:10","2020-08-13","2020-08-13 22","2020-08-13 22EOS"
"BCHUSD","BCH","USD","291.110","0.3600","291.213","0.6200","291.346","4.0196","291.391","3.0000","291.392","4.5830","291.074","0.3600","290.968","6.0000","290.967","0.6200","290.928","8.0365","290.864","1.2070","2020-08-13 22:00:14","2020-08-13","2020-08-13 22","2020-08-13 22BCH"
"BNBUSD","BNB","USD","21.68566","6.26","21.69379","36.00","21.69887","276.81","21.70036","140.00","21.71419","220.00","21.62716","36.00","21.61851","6.27","21.61845","140.00","21.60940","220.00","21.60669","276.64","2020-08-13 22:00:24","2020-08-13","2020-08-13 22","2020-08-13 22BNB"
"NEOUSD","NEO","USD","14.50368","0.10","14.51352","39.52","14.52313","69.33","14.52350","8.07","14.52671","32.30","14.48881","14.99","14.48880","103.45","14.48879","24.00","14.48292","17.51","14.47980","18.48","2020-08-13 22:00:31","2020-08-13","2020-08-13 22","2020-08-13 22NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125902","47.9","1.125901","10.7","1.125900","0.5","1.125789","50.0","1.117890","50.0","2020-08-13 22:00:46","2020-08-13","2020-08-13 22","2020-08-13 22LEO"
"LINKUSD","LINK","USD","17.00255","6.93","17.00976","406.34","17.00985","336.95","17.04064","0.20","17.05464","210.00","16.84970","0.13","16.82760","110.00","16.82759","6.93","16.82052","210.00","16.78485","0.04","2020-08-13 22:01:14","2020-08-13","2020-08-13 22","2020-08-13 22LINK"
"LTCUSD","LTC","USD","56.5540","0.007","56.5555","0.039","56.5563","0.001","56.5578","0.001","56.5593","0.001","56.5516","3.750","56.5514","5.485","56.5500","550.000","56.5393","26.518","56.5362","8.335","2020-08-13 22:02:23","2020-08-13","2020-08-13 22","2020-08-13 22LTC"
"XMRUSD","XMR","USD","91.4632","2.250","91.4732","11.547","91.4815","3.750","91.4816","12.000","91.5000","0.001","91.4128","16.403","91.4127","3.630","91.4098","2.250","91.3958","3.750","91.3957","12.000","2020-08-13 22:02:53","2020-08-13","2020-08-13 22","2020-08-13 22XMR"
"BTCUSD","BTC","USD","11742.03","0.18750","11742.04","0.20000","11742.05","0.72170","11743.13","0.00010","11743.23","0.45600","11738.04","0.18750","11738.03","0.01440","11738.01","0.10000","11737.85","0.09000","11737.83","0.00085","2020-08-13 22:04:01","2020-08-13","2020-08-13 22","2020-08-13 22BTC"
"XRPUSDT","XRP","USD","0.292740","1860.0","0.292859","71.3","0.292896","3039.9","0.293102","5122.8","0.293103","6500.0","0.292570","15.0","0.292568","1860.0","0.292496","6500.0","0.292495","401.5","0.292415","973.9","2020-08-13 22:04:34","2020-08-13","2020-08-13 22","2020-08-13 22XRP"
"XTZUSD","XTZ","USD","3.844386","1.5","3.844389","20.6","3.871578","12.9","3.898959","99.6","3.898960","20.3","3.805534","30.4","3.803745","26.2","3.800941","21.1","3.790581","0.5","3.775038","5.2","2020-08-13 23:00:04","2020-08-13","2020-08-13 23","2020-08-13 23XTZ"
"EOSUSD","EOS","USD","3.12685","1.10","3.12687","200.00","3.12689","37.57","3.12710","150.29","3.12785","250.00","3.12524","105.00","3.12347","190.00","3.12346","200.00","3.12345","420.00","3.12212","37.56","2020-08-13 23:00:09","2020-08-13","2020-08-13 23","2020-08-13 23EOS"
"BCHUSD","BCH","USD","292.939","0.3600","293.143","0.6200","293.342","3.0000","293.375","0.8800","293.400","0.0010","292.744","1.2850","292.743","6.0000","292.742","0.7200","292.691","4.0068","292.687","6.4000","2020-08-13 23:00:13","2020-08-13","2020-08-13 23","2020-08-13 23BCH"
"BNBUSD","BNB","USD","21.75000","3.00","21.82595","6.25","21.83704","276.14","21.84992","599.66","21.85934","100.00","21.74999","6.25","21.73542","36.00","21.73233","276.14","21.72952","140.00","21.71474","220.00","2020-08-13 23:00:23","2020-08-13","2020-08-13 23","2020-08-13 23BNB"
"NEOUSD","NEO","USD","14.48013","89.95","14.48014","14.99","14.49150","24.00","14.49585","32.47","14.49590","8.11","14.45246","121.75","14.45245","4.68","14.45244","24.00","14.44999","101.67","14.44998","57.56","2020-08-13 23:00:30","2020-08-13","2020-08-13 23","2020-08-13 23NEO"
"LEOUSD","LEO","USD","1.545600","46.4","1.549598","137.9","1.550000","20.8","3.000000","0.1","4.333333","0.1","1.125907","42.5","1.125906","10.7","1.125905","0.5","1.125789","50.0","1.117890","50.0","2020-08-13 23:00:45","2020-08-13","2020-08-13 23","2020-08-13 23LEO"
"LINKUSD","LINK","USD","17.29340","6.80","17.30023","110.00","17.30024","330.33","17.30744","210.00","17.30745","398.34","17.25639","0.40","17.25072","0.40","17.24517","0.20","17.23935","6.79","17.22847","330.26","2020-08-13 23:01:13","2020-08-13","2020-08-13 23","2020-08-13 23LINK"
"LTCUSD","LTC","USD","56.9345","24.942","56.9346","3.750","56.9369","60.000","56.9469","0.052","56.9508","5.500","56.8808","60.000","56.8780","8.335","56.8735","7.165","56.8734","60.000","56.8706","41.263","2020-08-13 23:02:20","2020-08-13","2020-08-13 23","2020-08-13 23LTC"
"XMRUSD","XMR","USD","91.5929","2.250","91.6064","5.185","91.6065","3.427","91.6247","1.328","91.6248","12.000","91.5742","8.376","91.5479","2.250","91.5152","1.328","91.5151","12.000","91.5052","5.996","2020-08-13 23:02:49","2020-08-13","2020-08-13 23","2020-08-13 23XMR"
"BTCUSD","BTC","USD","11740.15","0.18750","11740.16","0.09300","11740.44","0.06497","11740.46","2.00000","11741.44","0.45600","11739.62","0.01000","11738.70","0.09300","11736.45","0.18750","11736.44","0.20000","11736.42","0.10000","2020-08-13 23:03:54","2020-08-13","2020-08-13 23","2020-08-13 23BTC"
"XRPUSDT","XRP","USD","0.291512","10000.0","0.291516","1860.0","0.291568","3039.9","0.291662","5146.1","0.291663","4220.0","0.291462","15.0","0.291460","1860.0","0.291415","720.0","0.291399","3039.9","0.291317","1610.1","2020-08-13 23:04:30","2020-08-13","2020-08-13 23","2020-08-13 23XRP"
"XTZUSD","XTZ","USD","3.685957","234.0","3.711273","5.9","3.711279","20.9","3.732919","30.7","3.737527","3.7","3.660640","17.7","3.659335","38.9","3.654720","30.7","3.643719","5.4","3.633636","21.6","2020-08-12 00:00:03","2020-08-12","2020-08-12 00","2020-08-12 00XTZ"
"EOSUSD","EOS","USD","3.00740","105.00","3.00751","105.00","3.00752","498.84","3.00820","129.40","3.00852","420.00","3.00684","105.00","3.00638","600.00","3.00607","420.00","3.00606","600.00","3.00591","200.00","2020-08-12 00:00:09","2020-08-12","2020-08-12 00","2020-08-12 00EOS"
"BCHUSD","BCH","USD","281.913","0.3600","282.003","0.6200","282.099","3.0000","282.100","0.4919","282.101","0.8800","281.890","0.3600","281.825","6.0000","281.824","0.6200","281.706","0.8800","281.593","2.6000","2020-08-12 00:00:12","2020-08-12","2020-08-12 00","2020-08-12 00BCH"
"BNBUSD","BNB","USD","21.28973","6.21","21.30457","274.31","21.32041","595.70","21.32728","200.00","21.33214","300.00","21.21098","6.21","21.20896","35.00","21.20801","46.00","21.20274","140.00","21.19462","274.37","2020-08-12 00:00:22","2020-08-12","2020-08-12 00","2020-08-12 00BNB"
"NEOUSD","NEO","USD","13.69435","124.79","13.69436","24.00","13.69527","69.33","13.70002","8.32","13.70278","33.28","13.67521","0.01","13.67418","24.00","13.67116","69.33","13.66697","18.70","13.66178","8.32","2020-08-12 00:00:29","2020-08-12","2020-08-12 00","2020-08-12 00NEO"
"LEOUSD","LEO","USD","1.545600","34.5","1.545601","11.9","1.545602","6.2","1.549598","137.9","1.550000","20.8","1.244552","16.1","1.243787","8.6","1.243786","0.5","1.242476","16.0","1.100002","0.1","2020-08-12 00:00:45","2020-08-12","2020-08-12 00","2020-08-12 00LEO"
"LINKUSD","LINK","USD","12.96261","8.79","12.96658","427.48","12.96969","150.00","12.96970","515.43","12.98272","1160.64","12.96260","1.22","12.91440","8.80","12.90362","427.50","12.89823","515.51","12.73351","0.01","2020-08-12 00:01:13","2020-08-12","2020-08-12 00","2020-08-12 00LINK"
"LTCUSD","LTC","USD","53.9110","0.005","53.9111","4.222","53.9334","5.500","53.9335","60.000","53.9360","42.198","53.8987","3.750","53.8662","8.335","53.8593","5.500","53.8547","4.222","53.8519","23.021","2020-08-12 00:02:21","2020-08-12","2020-08-12 00","2020-08-12 00LTC"
"XMRUSD","XMR","USD","87.0653","2.250","87.0713","21.000","87.0867","41.000","87.0880","5.231","87.0908","12.000","87.0417","0.628","87.0172","2.250","86.9885","1.881","86.9884","12.000","86.8783","27.159","2020-08-12 00:02:51","2020-08-12","2020-08-12 00","2020-08-12 00XMR"
"BTCUSD","BTC","USD","11372.92","0.20321","11372.93","2.00000","11373.49","0.20000","11373.50","0.20000","11373.51","0.02221","11370.77","0.09300","11370.42","0.10000","11370.41","2.00000","11368.89","0.00079","11368.86","0.20000","2020-08-12 00:03:55","2020-08-12","2020-08-12 00","2020-08-12 00BTC"
"XRPUSDT","XRP","USD","0.281884","1860.0","0.281940","10000.0","0.282005","1613.8","0.282033","4034.5","0.282034","5321.8","0.281808","650.4","0.281802","1860.0","0.281657","3039.9","0.281613","403.2","0.281567","8069.5","2020-08-12 00:04:28","2020-08-12","2020-08-12 00","2020-08-12 00XRP"
"XTZUSD","XTZ","USD","3.660900","95.0","3.672318","180.0","3.685301","8.8","3.701093","3.6","3.711279","20.9","3.659335","28.8","3.633636","21.6","3.630836","5.4","3.630340","30.9","3.626477","30.8","2020-08-12 01:00:04","2020-08-12","2020-08-12 01","2020-08-12 01XTZ"
"EOSUSD","EOS","USD","2.98577","105.00","2.98639","600.00","2.98654","420.00","2.98755","200.00","2.98760","37.95","2.98491","600.00","2.98476","420.00","2.98451","105.00","2.98450","600.00","2.98412","354.45","2020-08-12 01:00:09","2020-08-12","2020-08-12 01","2020-08-12 01EOS"
"BCHUSD","BCH","USD","279.028","0.3600","279.117","6.0000","279.118","0.6200","279.279","5.8248","279.280","0.8800","279.006","18.0000","278.995","6.0000","278.994","0.3600","278.992","18.0000","278.890","0.6200","2020-08-12 01:00:13","2020-08-12","2020-08-12 01","2020-08-12 01BCH"
"BNBUSD","BNB","USD","20.93474","6.27","20.94722","277.22","20.96247","602.02","20.97215","100.00","20.97218","200.00","20.90922","6.27","20.89923","35.00","20.88886","46.00","20.88595","140.00","20.86835","210.00","2020-08-12 01:00:23","2020-08-12","2020-08-12 01","2020-08-12 01BNB"
"NEOUSD","NEO","USD","13.56028","24.00","13.56667","125.30","13.56668","17.85","13.56670","69.33","13.57182","33.42","13.54600","49.97","13.54599","24.00","13.54057","14.99","13.54056","69.33","13.53664","8.35","2020-08-12 01:00:30","2020-08-12","2020-08-12 01","2020-08-12 01NEO"
"LEOUSD","LEO","USD","1.545600","34.5","1.545601","11.9","1.545602","6.2","1.549598","137.9","1.550000","20.8","1.245384","16.1","1.245381","0.5","1.242476","16.0","1.100002","0.1","1.100000","114.5","2020-08-12 01:00:46","2020-08-12","2020-08-12 01","2020-08-12 01LEO"
"LINKUSD","LINK","USD","12.79608","8.85","12.80379","430.35","12.81020","150.00","12.81021","518.94","12.81927","290.00","12.74736","8.85","12.73488","430.34","12.73351","0.01","12.72978","150.00","12.72977","518.94","2020-08-12 01:01:14","2020-08-12","2020-08-12 01","2020-08-12 01LINK"
