"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"BTCUSD","BTC","USD","10923.35","0.75000","10923.36","0.06265","10923.37","0.11950","10923.38","0.18003","10923.39","0.08683","10923.18","0.06200","10922.09","0.30400","10920.18","0.31212","10920.17","0.10000","10920.15","0.10000","2020-09-21 00:00:07","2020-09-21","2020-09-21 00","2020-09-21 00BTC"
"LTCUSD","LTC","USD","47.0769","3.750","47.0773","60.000","47.0899","13.870","47.0900","7.645","47.0902","10.000","47.0682","9.526","47.0608","3.750","47.0524","15.337","47.0456","1.000","47.0455","8.335","2020-09-21 00:00:20","2020-09-21","2020-09-21 00","2020-09-21 00LTC"
"XMRUSD","XMR","USD","92.6357","0.750","92.6358","1.500","92.6677","7.678","92.6678","3.200","92.7999","1.000","92.5800","0.013","92.5401","0.750","92.5400","1.500","92.5027","9.334","92.5026","6.141","2020-09-21 00:00:44","2020-09-21","2020-09-21 00","2020-09-21 00XMR"
"ETHUSD","ETH","USD","370.471","30.0000","370.482","0.4000","370.504","5.8932","370.540","3.9701","370.541","30.0000","370.394","0.4000","370.303","7.5000","370.302","4.2363","370.298","2.7944","370.272","1.0800","2020-09-21 00:00:45","2020-09-21","2020-09-21 00","2020-09-21 00ETH"
"EOSUSD","EOS","USD","2.66777","19.76","2.66778","75.48","2.66788","600.00","2.66801","685.72","2.66802","200.00","2.66601","40.89","2.66563","120.31","2.66562","561.92","2.66539","70.00","2.66527","408.89","2020-09-21 00:01:53","2020-09-21","2020-09-21 00","2020-09-21 00EOS"
"XTZUSD","XTZ","USD","2.215710","49.3","2.215739","507.5","2.216887","1734.0","2.219649","380.0","2.220576","3328.4","2.212400","3000.0","2.208320","49.3","2.208159","507.6","2.200235","380.0","2.192771","380.0","2020-09-21 00:01:57","2020-09-21","2020-09-21 00","2020-09-21 00XTZ"
"BNBUSD","BNB","USD","26.01461","84.10","26.01462","4.87","26.04165","215.29","26.04927","100.00","26.05713","200.00","25.89512","84.04","25.89511","4.87","25.86546","215.26","25.84745","100.00","25.83252","210.00","2020-09-21 00:02:42","2020-09-21","2020-09-21 00","2020-09-21 00BNB"
"NEOUSD","NEO","USD","23.50331","92.85","23.50332","92.81","23.50333","4.64","23.50616","17.41","23.51251","46.44","23.44166","55.18","23.44165","29.50","23.43862","46.39","23.43861","4.64","23.43431","18.57","2020-09-21 00:03:33","2020-09-21","2020-09-21 00","2020-09-21 00NEO"
"TRXUSD","TRX","USD","0.0269432","600","0.0269433","55724","0.0269434","81036","0.0269435","81025","0.0269436","80998","0.0269054","1050","0.0269048","22720","0.0269047","8096","0.0269017","36920","0.0269016","40545","2020-09-21 00:04:05","2020-09-21","2020-09-21 00","2020-09-21 00TRX"
"BCHUSD","BCH","USD","225.687","28.0292","225.689","18.0000","225.727","9.6706","225.728","4.8368","225.732","1.9345","225.667","0.3600","225.602","18.0000","225.567","0.6200","225.560","13.2262","225.531","9.6695","2020-09-21 00:04:10","2020-09-21","2020-09-21 00","2020-09-21 00BCH"
"BSVUSD","BSV","USD","153.5360","0.600","153.5437","14.211","153.5438","6.000","153.5979","14.210","153.5980","4.718","153.4658","18.000","153.4624","0.600","153.4048","2.601","153.3904","6.968","153.3903","14.210","2020-09-21 00:04:13","2020-09-21","2020-09-21 00","2020-09-21 00BSV"
"CROUSD","CRO","USD","0.159670","808.0","0.159676","1217.6","0.159770","15154.4","0.159917","5342.8","0.159970","21559.8","0.159453","772.1","0.159394","1343.2","0.159393","4197.4","0.159349","2011.5","0.159323","682.9","2020-09-21 00:05:21","2020-09-21","2020-09-21 00","2020-09-21 00CRO"
"BTCUSD","BTC","USD","10964.86","0.01539","10964.87","0.20000","10964.88","0.10000","10965.39","0.06200","10965.42","0.19405","10964.23","0.10000","10964.22","0.06200","10962.51","0.70472","10962.50","0.01440","10962.48","0.30400","2020-09-21 01:00:07","2020-09-21","2020-09-21 01","2020-09-21 01BTC"
"LTCUSD","LTC","USD","47.2767","63.750","47.2838","4.639","47.2990","47.477","47.2991","28.664","47.3000","23.195","47.2687","3.750","47.2541","6.505","47.2540","1.090","47.2539","60.000","47.2395","17.834","2020-09-21 01:00:20","2020-09-21","2020-09-21 01","2020-09-21 01LTC"
"XMRUSD","XMR","USD","93.1000","45.010","93.1500","0.001","93.1553","0.750","93.1554","1.500","93.1958","3.200","93.0338","0.750","93.0337","1.500","93.0307","3.200","93.0265","23.574","93.0183","1.892","2020-09-21 01:00:45","2020-09-21","2020-09-21 01","2020-09-21 01XMR"
"ETHUSD","ETH","USD","376.257","5.3175","376.274","5.8349","376.275","0.0079","376.342","3.9878","376.343","0.4000","376.240","3.0000","376.239","30.0000","376.230","0.4000","376.226","7.5000","376.225","30.0000","2020-09-21 01:00:46","2020-09-21","2020-09-21 01","2020-09-21 01ETH"
"EOSUSD","EOS","USD","2.68000","600.00","2.68013","306.85","2.68014","200.00","2.68015","600.00","2.68028","818.55","2.67895","533.25","2.67894","40.91","2.67850","212.99","2.67849","68.47","2.67832","70.00","2020-09-21 01:01:54","2020-09-21","2020-09-21 01","2020-09-21 01EOS"
"XTZUSD","XTZ","USD","2.233069","555.2","2.233282","1729.0","2.236827","208.9","2.236828","3318.9","2.236925","380.0","2.227042","49.1","2.227041","506.2","2.223490","380.0","2.214751","380.0","2.207711","1729.4","2020-09-21 01:01:58","2020-09-21","2020-09-21 01","2020-09-21 01XTZ"
"BNBUSD","BNB","USD","26.35120","83.39","26.35121","4.83","26.39414","213.61","26.39924","100.00","26.40855","200.00","26.25072","11.51","26.25071","4.83","26.23119","213.51","26.20594","100.00","26.19399","463.67","2020-09-21 01:02:43","2020-09-21","2020-09-21 01","2020-09-21 01BNB"
"NEOUSD","NEO","USD","24.16398","4.54","24.17307","82.75","24.17310","45.43","24.17507","18.16","24.18256","90.76","24.11925","4.54","24.11910","16.10","24.11312","18.16","24.10700","45.41","24.10315","18.55","2020-09-21 01:03:32","2020-09-21","2020-09-21 01","2020-09-21 01NEO"
"TRXUSD","TRX","USD","0.0271389","1050","0.0271462","5077","0.0271463","80797","0.0271465","15441","0.0271639","80814","0.0271073","9631","0.0271072","44538","0.0271071","17756","0.0271070","80810","0.0271067","4039","2020-09-21 01:04:03","2020-09-21","2020-09-21 01","2020-09-21 01TRX"
"BCHUSD","BCH","USD","227.763","0.3600","227.870","7.0509","227.871","1.4750","227.875","1.2470","227.880","0.6200","227.747","0.3600","227.718","18.0000","227.602","10.0000","227.601","9.6306","227.600","0.6200","2020-09-21 01:04:07","2020-09-21","2020-09-21 01","2020-09-21 01BCH"
"BSVUSD","BSV","USD","154.6003","0.600","154.6043","6.000","154.6045","9.708","154.6046","4.894","154.6655","2.601","154.5118","0.600","154.4742","18.000","154.4291","2.601","154.4068","12.455","154.3996","9.078","2020-09-21 01:04:09","2020-09-21","2020-09-21 01","2020-09-21 01BSV"
"CROUSD","CRO","USD","0.160477","808.0","0.160570","24429.4","0.160673","5342.8","0.160784","683.8","0.160850","16672.7","0.160211","772.1","0.160192","15212.2","0.160108","7719.6","0.160027","683.9","0.160018","10409.0","2020-09-21 01:05:15","2020-09-21","2020-09-21 01","2020-09-21 01CRO"
"BTCUSD","BTC","USD","10953.41","0.06200","10953.63","0.01762","10954.65","0.69641","10954.66","0.10000","10954.68","0.10125","10953.14","0.06200","10952.09","0.75000","10952.08","0.05083","10952.06","0.01440","10951.25","0.10000","2020-09-21 02:00:07","2020-09-21","2020-09-21 02","2020-09-21 02BTC"
"LTCUSD","LTC","USD","47.0654","60.000","47.0669","3.750","47.0677","4.066","47.0690","46.532","47.0772","36.051","47.0576","3.750","47.0469","46.526","47.0468","60.000","47.0450","8.335","47.0353","1.090","2020-09-21 02:00:19","2020-09-21","2020-09-21 02","2020-09-21 02LTC"
"XMRUSD","XMR","USD","93.1342","20.000","93.1387","19.217","93.1424","1.500","93.1799","0.289","93.1800","3.200","93.0906","0.750","93.0829","1.500","93.0447","3.200","92.9965","16.119","92.9964","4.786","2020-09-21 02:00:44","2020-09-21","2020-09-21 02","2020-09-21 02XMR"
"ETHUSD","ETH","USD","374.247","0.4000","374.249","0.5123","374.251","1.3972","374.267","30.0000","374.318","1.3972","374.205","0.4000","374.190","2.7797","374.189","30.0000","374.153","7.5000","374.152","30.0000","2020-09-21 02:00:45","2020-09-21","2020-09-21 02","2020-09-21 02ETH"
"EOSUSD","EOS","USD","2.67884","40.90","2.67899","600.00","2.67912","200.00","2.67913","77.56","2.67915","556.97","2.67676","72.52","2.67656","600.00","2.67620","166.58","2.67619","71.04","2.67611","70.00","2020-09-21 02:01:54","2020-09-21","2020-09-21 02","2020-09-21 02EOS"
"XTZUSD","XTZ","USD","2.232225","554.7","2.234311","1727.1","2.234476","380.0","2.238563","380.0","2.238851","3314.5","2.232223","2863.1","2.229138","49.1","2.228058","505.6","2.214013","380.0","2.210804","380.0","2020-09-21 02:01:58","2020-09-21","2020-09-21 02","2020-09-21 02XTZ"
"BNBUSD","BNB","USD","26.51237","4.80","26.54265","212.11","26.55699","100.00","26.56788","200.00","26.57482","300.00","26.40144","83.24","26.40143","4.80","26.37589","212.05","26.35828","210.00","26.35434","100.00","2020-09-21 02:02:43","2020-09-21","2020-09-21 02","2020-09-21 02BNB"
"NEOUSD","NEO","USD","24.00193","8.05","24.00194","8.05","24.00195","24.00","24.01399","4.56","24.01780","18.27","23.96306","35.04","23.96305","7.65","23.96304","24.00","23.95996","54.25","23.95968","8.08","2020-09-21 02:03:33","2020-09-21","2020-09-21 02","2020-09-21 02NEO"
"TRXUSD","TRX","USD","0.0273524","5077","0.0273527","51767","0.0273528","12194","0.0273530","80151","0.0273531","1050","0.0273251","9296","0.0273130","1050","0.0273124","4006","0.0273095","54888","0.0273094","45371","2020-09-21 02:04:06","2020-09-21","2020-09-21 02","2020-09-21 02TRX"
"BCHUSD","BCH","USD","227.501","0.3600","227.528","0.6200","227.549","2.1623","227.550","18.0000","227.562","1.4668","227.476","0.3600","227.436","0.6200","227.425","13.1486","227.399","0.8800","227.293","10.0000","2020-09-21 02:04:10","2020-09-21","2020-09-21 02","2020-09-21 02BCH"
"BSVUSD","BSV","USD","154.9432","0.600","154.9499","2.601","154.9943","6.000","154.9944","2.148","155.0109","14.143","154.8820","18.000","154.8743","0.600","154.8485","12.379","154.8484","14.139","154.8435","2.601","2020-09-21 02:04:12","2020-09-21","2020-09-21 02","2020-09-21 02BSV"
"CROUSD","CRO","USD","0.160271","2025.6","0.160352","1808.3","0.160371","8832.0","0.160430","4514.1","0.160471","26902.6","0.159993","1401.8","0.159991","772.1","0.159980","683.5","0.159893","3354.7","0.159864","11813.6","2020-09-21 02:05:18","2020-09-21","2020-09-21 02","2020-09-21 02CRO"
"BTCUSD","BTC","USD","10944.98","0.10000","10944.99","0.06200","10945.83","0.75000","10945.84","0.30400","10945.94","0.10306","10944.64","0.06200","10943.64","0.30400","10942.37","0.00337","10942.36","0.10000","10942.35","0.65966","2020-09-21 03:00:07","2020-09-21","2020-09-21 03","2020-09-21 03BTC"
"LTCUSD","LTC","USD","47.1188","3.750","47.1189","46.444","47.1262","60.000","47.1304","8.335","47.1383","29.356","47.1112","3.750","47.1015","46.449","47.1014","1.090","47.1013","8.335","47.0907","3.633","2020-09-21 03:00:20","2020-09-21","2020-09-21 03","2020-09-21 03LTC"
"XMRUSD","XMR","USD","93.2742","1.500","93.2952","3.750","93.2953","3.200","93.3500","0.001","93.3539","19.147","93.2141","1.500","93.1920","16.088","93.1919","3.750","93.1782","3.200","93.1350","4.692","2020-09-21 03:00:45","2020-09-21","2020-09-21 03","2020-09-21 03XMR"
"ETHUSD","ETH","USD","373.725","1.0935","373.726","30.0000","373.727","5.8571","373.744","0.4000","373.749","5.8568","373.710","0.1850","373.709","0.3650","373.701","0.4000","373.675","7.5000","373.674","30.0000","2020-09-21 03:00:46","2020-09-21","2020-09-21 03","2020-09-21 03ETH"
"EOSUSD","EOS","USD","2.68011","600.00","2.68033","70.00","2.68038","44.24","2.68039","816.40","2.68040","200.00","2.67833","600.00","2.67820","744.14","2.67819","559.96","2.67817","76.22","2.67769","816.65","2020-09-21 03:01:54","2020-09-21","2020-09-21 03","2020-09-21 03EOS"
"XTZUSD","XTZ","USD","2.228416","49.1","2.229008","505.6","2.231552","380.0","2.236553","380.0","2.238195","1727.1","2.228414","2960.6","2.226675","48.7","2.224367","505.6","2.212377","380.0","2.206985","380.0","2020-09-21 03:01:59","2020-09-21","2020-09-21 03","2020-09-21 03XTZ"
"BNBUSD","BNB","USD","26.31375","83.25","26.31376","4.82","26.35022","212.96","26.35779","100.00","26.36708","200.00","26.22368","83.25","26.22367","4.82","26.19049","213.11","26.17303","100.00","26.17165","462.93","2020-09-21 03:02:43","2020-09-21","2020-09-21 03","2020-09-21 03BNB"
"NEOUSD","NEO","USD","23.81990","68.90","23.81991","84.00","23.81992","63.01","23.81993","88.91","23.81994","4.59","23.78684","8.32","23.78683","8.05","23.78682","8.05","23.78100","91.86","23.78099","24.00","2020-09-21 03:03:31","2020-09-21","2020-09-21 03","2020-09-21 03NEO"
"TRXUSD","TRX","USD","0.0272972","1050","0.0273084","80136","0.0273085","5077","0.0273086","56000","0.0273113","220000","0.0272758","5077","0.0272757","23285","0.0272756","41974","0.0272755","53081","0.0272636","4005","2020-09-21 03:04:01","2020-09-21","2020-09-21 03","2020-09-21 03TRX"
"BCHUSD","BCH","USD","227.364","0.0008","227.372","0.0011","227.395","0.3600","227.414","18.0000","227.426","1.6861","227.349","0.3600","227.340","13.1530","227.333","0.6200","227.256","10.0000","227.255","0.8800","2020-09-21 03:04:06","2020-09-21","2020-09-21 03","2020-09-21 03BCH"
"BSVUSD","BSV","USD","154.5938","6.000","154.5939","14.153","154.6011","0.600","154.6021","5.681","154.6022","4.300","154.5313","0.600","154.4981","2.601","154.4529","14.154","154.4528","14.153","154.4527","18.000","2020-09-21 03:04:08","2020-09-21","2020-09-21 03","2020-09-21 03BSV"
"CROUSD","CRO","USD","0.160171","8422.2","0.160185","4243.7","0.160271","17914.3","0.160284","13502.4","0.160472","16672.7","0.159898","7552.1","0.159830","772.1","0.159798","7660.1","0.159793","7719.6","0.159727","10409.0","2020-09-21 03:05:14","2020-09-21","2020-09-21 03","2020-09-21 03CRO"
"BTCUSD","BTC","USD","10963.88","0.06200","10964.40","0.00100","10964.49","0.75000","10964.50","0.04845","10964.54","0.26468","10963.71","0.06316","10962.84","0.10000","10962.83","0.30400","10961.92","0.75000","10961.91","0.15530","2020-09-21 04:00:07","2020-09-21","2020-09-21 04","2020-09-21 04BTC"
"LTCUSD","LTC","USD","47.1198","60.000","47.1249","3.750","47.1312","1.090","47.1313","8.335","47.1333","42.923","47.1168","3.750","47.1165","3.055","47.1082","9.398","47.1081","46.537","47.1036","43.698","2020-09-21 04:00:20","2020-09-21","2020-09-21 04","2020-09-21 04LTC"
"XMRUSD","XMR","USD","93.3500","0.001","93.3786","1.497","93.3788","1.500","93.4000","196.001","93.4104","3.200","93.3205","23.491","93.3191","1.500","93.3137","3.614","93.3136","1.500","93.2959","3.200","2020-09-21 04:00:45","2020-09-21","2020-09-21 04","2020-09-21 04XMR"
"ETHUSD","ETH","USD","375.020","3.1118","375.022","30.0000","375.041","0.0300","375.063","0.4000","375.064","6.6570","374.999","0.4000","374.997","5.4942","374.953","7.5000","374.952","1.0800","374.930","1.9406","2020-09-21 04:00:46","2020-09-21","2020-09-21 04","2020-09-21 04ETH"
"EOSUSD","EOS","USD","2.67829","600.00","2.67842","40.96","2.67847","322.00","2.67871","70.00","2.67892","448.00","2.67647","600.00","2.67634","200.00","2.67633","73.26","2.67599","322.00","2.67581","70.00","2020-09-21 04:01:55","2020-09-21","2020-09-21 04","2020-09-21 04EOS"
"XTZUSD","XTZ","USD","2.255200","12.8","2.256241","48.6","2.256242","501.1","2.257168","1711.8","2.259940","380.0","2.254100","2910.5","2.249648","48.6","2.249341","501.1","2.232132","380.0","2.230780","16553.5","2020-09-21 04:02:00","2020-09-21","2020-09-21 04","2020-09-21 04XTZ"
"BNBUSD","BNB","USD","26.50457","82.89","26.50458","4.80","26.53765","212.23","26.54406","100.00","26.55352","200.00","26.41730","82.89","26.41729","4.80","26.39180","212.23","26.37203","100.00","26.36711","210.00","2020-09-21 04:02:45","2020-09-21","2020-09-21 04","2020-09-21 04BNB"
"NEOUSD","NEO","USD","24.28702","37.98","24.28703","61.79","24.28704","82.38","24.28705","90.35","24.28706","24.00","24.23568","16.10","24.23567","24.00","24.23427","40.91","24.23426","53.74","24.22772","12.39","2020-09-21 04:03:34","2020-09-21","2020-09-21 04","2020-09-21 04NEO"
"TRXUSD","TRX","USD","0.0274582","5077","0.0274583","54645","0.0274584","79902","0.0274613","1050","0.0274662","79899","0.0274320","5077","0.0274319","9330","0.0274318","3168","0.0274317","25484","0.0274214","1050","2020-09-21 04:04:06","2020-09-21","2020-09-21 04","2020-09-21 04TRX"
"BCHUSD","BCH","USD","227.606","0.3600","227.617","9.6426","227.620","18.0000","227.631","1.4753","227.632","1.9280","227.593","0.3600","227.557","0.6200","227.537","18.0000","227.525","13.1443","227.512","0.8800","2020-09-21 04:04:10","2020-09-21","2020-09-21 04","2020-09-21 04BCH"
"BSVUSD","BSV","USD","154.3339","0.600","154.3471","2.601","154.3757","6.000","154.3758","14.213","154.3760","5.158","154.3033","0.600","154.2881","2.601","154.2871","18.000","154.2294","4.599","154.2132","1.655","2020-09-21 04:04:12","2020-09-21","2020-09-21 04","2020-09-21 04BSV"
"CROUSD","CRO","USD","0.160356","12665.9","0.160444","4514.1","0.160456","26902.6","0.160543","16672.7","0.160658","18801.6","0.160045","772.1","0.160007","683.7","0.159966","1401.8","0.159946","3454.3","0.159945","13869.9","2020-09-21 04:05:19","2020-09-21","2020-09-21 04","2020-09-21 04CRO"
"BTCUSD","BTC","USD","10959.28","0.15477","10959.31","0.10000","10959.37","0.16971","10959.67","0.00100","10960.07","0.75000","10959.01","0.06200","10957.53","0.12491","10956.08","0.00346","10956.07","0.20000","10956.06","0.10000","2020-09-21 05:00:07","2020-09-21","2020-09-21 05","2020-09-21 05BTC"
"LTCUSD","LTC","USD","47.1378","3.750","47.1390","1.090","47.1391","60.000","47.1499","40.694","47.1500","46.495","47.1303","44.226","47.1302","3.750","47.1207","7.035","47.1201","46.499","47.1200","8.335","2020-09-21 05:00:20","2020-09-21","2020-09-21 05","2020-09-21 05LTC"
"XMRUSD","XMR","USD","93.6000","0.001","93.6084","0.645","93.6348","1.500","93.6500","0.001","93.6641","0.114","93.5737","0.750","93.5736","1.500","93.5438","3.200","93.5031","23.429","93.5030","4.900","2020-09-21 05:00:46","2020-09-21","2020-09-21 05","2020-09-21 05XMR"
"ETHUSD","ETH","USD","374.018","0.4000","374.066","9.4406","374.067","1.9406","374.092","1.0800","374.161","3.0000","373.977","0.4000","373.972","1.4062","373.968","3.0000","373.957","0.3400","373.934","30.0000","2020-09-21 05:00:47","2020-09-21","2020-09-21 05","2020-09-21 05ETH"
"EOSUSD","EOS","USD","2.67318","600.00","2.67381","70.00","2.67409","322.00","2.67426","200.00","2.67428","448.00","2.67225","600.00","2.67212","819.87","2.67201","600.00","2.67160","40.98","2.67148","74.00","2020-09-21 05:01:56","2020-09-21","2020-09-21 05","2020-09-21 05EOS"
"XTZUSD","XTZ","USD","2.239446","1.8","2.240182","48.9","2.240294","504.3","2.240533","1723.1","2.244054","380.0","2.237300","3000.0","2.233459","48.9","2.232679","504.1","2.215118","380.0","2.213541","16667.6","2020-09-21 05:02:01","2020-09-21","2020-09-21 05","2020-09-21 05XTZ"
"BNBUSD","BNB","USD","26.44869","4.81","26.48784","212.41","26.49762","100.00","26.50515","200.00","26.52127","461.28","26.35500","83.00","26.35499","4.81","26.33377","212.39","26.30902","100.00","26.30060","200.00","2020-09-21 05:02:45","2020-09-21","2020-09-21 05","2020-09-21 05BNB"
"NEOUSD","NEO","USD","24.18211","4.53","24.18781","90.63","24.18782","62.05","24.18783","82.71","24.18784","24.00","24.14244","8.05","24.14243","8.05","24.14242","4.53","24.14203","24.00","24.14121","18.12","2020-09-21 05:03:34","2020-09-21","2020-09-21 05","2020-09-21 05NEO"
"TRXUSD","TRX","USD","0.0273587","5077","0.0273588","5077","0.0273602","220000","0.0273655","1050","0.0273725","80086","0.0273348","10154","0.0273347","115933","0.0273341","80098","0.0273340","47678","0.0273254","1050","2020-09-21 05:04:06","2020-09-21","2020-09-21 05","2020-09-21 05TRX"
"BCHUSD","BCH","USD","227.302","18.0000","227.303","0.3600","227.357","5.1711","227.358","0.6200","227.390","9.6402","227.292","0.3600","227.229","0.6200","227.196","18.0000","227.160","10.0000","227.159","9.0407","2020-09-21 05:04:10","2020-09-21","2020-09-21 05","2020-09-21 05BCH"
"BSVUSD","BSV","USD","154.2064","0.600","154.2087","2.601","154.2473","6.000","154.2474","14.207","154.2624","5.165","154.1530","18.000","154.1453","0.600","154.1423","40.000","154.1266","2.601","154.1135","18.000","2020-09-21 05:04:12","2020-09-21","2020-09-21 05","2020-09-21 05BSV"
"CROUSD","CRO","USD","0.160156","2025.6","0.160213","1808.3","0.160256","18688.9","0.160287","684.6","0.160348","8057.4","0.159884","684.6","0.159847","3517.1","0.159838","3454.3","0.159791","2011.5","0.159783","2795.6","2020-09-21 05:05:19","2020-09-21","2020-09-21 05","2020-09-21 05CRO"
"BTCUSD","BTC","USD","10961.79","0.00100","10962.46","2.00000","10962.96","0.06200","10963.00","0.00200","10963.05","0.00019","10961.73","0.75000","10961.72","0.10000","10961.70","0.06200","10961.66","0.30400","10961.52","0.00376","2020-09-21 06:00:07","2020-09-21","2020-09-21 06","2020-09-21 06BTC"
"LTCUSD","LTC","USD","47.4265","60.000","47.4288","22.782","47.4289","2.956","47.4290","60.000","47.4313","4.624","47.4214","3.750","47.4196","8.335","47.3969","9.380","47.3968","46.232","47.3967","46.917","2020-09-21 06:00:20","2020-09-21","2020-09-21 06","2020-09-21 06LTC"
"XMRUSD","XMR","USD","93.9000","100.847","93.9255","0.750","93.9294","1.500","93.9300","0.163","93.9500","0.001","93.8867","60.000","93.8866","4.662","93.8865","4.343","93.8748","40.751","93.8693","1.500","2020-09-21 06:00:45","2020-09-21","2020-09-21 06","2020-09-21 06XMR"
"ETHUSD","ETH","USD","374.382","1.7968","374.383","1.9406","374.384","30.0000","374.401","1.9406","374.402","0.4000","374.360","0.4000","374.342","4.9000","374.286","7.5000","374.285","3.0000","374.283","1.9406","2020-09-21 06:00:47","2020-09-21","2020-09-21 06","2020-09-21 06ETH"
"EOSUSD","EOS","USD","2.67693","600.00","2.67706","325.35","2.67707","91.45","2.67782","40.98","2.67785","163.92","2.67510","49.06","2.67500","600.00","2.67490","70.00","2.67487","200.00","2.67477","75.48","2020-09-21 06:01:56","2020-09-21","2020-09-21 06","2020-09-21 06EOS"
"XTZUSD","XTZ","USD","2.241268","49.0","2.241269","504.5","2.241856","1723.5","2.244852","380.0","2.245220","3308.3","2.241050","2650.0","2.233285","49.0","2.232744","504.9","2.227165","380.0","2.219709","380.0","2020-09-21 06:02:01","2020-09-21","2020-09-21 06","2020-09-21 06XTZ"
"BNBUSD","BNB","USD","26.35760","83.38","26.35761","4.83","26.38793","213.46","26.40180","100.00","26.40797","200.00","26.26169","83.34","26.26168","4.83","26.24317","213.45","26.21357","100.00","26.20940","463.55","2020-09-21 06:02:47","2020-09-21","2020-09-21 06","2020-09-21 06BNB"
"NEOUSD","NEO","USD","24.29964","90.39","24.29965","61.78","24.29967","82.33","24.29968","90.38","24.29969","4.51","24.26067","8.05","24.26066","8.05","24.25690","24.00","24.24920","4.51","24.24894","18.07","2020-09-21 06:03:37","2020-09-21","2020-09-21 06","2020-09-21 06NEO"
"TRXUSD","TRX","USD","0.0272771","10154","0.0272805","1050","0.0272806","80475","0.0272829","19826","0.0272830","54993","0.0272415","47876","0.0272414","17103","0.0272399","1050","0.0272362","115933","0.0272297","61000","2020-09-21 06:04:12","2020-09-21","2020-09-21 06","2020-09-21 06TRX"
"BCHUSD","BCH","USD","227.685","0.3600","227.739","0.6200","227.785","18.0000","227.815","0.0008","227.854","5.9026","227.667","18.0000","227.666","0.3600","227.627","2.0402","227.591","10.0000","227.590","0.6200","2020-09-21 06:04:16","2020-09-21","2020-09-21 06","2020-09-21 06BCH"
"BSVUSD","BSV","USD","153.9088","0.600","153.9129","6.000","153.9459","2.601","153.9939","14.253","153.9940","9.745","153.7874","0.600","153.7865","18.000","153.7569","2.601","153.7211","5.000","153.6824","9.800","2020-09-21 06:04:18","2020-09-21","2020-09-21 06","2020-09-21 06BSV"
"CROUSD","CRO","USD","0.160356","3833.9","0.160407","2257.6","0.160456","11088.5","0.160462","5342.8","0.160556","8057.4","0.160146","683.7","0.160073","772.1","0.160070","11815.6","0.160050","11006.4","0.159956","4205.8","2020-09-21 06:05:25","2020-09-21","2020-09-21 06","2020-09-21 06CRO"
"BTCUSD","BTC","USD","10949.51","0.06200","10949.61","0.12295","10949.83","0.30400","10950.00","0.00015","10950.75","0.00019","10949.50","2.00000","10949.03","0.06200","10948.26","0.75000","10948.25","0.21383","10948.23","0.06888","2020-09-21 07:00:06","2020-09-21","2020-09-21 07","2020-09-21 07BTC"
"LTCUSD","LTC","USD","47.2785","3.750","47.2844","46.325","47.2845","4.633","47.2857","8.335","47.2874","31.733","47.2680","3.750","47.2637","8.335","47.2633","60.000","47.2540","3.000","47.2531","1.090","2020-09-21 07:00:20","2020-09-21","2020-09-21 07","2020-09-21 07LTC"
"XMRUSD","XMR","USD","93.9782","17.486","93.9783","23.312","93.9784","1.500","94.0120","0.750","94.0242","3.200","93.9172","0.750","93.9171","1.500","93.8835","10.887","93.8834","2.431","93.8701","3.200","2020-09-21 07:00:46","2020-09-21","2020-09-21 07","2020-09-21 07XMR"
"ETHUSD","ETH","USD","373.819","30.0000","373.838","5.8588","373.839","30.0000","373.883","0.4000","373.887","30.0000","373.781","0.4000","373.741","1.0800","373.725","7.5000","373.724","1.0125","373.690","3.0000","2020-09-21 07:00:47","2020-09-21","2020-09-21 07","2020-09-21 07ETH"
"EOSUSD","EOS","USD","2.67456","600.00","2.67469","0.15","2.67472","66.60","2.67493","30.00","2.67494","200.00","2.67273","600.00","2.67260","819.23","2.67259","600.00","2.67246","198.52","2.67245","600.00","2020-09-21 07:01:57","2020-09-21","2020-09-21 07","2020-09-21 07EOS"
"XTZUSD","XTZ","USD","2.232712","505.5","2.233011","49.1","2.233118","1727.0","2.236581","380.0","2.238858","3314.3","2.230550","3000.0","2.226893","49.1","2.226332","505.5","2.219845","380.0","2.212684","380.0","2020-09-21 07:02:02","2020-09-21","2020-09-21 07","2020-09-21 07XTZ"
"BNBUSD","BNB","USD","26.37250","4.82","26.40334","213.10","26.42893","100.00","26.43006","200.00","26.43215","462.78","26.27349","83.21","26.27348","4.82","26.22828","213.10","26.22367","100.00","26.21314","210.00","2020-09-21 07:02:47","2020-09-21","2020-09-21 07","2020-09-21 07BNB"
"NEOUSD","NEO","USD","24.15079","43.59","24.15080","90.76","24.15081","62.15","24.15082","82.63","24.15083","8.05","24.12327","3.54","24.12149","24.00","24.10918","8.05","24.10917","69.33","24.10313","4.53","2020-09-21 07:03:36","2020-09-21","2020-09-21 07","2020-09-21 07NEO"
