"Index","BITEX","Rank","Name","Symbol","Price","Performance15min","Performance1h","Performance3h","Performance1d","Performance7d","Performance1m","Performance3m","Performance6m","Volatility","Date","pkDummy","DateTime","pkey"
20.14,71.6,1,"Bitcoin","BTC",9607.8,-0.14,-0.17,0.2,-1.44,-0.18,5.09,4.57,27.24,13.96,"2020-06-06","2020-06-06 05","2020-06-05 23:00:34","2020-06-06 05BTC"
20.14,71.6,1,"Bitcoin","BTC",9607.8,-0.14,-0.17,0.2,-1.44,-0.18,5.09,4.57,27.24,13.96,"2020-06-06","2020-06-06 05","2020-06-05 23:00:34","2020-06-06 05BTC"
19.77,71.7,1,"Bitcoin","BTC",9625.7,-0.02,-0.05,0.02,-1.41,0.01,5.29,4.76,27.47,13.77,"2020-06-06","2020-06-06 06","2020-06-06 00:02:45","2020-06-06 06BTC"
19.77,71.7,1,"Bitcoin","BTC",9625.7,-0.02,-0.05,0.02,-1.41,0.01,5.29,4.76,27.47,13.77,"2020-06-06","2020-06-06 06","2020-06-06 00:02:45","2020-06-06 06BTC"
36,70.65,1,"Bitcoin","BTC",9518.6,-0.04,0.06,0.48,1.1,7.07,11.9,10.03,26.94,32.04,"2020-06-01","2020-06-01 08","2020-06-01 02:00:55","2020-06-01 08BTC"
19.44,71.63,1,"Bitcoin","BTC",9616,0.06,0.02,0.07,-1.28,-0.09,5.18,4.66,27.35,13.58,"2020-06-06","2020-06-06 07","2020-06-06 01:00:59","2020-06-06 07BTC"
19.08,71.65,1,"Bitcoin","BTC",9615.6,-0.01,0,-0.15,-1.78,-0.09,5.18,4.65,27.34,13.35,"2020-06-06","2020-06-06 08","2020-06-06 02:01:24","2020-06-06 08BTC"
19.08,71.65,1,"Bitcoin","BTC",9615.6,-0.01,0,-0.15,-1.78,-0.09,5.18,4.65,27.34,13.35,"2020-06-06","2020-06-06 08","2020-06-06 02:01:24","2020-06-06 08BTC"
41.16,68.5,1,"Bitcoin","BTC",9200.7,-2.64,-3.09,-2.87,-2.28,3.49,8.17,6.36,22.7,31.29,"2020-06-01","2020-06-01 09","2020-06-01 03:00:50","2020-06-01 09BTC"
18.94,71.57,1,"Bitcoin","BTC",9622.6,0.42,0.22,0.06,-1.93,-0.02,5.25,4.73,27.43,13.2,"2020-06-06","2020-06-06 09","2020-06-06 03:03:16","2020-06-06 09BTC"
40.19,69.77,1,"Bitcoin","BTC",9453,0.22,2.85,-0.48,0.19,6.33,11.13,9.27,26.07,37.88,"2020-06-01","2020-06-01 10","2020-06-01 04:00:42","2020-06-01 10BTC"
18.55,72.09,1,"Bitcoin","BTC",9672.6,0.1,0.1,0.58,-0.04,0.5,5.8,5.27,28.1,12.88,"2020-06-06","2020-06-06 10","2020-06-06 04:01:02","2020-06-06 10BTC"
39.18,70.08,1,"Bitcoin","BTC",9440.3,-0.19,-0.23,-0.57,-0.49,6.19,10.98,9.13,25.9,36.9,"2020-06-01","2020-06-01 11","2020-06-01 05:00:43","2020-06-01 11BTC"
18.15,72.08,1,"Bitcoin","BTC",9633.2,-0.21,-0.34,0.17,-0.44,0.09,5.37,4.84,27.57,12.55,"2020-06-06","2020-06-06 11","2020-06-06 05:01:10","2020-06-06 11BTC"
18.15,72.08,1,"Bitcoin","BTC",9633.2,-0.21,-0.34,0.17,-0.44,0.09,5.37,4.84,27.57,12.55,"2020-06-06","2020-06-06 11","2020-06-06 05:01:10","2020-06-06 11BTC"
17.71,72.2,1,"Bitcoin","BTC",9705.8,0.35,0.74,1.09,0.51,0.84,6.16,5.63,28.54,12.23,"2020-06-06","2020-06-06 12","2020-06-06 06:01:23","2020-06-06 12BTC"
17.71,72.2,1,"Bitcoin","BTC",9705.8,0.35,0.74,1.09,0.51,0.84,6.16,5.63,28.54,12.23,"2020-06-06","2020-06-06 12","2020-06-06 06:01:23","2020-06-06 12BTC"
38.18,70.35,1,"Bitcoin","BTC",9458.6,0.22,0.4,2.91,-0.16,6.39,11.2,9.34,26.14,35.97,"2020-06-01","2020-06-01 12","2020-06-01 06:01:19","2020-06-01 12BTC"
17.35,71.91,1,"Bitcoin","BTC",9650.4,-0.06,-0.35,-0.17,-0.04,0.27,5.56,5.03,27.8,11.97,"2020-06-06","2020-06-06 13","2020-06-06 07:00:58","2020-06-06 13BTC"
17.35,71.91,1,"Bitcoin","BTC",9650.4,-0.06,-0.35,-0.17,-0.04,0.27,5.56,5.03,27.8,11.97,"2020-06-06","2020-06-06 13","2020-06-06 07:00:58","2020-06-06 13BTC"
16.96,71.86,1,"Bitcoin","BTC",9639.4,-0.15,-0.03,-0.46,-0.41,0.15,5.44,4.91,27.66,11.68,"2020-06-06","2020-06-06 14","2020-06-06 08:04:12","2020-06-06 14BTC"
37.33,70.52,1,"Bitcoin","BTC",9460.6,-0.42,0.04,-0.02,0.11,6.42,11.22,9.36,26.17,35.07,"2020-06-01","2020-06-01 13","2020-06-01 07:00:42","2020-06-01 13BTC"
16.96,71.86,1,"Bitcoin","BTC",9639.4,-0.15,-0.03,-0.46,-0.41,0.15,5.44,4.91,27.66,11.68,"2020-06-06","2020-06-06 14","2020-06-06 08:04:12","2020-06-06 14BTC"
16.59,71.9,1,"Bitcoin","BTC",9627.3,-0.11,-0.18,-0.21,-0.73,0.03,5.31,4.78,27.5,11.42,"2020-06-06","2020-06-06 15","2020-06-06 09:02:15","2020-06-06 15BTC"
16.59,71.9,1,"Bitcoin","BTC",9627.3,-0.11,-0.18,-0.21,-0.73,0.03,5.31,4.78,27.5,11.42,"2020-06-06","2020-06-06 15","2020-06-06 09:02:15","2020-06-06 15BTC"
36.61,70.42,1,"Bitcoin","BTC",9440,-0.04,-0.24,0.2,-0.19,6.19,10.98,9.12,25.89,34.22,"2020-06-01","2020-06-01 14","2020-06-01 08:00:44","2020-06-01 14BTC"
16.28,71.91,1,"Bitcoin","BTC",9643.9,-0.13,-0.01,-0.04,-0.56,0.2,5.49,4.96,27.72,11.18,"2020-06-06","2020-06-06 16","2020-06-06 10:01:12","2020-06-06 16BTC"
35.91,70.7,1,"Bitcoin","BTC",9517.9,0.64,0.55,0.65,1.27,7.06,11.9,10.02,26.93,33.38,"2020-06-01","2020-06-01 15","2020-06-01 09:00:42","2020-06-01 15BTC"
15.93,71.59,1,"Bitcoin","BTC",9601.1,-0.33,-0.05,-0.46,-1.22,-0.25,5.02,4.49,27.15,10.95,"2020-06-06","2020-06-06 17","2020-06-06 11:02:11","2020-06-06 17BTC"
15.93,71.59,1,"Bitcoin","BTC",9601.1,-0.33,-0.05,-0.46,-1.22,-0.25,5.02,4.49,27.15,10.95,"2020-06-06","2020-06-06 17","2020-06-06 11:02:11","2020-06-06 17BTC"
15.69,71.58,1,"Bitcoin","BTC",9598.9,0.1,0.03,-0.43,-1.39,-0.27,5,4.47,27.12,10.84,"2020-06-06","2020-06-06 18","2020-06-06 12:01:04","2020-06-06 18BTC"
15.69,71.58,1,"Bitcoin","BTC",9598.9,0.1,0.03,-0.43,-1.39,-0.27,5,4.47,27.12,10.84,"2020-06-06","2020-06-06 18","2020-06-06 12:01:04","2020-06-06 18BTC"
35.06,70.52,1,"Bitcoin","BTC",9478.6,0.17,-0.42,0.17,0.65,6.62,11.43,9.57,26.41,32.54,"2020-06-01","2020-06-01 16","2020-06-01 10:01:45","2020-06-01 16BTC"
34.33,70.91,1,"Bitcoin","BTC",9531.5,0.33,0.53,0.69,0.68,7.21,12.05,10.18,27.11,31.81,"2020-06-01","2020-06-01 17","2020-06-01 11:00:42","2020-06-01 17BTC"
15.45,71.78,1,"Bitcoin","BTC",9617.3,0.07,0.18,-0.24,-1.2,-0.08,5.2,4.67,27.36,10.73,"2020-06-06","2020-06-06 19","2020-06-06 13:03:51","2020-06-06 19BTC"
15.45,71.78,1,"Bitcoin","BTC",9617.3,0.07,0.18,-0.24,-1.2,-0.08,5.2,4.67,27.36,10.73,"2020-06-06","2020-06-06 19","2020-06-06 13:03:51","2020-06-06 19BTC"
15.17,71.85,1,"Bitcoin","BTC",9633.3,0.01,0.02,0.35,-0.48,0.09,5.37,4.84,27.58,10.53,"2020-06-06","2020-06-06 20","2020-06-06 14:04:26","2020-06-06 20BTC"
14.82,72.13,1,"Bitcoin","BTC",9696.1,0.26,0.67,1,0.17,0.74,6.06,5.53,28.41,10.29,"2020-06-06","2020-06-06 21","2020-06-06 15:05:44","2020-06-06 21BTC"
14.82,72.13,1,"Bitcoin","BTC",9696.1,0.26,0.67,1,0.17,0.74,6.06,5.53,28.41,10.29,"2020-06-06","2020-06-06 21","2020-06-06 15:05:44","2020-06-06 21BTC"
33.6,70.8,1,"Bitcoin","BTC",9521.7,0.31,-0.16,0.03,1.33,7.1,11.94,10.07,26.98,31.12,"2020-06-01","2020-06-01 18","2020-06-01 12:00:36","2020-06-01 18BTC"
14.78,72.24,1,"Bitcoin","BTC",9657.5,0.06,-0.28,0.27,-0.21,0.34,5.64,5.11,27.89,10.03,"2020-06-06","2020-06-06 22","2020-06-06 16:08:12","2020-06-06 22BTC"
14.78,72.24,1,"Bitcoin","BTC",9657.5,0.06,-0.28,0.27,-0.21,0.34,5.64,5.11,27.89,10.03,"2020-06-06","2020-06-06 22","2020-06-06 16:08:12","2020-06-06 22BTC"
32.96,70.87,1,"Bitcoin","BTC",9505.9,0.77,-0.14,0.26,1.1,6.93,11.75,9.88,26.77,30.43,"2020-06-01","2020-06-01 19","2020-06-01 13:01:42","2020-06-01 19BTC"
15.05,72.31,1,"Bitcoin","BTC",9642.3,0.03,-0.04,-0.38,0.21,0.18,5.47,4.94,27.69,9.8,"2020-06-06","2020-06-06 23","2020-06-06 17:17:20","2020-06-06 23BTC"
14.8,72.23,1,"Bitcoin","BTC",9653.6,-0.1,-0.01,-0.32,0.55,2.78,-2.03,7.43,28.57,9.59,"2020-06-07","2020-06-07 00","2020-06-06 18:05:10","2020-06-07 00BTC"
14.8,72.23,1,"Bitcoin","BTC",9653.6,-0.1,-0.01,-0.32,0.55,2.78,-2.03,7.43,28.57,9.59,"2020-06-07","2020-06-07 00","2020-06-06 18:05:10","2020-06-07 00BTC"
32.93,70.4,1,"Bitcoin","BTC",9443.8,-0.7,-0.79,-0.97,-0.35,6.23,11.02,9.17,25.94,29.74,"2020-06-01","2020-06-01 20","2020-06-01 14:00:38","2020-06-01 20BTC"
32.33,71.45,1,"Bitcoin","BTC",9618.8,1.43,2.02,1.04,1.64,8.2,13.08,11.19,28.28,29.16,"2020-06-01","2020-06-01 21","2020-06-01 15:00:44","2020-06-01 21BTC"
14.57,72.21,1,"Bitcoin","BTC",9672.2,0.24,0.19,-0.13,0.75,2.98,-1.84,7.64,28.82,9.4,"2020-06-07","2020-06-07 01","2020-06-06 19:02:16","2020-06-07 01BTC"
14.57,72.21,1,"Bitcoin","BTC",9672.2,0.24,0.19,-0.13,0.75,2.98,-1.84,7.64,28.82,9.4,"2020-06-07","2020-06-07 01","2020-06-06 19:02:16","2020-06-07 01BTC"
14.35,72.27,1,"Bitcoin","BTC",9633.2,-0.26,-0.11,-0.13,0.47,2.56,-2.24,7.21,28.3,9.17,"2020-06-07","2020-06-07 02","2020-06-06 20:03:16","2020-06-07 02BTC"
14.35,72.27,1,"Bitcoin","BTC",9633.2,-0.26,-0.11,-0.13,0.47,2.56,-2.24,7.21,28.3,9.17,"2020-06-07","2020-06-07 02","2020-06-06 20:03:16","2020-06-07 02BTC"
47.65,69.3,1,"Bitcoin","BTC",9509.4,-0.63,-1.06,-0.1,0.8,6.97,11.79,9.92,26.82,28.73,"2020-06-01","2020-06-01 22","2020-06-01 16:00:50","2020-06-01 22BTC"
14.13,72.51,1,"Bitcoin","BTC",9691.2,0.06,0.45,0.38,1.23,3.18,-1.65,7.85,29.07,8.95,"2020-06-07","2020-06-07 03","2020-06-06 21:01:21","2020-06-07 03BTC"
47.84,71.93,1,"Bitcoin","BTC",9703.4,2.1,3.34,2.92,3.29,9.15,14.08,12.17,29.41,49.27,"2020-06-01","2020-06-01 23","2020-06-01 17:00:43","2020-06-01 23BTC"
13.92,72.49,1,"Bitcoin","BTC",9686.7,0.02,-0.03,0.44,0.65,3.13,-1.69,7.8,29.01,8.72,"2020-06-07","2020-06-07 04","2020-06-06 22:00:48","2020-06-07 04BTC"
13.92,72.49,1,"Bitcoin","BTC",9686.7,0.02,-0.03,0.44,0.65,3.13,-1.69,7.8,29.01,8.72,"2020-06-07","2020-06-07 04","2020-06-06 22:00:48","2020-06-07 04BTC"
13.66,72.34,1,"Bitcoin","BTC",9658.2,-0.06,-0.28,0.11,0.51,2.83,-1.98,7.48,28.63,8.52,"2020-06-07","2020-06-07 05","2020-06-06 23:00:43","2020-06-07 05BTC"
56.69,74.45,1,"Bitcoin","BTC",10124,0.33,5,5.33,7.78,13.87,19.01,17.02,35.01,59.96,"2020-06-02","2020-06-02 00","2020-06-01 18:00:45","2020-06-02 00BTC"
13.35,72.32,1,"Bitcoin","BTC",9662.2,0.02,0.02,-0.24,0.47,2.87,-1.94,7.53,28.68,8.31,"2020-06-07","2020-06-07 06","2020-06-07 00:00:41","2020-06-07 06BTC"
56.57,73.87,1,"Bitcoin","BTC",10012,-0.22,-1.09,6.63,6.14,13.05,12.05,11.44,36.92,59.53,"2020-06-02","2020-06-02 01","2020-06-01 19:01:19","2020-06-02 01BTC"
13.06,72.37,1,"Bitcoin","BTC",9657.5,-0.03,-0.05,0.04,0.43,2.82,-1.99,7.48,28.62,8.11,"2020-06-07","2020-06-07 07","2020-06-07 01:00:55","2020-06-07 07BTC"
13.06,72.37,1,"Bitcoin","BTC",9657.5,-0.03,-0.05,0.04,0.43,2.82,-1.99,7.48,28.62,8.11,"2020-06-07","2020-06-07 07","2020-06-07 01:00:55","2020-06-07 07BTC"
56.5,74.38,1,"Bitcoin","BTC",10042,0.89,0.2,4.16,5.8,13.39,12.38,11.78,37.33,58.93,"2020-06-02","2020-06-02 02","2020-06-01 20:00:40","2020-06-02 02BTC"
12.79,72.31,1,"Bitcoin","BTC",9661.2,0.03,0.01,-0.01,0.62,2.86,-1.95,7.52,28.67,7.93,"2020-06-07","2020-06-07 08","2020-06-07 02:01:21","2020-06-07 08BTC"
56.37,73.9,1,"Bitcoin","BTC",9984.3,-0.26,-0.68,-1.36,5.22,12.73,11.73,11.13,36.54,58.32,"2020-06-02","2020-06-02 03","2020-06-01 21:01:58","2020-06-02 03BTC"
12.58,72.23,1,"Bitcoin","BTC",9648.1,0.57,-0.13,-0.14,0.48,2.72,-2.09,7.37,28.5,7.8,"2020-06-07","2020-06-07 09","2020-06-07 03:00:52","2020-06-07 09BTC"
55.73,74.16,1,"Bitcoin","BTC",10006,0.01,0.22,-0.16,5.62,12.98,11.98,11.38,36.84,57.6,"2020-06-02","2020-06-02 04","2020-06-01 22:00:33","2020-06-02 04BTC"
12.34,72,1,"Bitcoin","BTC",9617.1,-0.03,-0.23,-0.45,-0.51,2.39,-2.4,7.03,28.08,7.64,"2020-06-07","2020-06-07 10","2020-06-07 04:00:48","2020-06-07 10BTC"
12.34,72,1,"Bitcoin","BTC",9617.1,-0.03,-0.23,-0.45,-0.51,2.39,-2.4,7.03,28.08,7.64,"2020-06-07","2020-06-07 10","2020-06-07 04:00:48","2020-06-07 10BTC"
55.14,73.71,1,"Bitcoin","BTC",9965.4,-0.07,-0.52,-0.86,5.11,12.52,11.52,10.92,36.28,56.78,"2020-06-02","2020-06-02 05","2020-06-01 23:02:09","2020-06-02 05BTC"
12.18,71.82,1,"Bitcoin","BTC",9605.2,-0.07,0.02,-0.57,-0.3,2.27,-2.52,6.9,27.92,7.56,"2020-06-07","2020-06-07 11","2020-06-07 05:00:33","2020-06-07 11BTC"
12.18,71.82,1,"Bitcoin","BTC",9605.2,-0.07,0.02,-0.57,-0.3,2.27,-2.52,6.9,27.92,7.56,"2020-06-07","2020-06-07 11","2020-06-07 05:00:33","2020-06-07 11BTC"
12.96,71.67,1,"Bitcoin","BTC",9570.6,-0.13,-0.26,-0.71,-1.17,1.9,-2.87,6.51,27.46,8.68,"2020-06-07","2020-06-07 12","2020-06-07 06:01:25","2020-06-07 12BTC"
54.41,73.75,1,"Bitcoin","BTC",9991.4,1.5,0.47,0.07,5.47,12.81,11.81,11.21,36.63,55.88,"2020-06-02","2020-06-02 06","2020-06-02 00:00:28","2020-06-02 06BTC"
17.67,71.2,1,"Bitcoin","BTC",9512.2,-0.05,-0.69,-0.95,-1.4,1.28,-3.47,5.86,26.69,14.97,"2020-06-07","2020-06-07 13","2020-06-07 07:01:24","2020-06-07 13BTC"
17.67,71.2,1,"Bitcoin","BTC",9512.2,-0.05,-0.69,-0.95,-1.4,1.28,-3.47,5.86,26.69,14.97,"2020-06-07","2020-06-07 13","2020-06-07 07:01:24","2020-06-07 13BTC"
20.9,70.89,1,"Bitcoin","BTC",9470.2,-0.33,-0.34,-1.3,-1.79,0.83,-3.89,5.39,26.13,18.85,"2020-06-07","2020-06-07 14","2020-06-07 08:00:37","2020-06-07 14BTC"
24.99,70.88,1,"Bitcoin","BTC",9497.3,-0.03,0.25,-0.84,-1.53,1.12,-3.62,5.69,26.49,24.04,"2020-06-07","2020-06-07 15","2020-06-07 09:00:53","2020-06-07 15BTC"
53.61,73.07,1,"Bitcoin","BTC",9918.4,0.19,-0.77,-0.99,4.41,11.99,10.99,10.4,35.63,54.96,"2020-06-02","2020-06-02 07","2020-06-02 01:00:40","2020-06-02 07BTC"
24.99,70.88,1,"Bitcoin","BTC",9497.3,-0.03,0.25,-0.84,-1.53,1.12,-3.62,5.69,26.49,24.04,"2020-06-07","2020-06-07 15","2020-06-07 09:00:53","2020-06-07 15BTC"
24.68,71.05,1,"Bitcoin","BTC",9507,-0.1,0.18,0.05,-1.39,1.22,-3.52,5.8,26.62,23.78,"2020-06-07","2020-06-07 16","2020-06-07 10:00:45","2020-06-07 16BTC"
24.68,71.05,1,"Bitcoin","BTC",9507,-0.1,0.18,0.05,-1.39,1.22,-3.52,5.8,26.62,23.78,"2020-06-07","2020-06-07 16","2020-06-07 10:00:45","2020-06-07 16BTC"
53.08,73.61,1,"Bitcoin","BTC",9915,0.48,-0.17,-0.3,4.43,11.95,10.96,10.36,35.59,54.12,"2020-06-02","2020-06-02 08","2020-06-02 02:00:49","2020-06-02 08BTC"
24.56,71.09,1,"Bitcoin","BTC",9512.4,0.27,0.12,0.41,-0.98,1.28,-3.46,5.86,26.69,23.55,"2020-06-07","2020-06-07 17","2020-06-07 11:00:49","2020-06-07 17BTC"
24.56,71.09,1,"Bitcoin","BTC",9512.4,0.27,0.12,0.41,-0.98,1.28,-3.46,5.86,26.69,23.55,"2020-06-07","2020-06-07 17","2020-06-07 11:00:49","2020-06-07 17BTC"
52.99,72.76,1,"Bitcoin","BTC",9949,0.32,0.48,-0.47,8.24,12.33,11.34,10.74,36.05,53.25,"2020-06-02","2020-06-02 09","2020-06-02 03:00:46","2020-06-02 09BTC"
24.3,71.16,1,"Bitcoin","BTC",9517,0.22,-0.03,0.17,-1.1,1.33,-3.42,5.91,26.75,23.31,"2020-06-07","2020-06-07 18","2020-06-07 12:00:40","2020-06-07 18BTC"
24.3,71.16,1,"Bitcoin","BTC",9517,0.22,-0.03,0.17,-1.1,1.33,-3.42,5.91,26.75,23.31,"2020-06-07","2020-06-07 18","2020-06-07 12:00:40","2020-06-07 18BTC"
52.25,73.64,1,"Bitcoin","BTC",9969.6,0.18,1.45,0.38,5.36,12.56,11.57,10.97,36.33,52.4,"2020-06-02","2020-06-02 10","2020-06-02 04:00:39","2020-06-02 10BTC"
23.91,71.37,1,"Bitcoin","BTC",9549.4,0.07,0.08,0.34,-0.86,1.67,-3.09,6.27,27.18,22.93,"2020-06-07","2020-06-07 19","2020-06-07 13:01:03","2020-06-07 19BTC"
53.08,73.44,1,"Bitcoin","BTC",9979.2,0.35,-0.09,0.78,5.93,12.67,11.67,11.07,36.47,51.65,"2020-06-02","2020-06-02 11","2020-06-02 05:00:41","2020-06-02 11BTC"
23.55,72.81,1,"Bitcoin","BTC",9772.3,1.43,2.39,2.68,1.46,4.05,-0.82,8.76,30.15,22.49,"2020-06-07","2020-06-07 20","2020-06-07 14:00:56","2020-06-07 20BTC"
23.55,72.81,1,"Bitcoin","BTC",9772.3,1.43,2.39,2.68,1.46,4.05,-0.82,8.76,30.15,22.49,"2020-06-07","2020-06-07 20","2020-06-07 14:00:56","2020-06-07 20BTC"
52.52,73.78,1,"Bitcoin","BTC",9699.9,-2.7,-2.38,-2.89,2.5,9.52,8.55,7.96,32.65,50.81,"2020-06-02","2020-06-02 12","2020-06-02 06:07:29","2020-06-02 12BTC"
23.18,72.37,1,"Bitcoin","BTC",9706.4,-0.05,-0.61,1.95,0.28,3.34,-1.49,8.02,29.27,22.14,"2020-06-07","2020-06-07 21","2020-06-07 15:01:04","2020-06-07 21BTC"
23.18,72.37,1,"Bitcoin","BTC",9706.4,-0.05,-0.61,1.95,0.28,3.34,-1.49,8.02,29.27,22.14,"2020-06-07","2020-06-07 21","2020-06-07 15:01:04","2020-06-07 21BTC"
23.16,72.39,1,"Bitcoin","BTC",9701.9,-0.02,0,1.65,0.18,3.3,-1.54,7.97,29.21,21.71,"2020-06-07","2020-06-07 22","2020-06-07 16:01:18","2020-06-07 22BTC"
52.2,73.98,1,"Bitcoin","BTC",9991.5,2.41,0.79,0.03,5.59,12.81,11.81,11.21,36.63,50.24,"2020-06-02","2020-06-02 13","2020-06-02 07:00:48","2020-06-02 13BTC"
22.8,72.74,1,"Bitcoin","BTC",9754.1,0,0.65,-0.12,1.12,3.85,-1.01,8.55,29.91,21.37,"2020-06-07","2020-06-07 23","2020-06-07 17:02:05","2020-06-07 23BTC"
22.8,72.74,1,"Bitcoin","BTC",9754.1,0,0.65,-0.12,1.12,3.85,-1.01,8.55,29.91,21.37,"2020-06-07","2020-06-07 23","2020-06-07 17:02:05","2020-06-07 23BTC"
51.49,74.28,1,"Bitcoin","BTC",9973.9,2.23,-0.33,0.69,5.36,12.61,11.62,11.01,36.39,49.59,"2020-06-02","2020-06-02 14","2020-06-02 08:00:44","2020-06-02 14BTC"
22.44,72.78,1,"Bitcoin","BTC",9747.6,0.18,0,0.49,0.98,3.8,-1.06,8.49,29.84,21.06,"2020-06-08","2020-06-08 00","2020-06-07 18:00:51","2020-06-08 00BTC"
22.44,72.78,1,"Bitcoin","BTC",9747.6,0.18,0,0.49,0.98,3.8,-1.06,8.49,29.84,21.06,"2020-06-08","2020-06-08 00","2020-06-07 18:00:51","2020-06-08 00BTC"
50.73,70.34,1,"Bitcoin","BTC",9459.4,-5.69,-4.76,-4.58,-0.62,6.8,5.86,5.29,29.36,48.7,"2020-06-02","2020-06-02 15","2020-06-02 09:00:56","2020-06-02 15BTC"
22.12,72.81,1,"Bitcoin","BTC",9749.1,0.09,0.1,0.6,1.09,-3.69,-0.26,18.87,29.53,20.76,"2020-06-08","2020-06-08 01","2020-06-07 19:01:18","2020-06-08 01BTC"
22.12,72.81,1,"Bitcoin","BTC",9749.1,0.09,0.1,0.6,1.09,-3.69,-0.26,18.87,29.53,20.76,"2020-06-08","2020-06-08 01","2020-06-07 19:01:18","2020-06-08 01BTC"
50.17,69.78,1,"Bitcoin","BTC",9436.7,0.34,0.34,-4.99,-1.05,6.55,5.6,5.04,29.05,48.25,"2020-06-02","2020-06-02 16","2020-06-02 10:01:13","2020-06-02 16BTC"
21.77,72.77,1,"Bitcoin","BTC",9748.2,-0.06,-0.02,-0.01,1.04,-3.7,-0.27,18.86,29.52,20.47,"2020-06-08","2020-06-08 02","2020-06-07 20:00:42","2020-06-08 02BTC"
21.77,72.77,1,"Bitcoin","BTC",9748.2,-0.06,-0.02,-0.01,1.04,-3.7,-0.27,18.86,29.52,20.47,"2020-06-08","2020-06-08 02","2020-06-07 20:00:42","2020-06-08 02BTC"
59.8,69.86,1,"Bitcoin","BTC",9338.8,0.79,-0.85,-5.97,-2.07,5.44,4.51,3.95,27.71,61.7,"2020-06-02","2020-06-02 17","2020-06-02 11:00:46","2020-06-02 17BTC"
21.39,72.57,1,"Bitcoin","BTC",9720.4,-0.01,-0.29,-0.2,0.31,-3.97,-0.55,18.52,29.15,20.14,"2020-06-08","2020-06-08 03","2020-06-07 21:00:57","2020-06-08 03BTC"
20.97,72.6,1,"Bitcoin","BTC",9723.2,0.09,0.05,-0.28,0.39,-3.94,-0.52,18.55,29.19,19.76,"2020-06-08","2020-06-08 04","2020-06-07 22:00:50","2020-06-08 04BTC"
59.81,69.89,1,"Bitcoin","BTC",9444.2,0.08,0.11,0.27,-0.79,6.63,5.69,5.12,29.15,60.65,"2020-06-02","2020-06-02 18","2020-06-02 12:00:41","2020-06-02 18BTC"
20.61,72.66,1,"Bitcoin","BTC",9728.8,-0.13,0.07,-0.21,0.78,-3.89,-0.46,18.62,29.26,19.45,"2020-06-08","2020-06-08 05","2020-06-07 23:00:35","2020-06-08 05BTC"
58.72,69.86,1,"Bitcoin","BTC",9395.9,-0.03,-0.58,-0.24,-1.29,6.09,5.15,4.58,28.49,59.64,"2020-06-02","2020-06-02 19","2020-06-02 13:00:41","2020-06-02 19BTC"
20.24,72.69,1,"Bitcoin","BTC",9735.4,0.02,0.1,0.18,0.76,-3.82,-0.4,18.7,29.35,19.12,"2020-06-08","2020-06-08 06","2020-06-08 00:00:39","2020-06-08 06BTC"
20.24,72.69,1,"Bitcoin","BTC",9735.4,0.02,0.1,0.18,0.76,-3.82,-0.4,18.7,29.35,19.12,"2020-06-08","2020-06-08 06","2020-06-08 00:00:39","2020-06-08 06BTC"
57.69,69.87,1,"Bitcoin","BTC",9399.8,0.45,-0.11,0.24,-0.3,6.13,5.19,4.62,28.54,58.6,"2020-06-02","2020-06-02 20","2020-06-02 14:00:39","2020-06-02 20BTC"
19.89,72.37,1,"Bitcoin","BTC",9692.3,-0.16,0.22,-0.34,0.33,-4.25,-0.84,18.18,28.78,18.75,"2020-06-08","2020-06-08 07","2020-06-08 01:01:01","2020-06-08 07BTC"
19.89,72.37,1,"Bitcoin","BTC",9692.3,-0.16,0.22,-0.34,0.33,-4.25,-0.84,18.18,28.78,18.75,"2020-06-08","2020-06-08 07","2020-06-08 01:01:01","2020-06-08 07BTC"
57.23,70.36,1,"Bitcoin","BTC",9503.2,1.18,1.15,0.56,-1.12,7.3,6.35,5.78,29.96,57.62,"2020-06-02","2020-06-02 21","2020-06-02 15:00:41","2020-06-02 21BTC"
20.08,72.53,1,"Bitcoin","BTC",9705.8,0,0.3,-0.2,0.47,-4.12,-0.7,18.34,28.96,18.43,"2020-06-08","2020-06-08 08","2020-06-08 02:00:37","2020-06-08 08BTC"
20.08,72.53,1,"Bitcoin","BTC",9705.8,0,0.3,-0.2,0.47,-4.12,-0.7,18.34,28.96,18.43,"2020-06-08","2020-06-08 08","2020-06-08 02:00:37","2020-06-08 08BTC"
61.89,70.77,1,"Bitcoin","BTC",9518.8,-0.99,0.16,1.16,1.37,7.48,6.52,5.95,30.17,56.62,"2020-06-02","2020-06-02 22","2020-06-02 16:01:12","2020-06-02 22BTC"
19.65,72.19,1,"Bitcoin","BTC",9637.8,-0.4,-0.67,-0.96,-0.01,-4.79,-1.39,17.51,28.05,17.99,"2020-06-08","2020-06-08 09","2020-06-08 03:01:08","2020-06-08 09BTC"
19.65,72.19,1,"Bitcoin","BTC",9637.8,-0.4,-0.67,-0.96,-0.01,-4.79,-1.39,17.51,28.05,17.99,"2020-06-08","2020-06-08 09","2020-06-08 03:01:08","2020-06-08 09BTC"
19.4,72.61,1,"Bitcoin","BTC",9730.3,-0.05,0.16,0.28,1.41,-3.87,-0.45,18.64,29.28,17.64,"2020-06-08","2020-06-08 10","2020-06-08 04:01:17","2020-06-08 10BTC"
