"Index","BITEX","Rank","Name","Symbol","Price","Performance15min","Performance1h","Performance3h","Performance1d","Performance7d","Performance1m","Performance3m","Performance6m","Volatility","Date","pkDummy","DateTime","pkey"
43.8,77.57,1,"Bitcoin","BTC",9973.2,0.41,-0.54,-0.2,2.13,8.76,27.55,12.74,-16,38.8,"2020-02-09","2020-02-09 18","2020-02-09 11:02:15","2020-02-09 18BTC"
43.05,77.06,1,"Bitcoin","BTC",9993.3,0.6,0.55,-0.34,2.43,8.98,27.81,12.97,-15.83,38,"2020-02-09","2020-02-09 19","2020-02-09 12:01:07","2020-02-09 19BTC"
43.05,77.06,1,"Bitcoin","BTC",9994.1,0.61,0.56,-0.33,2.44,8.99,27.82,12.98,-15.82,38,"2020-02-09","2020-02-09 19","2020-02-09 12:01:26","2020-02-09 19BTC"
42.41,76.66,1,"Bitcoin","BTC",9885.8,1.4,-1.12,-1.41,1.33,7.81,26.43,11.75,-16.74,37.25,"2020-02-09","2020-02-09 20","2020-02-09 13:00:33","2020-02-09 20BTC"
42.41,76.66,1,"Bitcoin","BTC",9888.3,1.43,-1.1,-1.38,1.35,7.84,26.47,11.78,-16.71,37.25,"2020-02-09","2020-02-09 20","2020-02-09 13:00:52","2020-02-09 20BTC"
41.88,77.08,1,"Bitcoin","BTC",9762.1,-1.35,-1.48,-2.28,0.13,6.46,24.85,10.35,-17.78,36.51,"2020-02-09","2020-02-09 21","2020-02-09 14:02:21","2020-02-09 21BTC"
41.88,77.08,1,"Bitcoin","BTC",9761.5,-1.35,-1.49,-2.29,0.12,6.46,24.84,10.35,-17.78,36.51,"2020-02-09","2020-02-09 21","2020-02-09 14:00:21","2020-02-09 21BTC"
41.23,77.19,1,"Bitcoin","BTC",9937.5,-1.17,2.1,-0.61,0.45,8.37,27.09,12.34,-16.3,35.88,"2020-02-09","2020-02-09 22","2020-02-09 15:00:54","2020-02-09 22BTC"
41.23,77.19,1,"Bitcoin","BTC",9937.4,-1.17,2.1,-0.61,0.45,8.37,27.09,12.34,-16.3,35.88,"2020-02-09","2020-02-09 22","2020-02-09 15:00:41","2020-02-09 22BTC"
40.75,77.07,1,"Bitcoin","BTC",9986.3,-0.12,0.85,2.61,1.76,8.91,27.72,12.89,-15.89,35.13,"2020-02-09","2020-02-09 23","2020-02-09 16:02:14","2020-02-09 23BTC"
40.76,76.98,1,"Bitcoin","BTC",9987.5,-0.1,0.86,2.62,1.77,8.92,27.73,12.9,-15.88,35.13,"2020-02-09","2020-02-09 23","2020-02-09 16:00:51","2020-02-09 23BTC"
40.45,78.1,1,"Bitcoin","BTC",9986.7,-0.78,0.66,2.57,1.73,8.87,27.68,12.85,-15.92,34.76,"2020-02-10","2020-02-10 00","2020-02-09 17:00:42","2020-02-10 00BTC"
40.45,78.1,1,"Bitcoin","BTC",9987.2,-0.75,0.7,2.62,1.77,8.92,27.73,12.9,-15.88,34.76,"2020-02-10","2020-02-10 00","2020-02-09 17:00:43","2020-02-10 00BTC"
40.15,78.33,1,"Bitcoin","BTC",10069,-0.47,-0.15,1.52,2.2,9.29,23.5,11.1,-10.95,34.5,"2020-02-10","2020-02-10 01","2020-02-09 18:03:44","2020-02-10 01BTC"
40.15,78.42,1,"Bitcoin","BTC",10066,-0.73,-0.3,1.49,2.17,9.25,23.46,11.06,-10.98,34.52,"2020-02-10","2020-02-10 01","2020-02-09 18:01:09","2020-02-10 01BTC"
39.63,78.11,1,"Bitcoin","BTC",10062,0.13,-0.17,0.37,1.63,9.21,23.41,11.02,-11.01,34.21,"2020-02-10","2020-02-10 02","2020-02-09 19:00:56","2020-02-10 02BTC"
39.63,78.11,1,"Bitcoin","BTC",10067,0.18,-0.16,1.51,2.19,9.27,23.48,11.08,-10.97,34.21,"2020-02-10","2020-02-10 02","2020-02-09 19:00:53","2020-02-10 02BTC"
39.39,78.2,1,"Bitcoin","BTC",10087,0.36,0.08,0.62,1.89,9.48,23.72,11.3,-10.79,33.83,"2020-02-10","2020-02-10 03","2020-02-09 20:00:38","2020-02-10 03BTC"
39.39,78.2,1,"Bitcoin","BTC",10087,0.36,0.08,0.62,1.89,9.48,23.72,11.3,-10.79,33.83,"2020-02-10","2020-02-10 03","2020-02-09 20:00:32","2020-02-10 03BTC"
38.75,77.85,1,"Bitcoin","BTC",10070,0.67,-0.14,-0.14,0.98,9.29,23.51,11.11,-10.95,33.4,"2020-02-10","2020-02-10 04","2020-02-09 21:00:36","2020-02-10 04BTC"
38.75,77.85,1,"Bitcoin","BTC",10067,0.64,-0.16,-0.16,0.96,9.27,23.48,11.08,-10.97,33.4,"2020-02-10","2020-02-10 04","2020-02-09 21:00:52","2020-02-10 04BTC"
38.42,77.53,1,"Bitcoin","BTC",10039,0.6,0.32,-0.44,0.31,8.96,23.14,10.77,-11.22,32.82,"2020-02-10","2020-02-10 05","2020-02-09 22:00:41","2020-02-10 05BTC"
38.42,77.53,1,"Bitcoin","BTC",10039,0.6,0.32,-0.44,0.31,8.96,23.13,10.77,-11.22,32.82,"2020-02-10","2020-02-10 05","2020-02-09 22:00:19","2020-02-10 05BTC"
37.76,76.89,1,"Bitcoin","BTC",9732.9,-2.43,-2.72,-3.47,-2.75,5.64,19.38,7.39,-13.92,32.23,"2020-02-10","2020-02-10 06","2020-02-09 23:00:37","2020-02-10 06BTC"
37.76,76.89,1,"Bitcoin","BTC",9733.4,-2.43,-2.71,-3.47,-2.74,5.65,19.39,7.4,-13.92,32.23,"2020-02-10","2020-02-10 06","2020-02-09 23:00:46","2020-02-10 06BTC"
37.07,76.79,1,"Bitcoin","BTC",9928.6,0.21,1.92,-1.33,0.54,7.76,21.78,9.55,-12.19,31.42,"2020-02-10","2020-02-10 07","2020-02-10 00:01:46","2020-02-10 07BTC"
37.07,76.79,1,"Bitcoin","BTC",9927.6,0.2,1.91,-1.34,0.53,7.75,21.77,9.54,-12.2,31.42,"2020-02-10","2020-02-10 07","2020-02-10 00:01:22","2020-02-10 07BTC"
36.48,76.66,1,"Bitcoin","BTC",9906.9,0.12,0.37,1.7,0.09,7.53,21.51,9.31,-12.39,30.61,"2020-02-10","2020-02-10 08","2020-02-10 01:01:04","2020-02-10 08BTC"
35.84,76.31,1,"Bitcoin","BTC",9827.2,-0.2,-0.7,0.88,-0.71,6.66,20.54,8.43,-13.09,29.88,"2020-02-10","2020-02-10 09","2020-02-10 02:00:52","2020-02-10 09BTC"
35.84,76.31,1,"Bitcoin","BTC",9824.3,-0.23,-0.73,0.85,-0.74,6.63,20.5,8.4,-13.12,29.88,"2020-02-10","2020-02-10 09","2020-02-10 02:01:16","2020-02-10 09BTC"
35.37,75.27,1,"Bitcoin","BTC",9718.1,0.24,0.41,-1.8,-2.6,5.48,19.2,7.23,-14.06,29.37,"2020-02-10","2020-02-10 10","2020-02-10 03:03:07","2020-02-10 10BTC"
35.4,75.14,1,"Bitcoin","BTC",9717.5,-0.08,-1.21,-2.05,-2.66,5.47,19.19,7.22,-14.06,29.37,"2020-02-10","2020-02-10 10","2020-02-10 03:01:29","2020-02-10 10BTC"
35.07,75.82,1,"Bitcoin","BTC",9760.2,0.3,0.37,-1.38,-2.18,5.94,19.71,7.69,-13.68,28.86,"2020-02-10","2020-02-10 11","2020-02-10 04:01:08","2020-02-10 11BTC"
35.07,75.82,1,"Bitcoin","BTC",9760.2,0.3,0.37,-1.38,-2.18,5.94,19.71,7.69,-13.68,28.86,"2020-02-10","2020-02-10 11","2020-02-10 04:00:28","2020-02-10 11BTC"
34.55,75.46,1,"Bitcoin","BTC",9723.2,0.05,0.11,-0.01,-2.32,5.53,19.26,7.28,-14.01,28.4,"2020-02-10","2020-02-10 12","2020-02-10 05:01:14","2020-02-10 12BTC"
34.55,75.43,1,"Bitcoin","BTC",9716,-0.02,0.04,-0.09,-2.39,5.46,19.17,7.2,-14.07,28.4,"2020-02-10","2020-02-10 12","2020-02-10 05:01:56","2020-02-10 12BTC"
36.4,75.85,1,"Bitcoin","BTC",9683.5,-0.22,-0.89,-0.42,-2.72,5.1,18.77,6.85,-14.36,30.7,"2020-02-10","2020-02-10 13","2020-02-10 06:00:53","2020-02-10 13BTC"
36.4,75.85,1,"Bitcoin","BTC",9689.3,-0.15,-0.5,-0.8,-2.76,5.17,18.84,6.91,-14.31,30.7,"2020-02-10","2020-02-10 13","2020-02-10 06:01:17","2020-02-10 13BTC"
38.04,75.76,1,"Bitcoin","BTC",9771.3,-0.11,0.69,0.04,-1.93,6.06,19.85,7.81,-13.58,30.17,"2020-02-10","2020-02-10 14","2020-02-10 07:00:43","2020-02-10 14BTC"
38.04,75.76,1,"Bitcoin","BTC",9764.8,-0.11,0.32,-0.06,-2.28,5.99,19.77,7.74,-13.64,30.17,"2020-02-10","2020-02-10 14","2020-02-10 07:01:06","2020-02-10 14BTC"
43.29,76.25,1,"Bitcoin","BTC",9786.5,0.33,0.54,0.16,-2.07,6.22,20.04,7.98,-13.45,37.85,"2020-02-10","2020-02-10 15","2020-02-10 08:01:12","2020-02-10 15BTC"
43.29,76.25,1,"Bitcoin","BTC",9794.6,0.41,0.63,0.24,-1.98,6.31,20.14,8.07,-13.38,37.85,"2020-02-10","2020-02-10 15","2020-02-10 08:00:55","2020-02-10 15BTC"
42.38,76.29,1,"Bitcoin","BTC",9760.1,-0.42,-0.41,0.58,-2.34,5.94,19.71,7.69,-13.68,36.93,"2020-02-10","2020-02-10 16","2020-02-10 09:01:33","2020-02-10 16BTC"
42.38,76.29,1,"Bitcoin","BTC",9759.6,-0.43,-0.41,0.57,-2.34,5.93,19.71,7.69,-13.69,36.93,"2020-02-10","2020-02-10 16","2020-02-10 09:00:45","2020-02-10 16BTC"
41.54,75.88,1,"Bitcoin","BTC",9736.8,-0.26,-0.11,0.03,-2.9,5.68,19.43,7.43,-13.89,36.09,"2020-02-10","2020-02-10 17","2020-02-10 10:01:08","2020-02-10 17BTC"
41.51,75.93,1,"Bitcoin","BTC",9735.6,-0.14,0.06,-0.66,-2.55,5.67,19.41,7.42,-13.9,36.07,"2020-02-10","2020-02-10 17","2020-02-10 10:03:32","2020-02-10 17BTC"
40.81,76.29,1,"Bitcoin","BTC",9656.4,-0.58,-0.84,-1.47,-3.34,4.81,18.44,6.55,-14.6,35.42,"2020-02-10","2020-02-10 18","2020-02-10 11:01:26","2020-02-10 18BTC"
40.81,76.22,1,"Bitcoin","BTC",9723.9,-0.24,-0.41,-0.24,-2.74,5.54,19.27,7.29,-14,35.3,"2020-02-10","2020-02-10 18","2020-02-10 11:06:14","2020-02-10 18BTC"
40.12,76.02,1,"Bitcoin","BTC",9737.7,0.21,0.49,-0.1,-2.61,5.69,19.44,7.44,-13.88,34.69,"2020-02-10","2020-02-10 19","2020-02-10 12:03:03","2020-02-10 19BTC"
40.17,75.61,1,"Bitcoin","BTC",9748.6,0.32,0.6,0.01,-2.5,5.81,19.57,7.56,-13.79,34.69,"2020-02-10","2020-02-10 19","2020-02-10 12:00:36","2020-02-10 19BTC"
42.82,75.92,1,"Bitcoin","BTC",9751.7,0.01,-0.03,0.13,-1.59,5.84,19.61,7.6,-13.76,38.62,"2020-02-10","2020-02-10 20","2020-02-10 13:01:22","2020-02-10 20BTC"
42.82,75.92,1,"Bitcoin","BTC",9752.5,0.02,-0.02,0.14,-1.58,5.85,19.62,7.61,-13.75,38.62,"2020-02-10","2020-02-10 20","2020-02-10 13:00:32","2020-02-10 20BTC"
41.89,76.21,1,"Bitcoin","BTC",9765.7,-0.39,0.14,0.78,0.34,6,19.78,7.75,-13.63,37.85,"2020-02-10","2020-02-10 21","2020-02-10 14:00:59","2020-02-10 21BTC"
41.89,76.21,1,"Bitcoin","BTC",9764.8,-0.4,0.13,0.77,0.33,5.99,19.77,7.74,-13.64,37.85,"2020-02-10","2020-02-10 21","2020-02-10 14:00:56","2020-02-10 21BTC"
40.96,76.21,1,"Bitcoin","BTC",9762,-0.22,-0.02,0.08,-1.57,5.96,19.74,7.71,-13.67,36.81,"2020-02-10","2020-02-10 22","2020-02-10 15:00:46","2020-02-10 22BTC"
40.96,76.21,1,"Bitcoin","BTC",9757.8,-0.26,-0.06,0.03,-1.61,5.91,19.68,7.67,-13.7,36.81,"2020-02-10","2020-02-10 22","2020-02-10 15:00:43","2020-02-10 22BTC"
49.07,76.18,1,"Bitcoin","BTC",9754.1,0.13,-0.22,0.02,-1.65,5.87,19.64,7.62,-13.74,48.67,"2020-02-10","2020-02-10 23","2020-02-10 16:00:51","2020-02-10 23BTC"
49.07,76.18,1,"Bitcoin","BTC",9754,0.13,-0.22,0.02,-1.65,5.87,19.64,7.62,-13.74,48.67,"2020-02-10","2020-02-10 23","2020-02-10 16:00:49","2020-02-10 23BTC"
47.94,76.81,1,"Bitcoin","BTC",9814.9,0.4,0.55,0.52,-2.09,6.53,20.39,8.3,-13.2,47.23,"2020-02-11","2020-02-11 00","2020-02-10 17:00:40","2020-02-11 00BTC"
47.94,76.81,1,"Bitcoin","BTC",9814.8,0.4,0.55,0.52,-2.09,6.53,20.38,8.29,-13.2,47.23,"2020-02-11","2020-02-11 00","2020-02-10 17:00:37","2020-02-11 00BTC"
46.76,75.74,1,"Bitcoin","BTC",9733.2,-0.43,-0.82,-0.43,-3.48,7.12,21.41,10.79,-15.73,46.01,"2020-02-11","2020-02-11 01","2020-02-10 18:00:41","2020-02-11 01BTC"
46.76,75.74,1,"Bitcoin","BTC",9736.2,-0.4,0.35,-0.25,-3.4,7.16,21.45,10.83,-15.71,46.01,"2020-02-11","2020-02-11 01","2020-02-10 18:00:43","2020-02-11 01BTC"
45.76,76.19,1,"Bitcoin","BTC",9784.7,0.95,0.77,0.24,-2.92,7.69,22.06,11.38,-15.29,45.09,"2020-02-11","2020-02-11 02","2020-02-10 19:00:36","2020-02-11 02BTC"
45.76,76.19,1,"Bitcoin","BTC",9785,0.95,0.77,0.25,-2.92,7.69,22.06,11.38,-15.28,45.09,"2020-02-11","2020-02-11 02","2020-02-10 19:00:30","2020-02-11 02BTC"
44.78,75.77,1,"Bitcoin","BTC",9713.3,-0.28,-0.59,-1.02,-3.67,6.9,21.17,10.57,-15.91,44.14,"2020-02-11","2020-02-11 03","2020-02-10 20:00:36","2020-02-11 03BTC"
44.78,75.77,1,"Bitcoin","BTC",9713.3,-0.28,-0.59,-1.02,-3.67,6.9,21.17,10.57,-15.91,44.14,"2020-02-11","2020-02-11 03","2020-02-10 20:00:32","2020-02-11 03BTC"
51.97,75.56,1,"Bitcoin","BTC",9696.6,0.33,-0.18,-0.14,-3.64,6.72,20.96,10.38,-16.05,54.18,"2020-02-11","2020-02-11 04","2020-02-10 21:00:39","2020-02-11 04BTC"
51.97,75.56,1,"Bitcoin","BTC",9695.6,0.32,-0.19,-0.15,-3.65,6.71,20.95,10.37,-16.06,54.18,"2020-02-11","2020-02-11 04","2020-02-10 21:01:09","2020-02-11 04BTC"
50.84,75.45,1,"Bitcoin","BTC",9684.5,-0.09,-0.05,-0.88,-3.2,6.59,20.81,10.24,-16.15,52.9,"2020-02-11","2020-02-11 05","2020-02-10 22:02:01","2020-02-11 05BTC"
50.84,75.45,1,"Bitcoin","BTC",9685.4,-0.09,-0.01,-0.3,-0.58,6.6,20.82,10.25,-16.15,52.9,"2020-02-11","2020-02-11 05","2020-02-10 22:01:56","2020-02-11 05BTC"
49.83,75.79,1,"Bitcoin","BTC",9726.6,-0.13,-0.07,0.39,-1.95,7.05,21.33,10.72,-15.79,51.64,"2020-02-11","2020-02-11 06","2020-02-10 23:01:01","2020-02-11 06BTC"
49.83,75.79,1,"Bitcoin","BTC",9726.6,-0.13,-0.07,0.39,-1.95,7.05,21.33,10.72,-15.79,51.64,"2020-02-11","2020-02-11 06","2020-02-10 23:00:36","2020-02-11 06BTC"
48.88,75.71,1,"Bitcoin","BTC",9721.7,-0.06,0.11,0.36,-1.77,7,21.27,10.66,-15.83,50.46,"2020-02-11","2020-02-11 07","2020-02-11 00:01:58","2020-02-11 07BTC"
48.88,75.71,1,"Bitcoin","BTC",9722.8,-0.05,0.12,0.37,-1.75,7.01,21.28,10.68,-15.82,50.46,"2020-02-11","2020-02-11 07","2020-02-11 00:02:33","2020-02-11 07BTC"
47.86,75.4,1,"Bitcoin","BTC",9665.7,0.07,-0.41,-0.22,-2.33,6.38,20.57,10.03,-16.32,49.44,"2020-02-11","2020-02-11 08","2020-02-11 01:00:18","2020-02-11 08BTC"
47.86,75.4,1,"Bitcoin","BTC",9651.4,-0.07,-0.56,-0.36,-2.48,6.22,20.39,9.86,-16.44,49.44,"2020-02-11","2020-02-11 08","2020-02-11 01:01:07","2020-02-11 08BTC"
47.06,75.99,1,"Bitcoin","BTC",9727.6,0.32,0.58,-0.05,-1.1,7.06,21.34,10.73,-15.78,48.46,"2020-02-11","2020-02-11 09","2020-02-11 02:00:46","2020-02-11 09BTC"
47.04,75.99,1,"Bitcoin","BTC",9743.9,0.49,0.75,0.12,-0.94,7.24,21.55,10.92,-15.64,48.46,"2020-02-11","2020-02-11 09","2020-02-11 02:04:49","2020-02-11 09BTC"
46.18,75.61,1,"Bitcoin","BTC",9699.2,-0.36,-0.44,-0.07,-0.26,6.75,20.99,10.41,-16.03,47.32,"2020-02-11","2020-02-11 10","2020-02-11 03:01:17","2020-02-11 10BTC"
46.18,75.61,1,"Bitcoin","BTC",9700.8,-0.34,-0.43,-0.05,-0.24,6.77,21.01,10.43,-16.01,47.32,"2020-02-11","2020-02-11 10","2020-02-11 03:00:59","2020-02-11 10BTC"
45.8,75.89,1,"Bitcoin","BTC",9683.4,0.2,-0.13,0.13,-0.86,6.57,20.79,10.23,-16.16,46.29,"2020-02-11","2020-02-11 11","2020-02-11 04:00:43","2020-02-11 11BTC"
45.8,75.89,1,"Bitcoin","BTC",9688.1,0.12,0.25,-0.56,-0.85,6.63,20.85,10.28,-16.12,46.29,"2020-02-11","2020-02-11 11","2020-02-11 04:01:12","2020-02-11 11BTC"
45.15,75.63,1,"Bitcoin","BTC",9677.1,0.07,-0.05,-0.67,-0.96,6.51,20.71,10.16,-16.22,45.29,"2020-02-11","2020-02-11 12","2020-02-11 05:00:39","2020-02-11 12BTC"
45.15,75.63,1,"Bitcoin","BTC",9678.3,0.08,-0.04,-0.66,-0.95,6.52,20.73,10.17,-16.21,45.29,"2020-02-11","2020-02-11 12","2020-02-11 05:00:45","2020-02-11 12BTC"
44.47,76.41,1,"Bitcoin","BTC",9753.3,0.32,0.82,0.59,0.51,7.34,21.66,11.02,-15.56,44.15,"2020-02-11","2020-02-11 13","2020-02-11 06:01:09","2020-02-11 13BTC"
44.47,76.41,1,"Bitcoin","BTC",9727.2,0.05,0.55,0.32,0.24,7.06,21.34,10.73,-15.79,44.15,"2020-02-11","2020-02-11 13","2020-02-11 06:00:40","2020-02-11 13BTC"
43.62,76.59,1,"Bitcoin","BTC",9793,-0.48,0.22,1.14,0.61,7.78,22.16,11.48,-15.22,42.98,"2020-02-11","2020-02-11 14","2020-02-11 07:00:56","2020-02-11 14BTC"
43.62,76.59,1,"Bitcoin","BTC",9793,-0.48,0.22,1.14,0.61,7.78,22.16,11.48,-15.22,42.98,"2020-02-11","2020-02-11 14","2020-02-11 07:00:36","2020-02-11 14BTC"
42.63,76.12,1,"Bitcoin","BTC",9764.6,-0.48,-0.27,0.93,-0.36,7.47,21.81,11.15,-15.46,41.86,"2020-02-11","2020-02-11 15","2020-02-11 08:00:41","2020-02-11 15BTC"
42.63,76.12,1,"Bitcoin","BTC",9765.6,-0.47,-0.26,0.94,-0.35,7.48,21.82,11.16,-15.45,41.86,"2020-02-11","2020-02-11 15","2020-02-11 08:00:42","2020-02-11 15BTC"
43.63,78.57,1,"Bitcoin","BTC",10080,1.1,3.23,3.15,3.41,10.94,25.74,14.74,-12.73,40.96,"2020-02-11","2020-02-11 16","2020-02-11 09:00:50","2020-02-11 16BTC"
43.63,78.57,1,"Bitcoin","BTC",10080,1.1,3.23,3.15,3.41,10.94,25.74,14.74,-12.73,40.96,"2020-02-11","2020-02-11 16","2020-02-11 09:00:56","2020-02-11 16BTC"
44.18,78.83,1,"Bitcoin","BTC",10128,0.27,-0.05,3.73,4.52,11.47,26.34,15.29,-12.31,40.58,"2020-02-11","2020-02-11 17","2020-02-11 10:00:54","2020-02-11 17BTC"
44.18,78.83,1,"Bitcoin","BTC",10126,0.19,-0.06,3.71,4.5,11.45,26.32,15.27,-12.33,40.58,"2020-02-11","2020-02-11 17","2020-02-11 10:01:18","2020-02-11 17BTC"
45.6,79.31,1,"Bitcoin","BTC",10151,0.06,-0.16,0.5,4.06,11.72,26.62,15.55,-12.12,40.13,"2020-02-11","2020-02-11 18","2020-02-11 11:01:10","2020-02-11 18BTC"
45.6,79.31,1,"Bitcoin","BTC",10168,0.23,0.01,0.67,4.24,11.91,26.84,15.75,-11.97,40.13,"2020-02-11","2020-02-11 18","2020-02-11 11:01:07","2020-02-11 18BTC"
46.92,79.13,1,"Bitcoin","BTC",10087,0.51,-0.61,-0.13,3.41,11.01,25.82,14.82,-12.67,40.6,"2020-02-11","2020-02-11 19","2020-02-11 12:00:42","2020-02-11 19BTC"
46.9,79.33,1,"Bitcoin","BTC",10065,0.4,-0.88,-0.41,3.21,10.77,25.55,14.57,-12.86,40.58,"2020-02-11","2020-02-11 19","2020-02-11 12:03:53","2020-02-11 19BTC"
46.78,79.38,1,"Bitcoin","BTC",10169,1.24,-0.31,0.2,4.15,11.92,26.85,15.76,-11.96,39.99,"2020-02-11","2020-02-11 20","2020-02-11 13:03:26","2020-02-11 20BTC"
46.8,79.41,1,"Bitcoin","BTC",10196,0.84,0.4,0.89,4.55,12.21,27.18,16.06,-11.73,40.03,"2020-02-11","2020-02-11 20","2020-02-11 13:01:02","2020-02-11 20BTC"
46.39,79.23,1,"Bitcoin","BTC",10141,0.65,0.28,-0.14,3.74,11.61,26.5,15.44,-12.2,39.41,"2020-02-11","2020-02-11 21","2020-02-11 14:01:04","2020-02-11 21BTC"
46.39,79.23,1,"Bitcoin","BTC",10143,0.67,-0.57,-0.06,3.88,11.63,26.52,15.46,-12.19,39.41,"2020-02-11","2020-02-11 21","2020-02-11 14:00:50","2020-02-11 21BTC"
46.06,78.8,1,"Bitcoin","BTC",10018,-0.19,-0.02,-1.8,2.63,10.26,24.97,14.04,-13.27,38.85,"2020-02-11","2020-02-11 22","2020-02-11 15:01:28","2020-02-11 22BTC"
46.06,78.8,1,"Bitcoin","BTC",10009,-0.54,-0.11,-1.88,2.54,10.16,24.85,13.93,-13.34,38.85,"2020-02-11","2020-02-11 22","2020-02-11 15:01:18","2020-02-11 22BTC"
45.61,78.99,1,"Bitcoin","BTC",10081,0.01,-0.15,-1.18,3.28,10.95,25.75,14.75,-12.72,38.24,"2020-02-11","2020-02-11 23","2020-02-11 16:00:48","2020-02-11 23BTC"
45.61,78.89,1,"Bitcoin","BTC",10082,0.02,-0.14,-1.17,3.29,10.96,25.76,14.76,-12.71,38.24,"2020-02-11","2020-02-11 23","2020-02-11 16:00:49","2020-02-11 23BTC"
45.29,79.48,1,"Bitcoin","BTC",10153,-0.33,0.77,0.15,3.46,11.74,26.65,15.57,-12.1,37.83,"2020-02-12","2020-02-12 00","2020-02-11 17:00:41","2020-02-12 00BTC"
45.29,79.48,1,"Bitcoin","BTC",10162,-0.25,0.86,0.24,3.55,11.84,26.76,15.67,-12.02,37.83,"2020-02-12","2020-02-12 00","2020-02-11 17:00:46","2020-02-12 00BTC"
48.02,80.48,1,"Bitcoin","BTC",10198,0.37,-0.37,1.22,4.37,6.92,24.81,15.08,-10.53,37.52,"2020-02-12","2020-02-12 01","2020-02-11 18:01:22","2020-02-12 01BTC"
48.02,80.48,1,"Bitcoin","BTC",10198,0.21,-0.37,1.22,4.37,6.92,24.81,15.08,-10.53,37.52,"2020-02-12","2020-02-12 01","2020-02-11 18:00:57","2020-02-12 01BTC"
49.82,80.06,1,"Bitcoin","BTC",10218,-0.14,0.34,1.11,5.18,7.13,25.05,15.3,-10.35,39.9,"2020-02-12","2020-02-12 02","2020-02-11 19:00:50","2020-02-12 02BTC"
49.82,80.06,1,"Bitcoin","BTC",10218,-0.14,0.34,1.11,5.19,7.13,25.05,15.31,-10.35,39.9,"2020-02-12","2020-02-12 02","2020-02-11 19:00:57","2020-02-12 02BTC"
49.35,80.11,1,"Bitcoin","BTC",10214,0.41,0.16,1.07,5.15,7.09,25.01,15.26,-10.39,39.57,"2020-02-12","2020-02-12 03","2020-02-11 20:01:02","2020-02-12 03BTC"
49.35,80.11,1,"Bitcoin","BTC",10215,0.42,0.16,1.08,5.15,7.09,25.01,15.27,-10.38,39.57,"2020-02-12","2020-02-12 03","2020-02-11 20:00:53","2020-02-12 03BTC"
49.03,80.37,1,"Bitcoin","BTC",10211,0.37,0.01,0.15,5.39,7.05,24.97,15.22,-10.42,39.26,"2020-02-12","2020-02-12 04","2020-02-11 21:00:13","2020-02-12 04BTC"
49.03,80.37,1,"Bitcoin","BTC",10214,0.4,0.03,0.18,5.42,7.08,25,15.26,-10.39,39.26,"2020-02-12","2020-02-12 04","2020-02-11 21:01:04","2020-02-12 04BTC"
48.62,80.33,1,"Bitcoin","BTC",10208,0,-0.09,0.1,5.39,7.03,24.93,15.2,-10.44,38.94,"2020-02-12","2020-02-12 05","2020-02-11 22:00:41","2020-02-12 05BTC"
48.62,80.33,1,"Bitcoin","BTC",10220,0.11,0.03,0.21,5.51,7.15,25.08,15.33,-10.34,38.94,"2020-02-12","2020-02-12 05","2020-02-11 22:00:44","2020-02-12 05BTC"
48.61,80.77,1,"Bitcoin","BTC",10215,-0.22,-0.03,0.05,4.97,7.1,25.02,15.27,-10.38,38.58,"2020-02-12","2020-02-12 06","2020-02-11 23:00:03","2020-02-12 06BTC"
48.79,80.53,1,"Bitcoin","BTC",10218,-0.19,-0.01,0.07,4.99,7.13,25.05,15.3,-10.35,38.58,"2020-02-12","2020-02-12 06","2020-02-11 23:01:19","2020-02-12 06BTC"
49.09,79.96,1,"Bitcoin","BTC",10164,1.97,0.2,-0.54,5.1,6.56,24.39,14.69,-10.83,38.11,"2020-02-12","2020-02-12 07","2020-02-12 00:01:13","2020-02-12 07BTC"
49.09,79.96,1,"Bitcoin","BTC",10164,0.55,0.2,-0.54,5.1,6.56,24.39,14.69,-10.83,38.11,"2020-02-12","2020-02-12 07","2020-02-12 00:01:09","2020-02-12 07BTC"
50.33,80.77,1,"Bitcoin","BTC",10239,0.4,0.84,0.2,5.88,7.35,25.32,15.55,-10.17,37.5,"2020-02-12","2020-02-12 08","2020-02-12 01:01:28","2020-02-12 08BTC"
50.33,80.77,1,"Bitcoin","BTC",10238,0.39,0.83,0.19,5.86,7.34,25.3,15.53,-10.18,37.5,"2020-02-12","2020-02-12 08","2020-02-12 01:00:57","2020-02-12 08BTC"
49.76,80.07,1,"Bitcoin","BTC",10130,0.78,-0.88,-0.95,3.98,6.2,23.97,14.31,-11.13,36.87,"2020-02-12","2020-02-12 09","2020-02-12 02:00:45","2020-02-12 09BTC"
49.76,80.07,1,"Bitcoin","BTC",10133,0.81,-0.85,-0.92,4.01,6.24,24.01,14.34,-11.1,36.87,"2020-02-12","2020-02-12 09","2020-02-12 02:00:50","2020-02-12 09BTC"
48.91,79.25,1,"Bitcoin","BTC",10043,0.65,-0.88,-1.09,3.58,5.29,22.91,13.33,-11.89,36.17,"2020-02-12","2020-02-12 10","2020-02-12 03:00:31","2020-02-12 10BTC"
48.91,79.25,1,"Bitcoin","BTC",10043,0.65,-0.88,-1.09,3.58,5.29,22.91,13.33,-11.89,36.17,"2020-02-12","2020-02-12 10","2020-02-12 03:00:19","2020-02-12 10BTC"
