"symbol","model","eval_set","rmse","rsq","date_time_utc","date_utc"
"ELF","rf","holdout",2.6131060085599,0.0129219316329631,"2021-01-05 15:00:12","2021-01-05"
"ELF","rf","test",2.72191598906388,0.0764897432873858,"2021-01-05 15:00:12","2021-01-05"
"ELF","xgb","holdout",2.04098439407564,0.0514906325510073,"2021-01-05 15:00:12","2021-01-05"
"ELF","xgb","test",2.93669266418506,0.0534981119863023,"2021-01-05 15:00:12","2021-01-05"
"ENJ","lm","holdout",2.2479091705943,0.669249045059092,"2021-01-05 15:00:12","2021-01-05"
"ENJ","lm","test",2.25698390012726,0.275009563788343,"2021-01-05 15:00:12","2021-01-05"
"ENJ","nnet","holdout",3.25499364899127,0.0127017363101241,"2021-01-05 15:00:12","2021-01-05"
"ENJ","nnet","test",2.82601327986126,0.0977858898792298,"2021-01-05 15:00:12","2021-01-05"
"ENJ","pcr","holdout",3.07003970605353,0.0854198480579136,"2021-01-05 15:00:12","2021-01-05"
"ENJ","pcr","test",2.22385230901481,0.244817542784886,"2021-01-05 15:00:12","2021-01-05"
"ENJ","rf","holdout",2.1965283144511,0.563523949732472,"2021-01-05 15:00:12","2021-01-05"
"ENJ","rf","test",3.32979244461766,0.126273498595192,"2021-01-05 15:00:12","2021-01-05"
"ENJ","xgb","holdout",3.20189220052471,0.150367719745311,"2021-01-05 15:00:12","2021-01-05"
"ENJ","xgb","test",2.43772523036089,0.230700192157926,"2021-01-05 15:00:12","2021-01-05"
"EOS","lm","holdout",0.497774474315707,0.886028403855355,"2021-01-05 15:00:12","2021-01-05"
"EOS","lm","test",0.853872036359278,0.557483947851445,"2021-01-05 15:00:12","2021-01-05"
"EOS","nnet","holdout",1.66110743763698,0.0832411923770798,"2021-01-05 15:00:12","2021-01-05"
"EOS","nnet","test",2.22004477922976,0.277303709401107,"2021-01-05 15:00:12","2021-01-05"
"EOS","pcr","holdout",1.20996207449933,0.331050765504169,"2021-01-05 15:00:12","2021-01-05"
"EOS","pcr","test",0.990098773838386,0.477264392176375,"2021-01-05 15:00:12","2021-01-05"
"EOS","rf","holdout",2.6318347695235,0.28787807645407,"2021-01-05 15:00:12","2021-01-05"
"EOS","rf","test",1.5218777089134,0.165335479601665,"2021-01-05 15:00:12","2021-01-05"
"EOS","xgb","holdout",2.99325555645403,0.108923447869581,"2021-01-05 15:00:12","2021-01-05"
"EOS","xgb","test",1.61801754177753,0.0671752895288706,"2021-01-05 15:00:12","2021-01-05"
"ETH","lm","holdout",0.801842298184152,0.950718483988739,"2021-01-05 15:00:12","2021-01-05"
"ETH","lm","test",0.718504012407226,0.366069139813639,"2021-01-05 15:00:12","2021-01-05"
"ETH","nnet","holdout",4.42466136249207,0.336932375918162,"2021-01-05 15:00:12","2021-01-05"
"ETH","nnet","test",1.04222893648408,0.146672463685276,"2021-01-05 15:00:12","2021-01-05"
"ETH","pcr","holdout",1.93721843190817,0.703057381526954,"2021-01-05 15:00:12","2021-01-05"
"ETH","pcr","test",0.854245474245913,0.13379561896987,"2021-01-05 15:00:12","2021-01-05"
"ETH","rf","holdout",3.56017580338975,0.308164381427842,"2021-01-05 15:00:12","2021-01-05"
"ETH","rf","test",1.16130551038956,0.176678699854514,"2021-01-05 15:00:12","2021-01-05"
"ETH","xgb","holdout",3.56945847592662,0.00312579823158115,"2021-01-05 15:00:12","2021-01-05"
"ETH","xgb","test",1.80275233977704,0.114092122306791,"2021-01-05 15:00:12","2021-01-05"
"ETP","lm","holdout",1.75738923937811,0.68194139677667,"2021-01-05 15:00:12","2021-01-05"
"ETP","lm","test",0.930903891000263,0.549791384101867,"2021-01-05 15:00:12","2021-01-05"
"ETP","nnet","holdout",3.06811528688858,0.129033578858307,"2021-01-05 15:00:12","2021-01-05"
"ETP","nnet","test",2.30218906501959,0.10122534529691,"2021-01-05 15:00:12","2021-01-05"
"ETP","pcr","holdout",2.29866627762356,0.430752940103493,"2021-01-05 15:00:12","2021-01-05"
"ETP","pcr","test",1.27420856246395,0.229838948081278,"2021-01-05 15:00:12","2021-01-05"
"ETP","rf","holdout",4.05259975158555,0.248282415889969,"2021-01-05 15:00:12","2021-01-05"
"ETP","rf","test",1.72860609257278,0.121981510367301,"2021-01-05 15:00:12","2021-01-05"
"ETP","xgb","holdout",4.19112335667139,0.0927622320890543,"2021-01-05 15:00:12","2021-01-05"
"ETP","xgb","test",2.15619092083436,0.0906371277182902,"2021-01-05 15:00:12","2021-01-05"
"FTM","lm","holdout",5.29291821819703,0.272797349831557,"2021-01-05 15:00:12","2021-01-05"
"FTM","lm","test",2.06363500556538,0.299497417487378,"2021-01-05 15:00:12","2021-01-05"
"FTM","nnet","holdout",4.51613796923449,0.361410764637772,"2021-01-05 15:00:12","2021-01-05"
"FTM","nnet","test",2.39363830541501,0.287042501448341,"2021-01-05 15:00:12","2021-01-05"
"FTM","pcr","holdout",4.45002568064633,0.0365248889670165,"2021-01-05 15:00:12","2021-01-05"
"FTM","pcr","test",2.00504413877085,0.295287213881037,"2021-01-05 15:00:12","2021-01-05"
"FTM","rf","holdout",3.52107667554832,0.317366272637374,"2021-01-05 15:00:12","2021-01-05"
"FTM","rf","test",2.21954449898146,0.272051114826581,"2021-01-05 15:00:12","2021-01-05"
"FTM","xgb","holdout",3.83661896034571,0.00919088317439192,"2021-01-05 15:00:12","2021-01-05"
"FTM","xgb","test",3.51874389872942,0.165678292789166,"2021-01-05 15:00:12","2021-01-05"
"HT","lm","holdout",1.50928180147867,0.608063011928233,"2021-01-05 15:00:12","2021-01-05"
"HT","lm","test",0.504096791244052,0.644324652812087,"2021-01-05 15:00:12","2021-01-05"
"HT","nnet","holdout",2.51310093172006,0.145432523614204,"2021-01-05 15:00:12","2021-01-05"
"HT","nnet","test",1.51001767766132,0.358161937439908,"2021-01-05 15:00:12","2021-01-05"
"HT","pcr","holdout",1.87613961112643,0.300914688281999,"2021-01-05 15:00:12","2021-01-05"
